speaker,start_time,end_time,utterance,duration_in_seconds,start_time_in_seconds,end_time_in_seconds,bubble_idx,opportunities_to_respond,wait_times,presses_for_explanation,open_ended_questions,praises,behavior_specific_praises,academic_specific_praises,opportunities_to_respond_instance_id,wait_times_instance_id,presses_for_explanation_instance_id,open_ended_questions_instance_id,praises_instance_id,behavior_specific_praises_instance_id,academic_specific_praises_instance_id
student,1m 46s,1m 47s,Okay.,0.4,106.83,107.23,27,,,,,,,,0,0,0,0,0,0,0
student,1m 47s,1m 47s,,0.4,107.23,107.63,27,,,,,,,,0,0,0,0,0,0,0
teacher,1m 47s,1m 49s,We do it inside the house.,1.76,107.63,109.39,28,,,,,,,,0,0,0,0,0,0,0
teacher,1m 49s,1m 50s,,0.8,109.39,110.19,28,,,,,,,,0,0,0,0,0,0,0
teacher,1m 50s,1m 50s,Outside.,0.4,110.19,110.59,28,,,,,,,,0,0,0,0,0,0,0
teacher,1m 50s,1m 50s,,0.16,110.59,110.75,28,,,,,,,,0,0,0,0,0,0,0
teacher,1m 50s,1m 52s,We do lights on the roof.,1.84,110.75,112.59,28,,,,,,,,0,0,0,0,0,0,0
teacher,1m 52s,1m 54s,Where else do we put them?,1.44,112.59,114.03,28,1.0,,,,,,,9,0,0,0,0,0,0
teacher,1m 54s,1m 54s,,0.88,114.03,114.91,28,1.0,,,,,,,9,0,0,0,0,0,0
teacher,1m 54s,1m 55s,Outside?,0.4,114.91,115.31,28,1.0,,,,,,,9,0,0,0,0,0,0
student,1m 55s,1m 58s,,3.28,115.31,118.59,29,,,,,,,,0,0,0,0,0,0,0
student,1m 58s,2m 0s,On the porch or like a desk?,1.68,118.59,120.27,29,,,,,,,,0,0,0,0,0,0,0
student,2m 0s,2m 6s,"Like if you have like brick things in front of your house that you could put light up to the brick things,",6.4,120.27,126.67,29,,,,,,,,0,0,0,0,0,0,0
student,2m 6s,2m 7s,,0.582,126.67,127.252,29,,,,,,,,0,0,0,0,0,0,0
teacher,2m 7s,2m 10s,,3.338,127.252,130.59,30,,,,,,,,0,0,0,0,0,0,0
teacher,2m 10s,2m 11s,where else?,0.68,130.59,131.27,30,1.0,,,,,,,10,0,0,0,0,0,0
student,2m 11s,2m 17s,Outside you could put it on your bushes.,6.1,131.27,137.37,31,,,,,,,,0,0,0,0,0,0,0
student,2m 17s,2m 17s,,0.4,137.37,137.77,31,,,,,,,,0,0,0,0,0,0,0
teacher,2m 17s,2m 18s,"Hey, bushes.",1.04,137.77,138.81,32,,,,,,,,0,0,0,0,0,0,0
teacher,2m 18s,2m 19s,,0.8,138.81,139.61,32,,,,,,,,0,0,0,0,0,0,0
teacher,2m 19s,2m 20s,Yeah.,0.48,139.61,140.09,32,,,,,,,,0,0,0,0,0,0,0
student,2m 20s,2m 21s,[Untranscribed],1.28,140.09,141.37,33,,,,,,,,0,0,0,0,0,0,0
teacher,2m 21s,2m 22s,Do any.,0.64,141.37,142.01,34,,,,,,,,0,0,0,0,0,0,0
teacher,2m 22s,2m 22s,,0.4,142.01,142.41,34,,,,,,,,0,0,0,0,0,0,0
teacher,2m 22s,2m 26s,"Does any of you have, like, decorations you put in your yard?",4.08,142.41,146.49,34,1.0,,,1.0,,,,11,0,0,5,0,0,0
student,2m 26s,2m 28s,,2.32,146.49,148.81,35,,,,,,,,0,0,0,0,0,0,0
student,2m 28s,2m 30s,I put like little snowmans.,1.84,148.81,150.65,35,,,,,,,,0,0,0,0,0,0,0
student,2m 30s,2m 38s,,8.18,150.65,158.83,35,,,,,,,,0,0,0,0,0,0,0
teacher,2m 38s,2m 39s,Okay.,0.48,158.83,159.31,36,,,,,,,,0,0,0,0,0,0,0
teacher,2m 39s,2m 40s,You have an inflatable.,1.28,159.31,160.59,36,,,,,,,,0,0,0,0,0,0,0
teacher,2m 40s,2m 42s,Does anybody else have inflatables?,2.0,160.59,162.59,36,1.0,,,,,,,12,0,0,0,0,0,0
teacher,2m 42s,2m 42s,,0.32,162.59,162.91,36,,,,,,,,0,0,0,0,0,0,0
teacher,2m 42s,2m 43s,Me.,0.4,162.91,163.31,36,,,,,,,,0,0,0,0,0,0,0
teacher,2m 43s,2m 43s,,0.56,163.31,163.87,36,,,,,,,,0,0,0,0,0,0,0
teacher,2m 43s,2m 44s,What.,0.4,163.87,164.27,36,,,,,,,,0,0,0,0,0,0,0
teacher,2m 44s,2m 46s,What other inflatables do you have?,2.0,164.27,166.27,36,1.0,,,1.0,,,,13,0,0,6,0,0,0
teacher,2m 46s,2m 46s,,0.4,166.27,166.67,36,,,,,,,,0,0,0,0,0,0,0
student,2m 46s,2m 47s,I only have that.,1.28,166.67,167.95,37,,,,,,,,0,0,0,0,0,0,0
student,2m 47s,2m 48s,,0.88,167.95,168.83,37,,,,,,,,0,0,0,0,0,0,0
student,2m 48s,2m 49s,I have.,0.8,168.83,169.63,37,,,,,,,,0,0,0,0,0,0,0
student,2m 49s,2m 50s,,1.2,169.63,170.83,37,,,,,,,,0,0,0,0,0,0,0
student,2m 50s,2m 52s,I'm pretty sure it's like Rudolph.,2.08,170.83,172.91,37,,,,,,,,0,0,0,0,0,0,0
student,2m 52s,2m 53s,,0.56,172.91,173.47,37,,,,,,,,0,0,0,0,0,0,0
student,2m 53s,2m 55s,"Wait, no, it's just reindeer.",1.92,173.47,175.39,37,,,,,,,,0,0,0,0,0,0,0
student,2m 55s,2m 56s,Because reindeer.,1.52,175.39,176.91,37,,,,,,,,0,0,0,0,0,0,0
student,2m 56s,3m 0s,,3.68,176.91,180.59,37,,,,,,,,0,0,0,0,0,0,0
teacher,3m 0s,3m 1s,"Hey, Santa.",0.92,180.59,181.51,38,,,,,,,,0,0,0,0,0,0,0
teacher,3m 1s,3m 2s,Who has Santa?,1.08,181.51,182.59,38,,,,,,,,0,0,0,0,0,0,0
silence,3m 2s,3m 4s,,1.93,182.59,184.52,39,,,,,,,,0,0,0,0,0,0,0
teacher,3m 4s,3m 6s,Does anybody have a snowman?,1.6,184.52,186.12,40,,,,,,,,0,0,0,0,0,0,0
student,3m 6s,3m 7s,,1.2,186.12,187.32,41,,,,,,,,0,0,0,0,0,0,0
student,3m 7s,3m 8s,But it's not a blow up.,1.24,187.32,188.56,41,,,,,,,,0,0,0,0,0,0,0
teacher,3m 8s,3m 9s,I've got.,0.52,188.56,189.08,42,,,,,,,,0,0,0,0,0,0,0
teacher,3m 9s,3m 12s,I've got inflatable snow and it's probably as tall as the roof.,3.52,189.08,192.6,42,,,,,,,,0,0,0,0,0,0,0
teacher,3m 12s,3m 13s,,0.4,192.6,193.0,42,,,,,,,,0,0,0,0,0,0,0
student,3m 13s,3m 14s,Mine isn't inflatable though.,1.84,193.0,194.84,43,,,,,,,,0,0,0,0,0,0,0
student,3m 14s,3m 15s,,0.24,194.84,195.08,43,,,,,,,,0,0,0,0,0,0,0
student,3m 15s,3m 16s,It's like a wood,1.12,195.08,196.2,43,,,,,,,,0,0,0,0,0,0,0
student,3m 16s,3m 17s,,1.05,196.2,197.25,43,,,,,,,,0,0,0,0,0,0,0
teacher,3m 17s,3m 18s,[Untranscribed],1.51,197.25,198.76,44,,,,,,,,0,0,0,0,0,0,0
student,3m 18s,3m 21s,inflatable candy.,3.04,198.76,201.8,45,,,,,,,,0,0,0,0,0,0,0
student,3m 21s,3m 23s,,1.84,201.8,203.64,45,,,,,,,,0,0,0,0,0,0,0
student,3m 23s,3m 24s,I see.,0.64,203.64,204.28,45,,,,,,,,0,0,0,0,0,0,0
student,3m 24s,3m 24s,,0.56,204.28,204.84,45,,,,,,,,0,0,0,0,0,0,0
student,3m 24s,3m 28s,"Like, my friends have some tables.",3.36,204.84,208.2,45,,,,,,,,0,0,0,0,0,0,0
student,3m 28s,3m 32s,,4.73,208.2,212.93,45,,,,,,,,0,0,0,0,0,0,0
teacher,3m 32s,3m 34s,"Okay, so we.",1.24,212.93,214.17,46,,,,,,,,0,0,0,0,0,0,0
teacher,3m 34s,3m 35s,We do lots of stuff for.,1.4,214.17,215.57,46,,,,,,,,0,0,0,0,0,0,0
teacher,3m 35s,3m 36s,,0.48,215.57,216.05,46,,,,,,,,0,0,0,0,0,0,0
teacher,3m 36s,3m 39s,For Christmas we're going to talk about.,3.12,216.05,219.17,46,,,,,,,,0,0,0,0,0,0,0
teacher,3m 39s,3m 39s,,0.4,219.17,219.57,46,,,,,,,,0,0,0,0,0,0,0
teacher,3m 39s,3m 41s,"Okay, we're going to keep going, guys.",1.56,219.57,221.13,46,,,,,,,,0,0,0,0,0,0,0
teacher,3m 41s,3m 42s,So put your hands down.,1.16,221.13,222.29,46,,,,,,,,0,0,0,0,0,0,0
teacher,3m 42s,3m 42s,,0.16,222.29,222.45,46,,,,,,,,0,0,0,0,0,0,0
teacher,3m 42s,3m 50s,"We're going to talk about a holiday that they celebrate in India, and the name of that is Diwali.",7.68,222.45,230.13,46,,,,,,,,0,0,0,0,0,0,0
student,3m 50s,3m 52s,[Untranscribed],2.56,230.13,232.69,47,,,,,,,,0,0,0,0,0,0,0
teacher,3m 52s,3m 58s,Has anybody seen the cartoon with the little robot called Wally?,5.64,232.69,238.33,48,,,,,,,,0,0,0,0,0,0,0
teacher,3m 58s,3m 58s,,0.32,238.33,238.65,48,,,,,,,,0,0,0,0,0,0,0
student,3m 58s,3m 59s,"Oh, yeah.",0.8,238.65,239.45,49,,,,,,,,0,0,0,0,0,0,0
student,3m 59s,4m 1s,,1.6,239.45,241.05,49,,,,,,,,0,0,0,0,0,0,0
teacher,4m 1s,4m 3s,So whenever I say D.,1.96,241.05,243.01,50,,,,,,,,0,0,0,0,0,0,0
teacher,4m 3s,4m 4s,"Wally, I think of him.",1.56,243.01,244.57,50,,,,,,,,0,0,0,0,0,0,0
student,4m 4s,4m 7s,[Untranscribed],2.88,244.57,247.45,51,,,,,,,,0,0,0,0,0,0,0
teacher,4m 7s,4m 8s,Everybody say D.,1.2,247.45,248.65,52,1.0,,,,,,,14,0,0,0,0,0,0
teacher,4m 8s,4m 9s,Wally.,0.64,248.65,249.29,52,1.0,,,,,,,14,0,0,0,0,0,0
teacher,4m 9s,4m 9s,,0.32,249.29,249.61,52,,,,,,,,0,0,0,0,0,0,0
student,4m 9s,4m 10s,D.,0.4,249.61,250.01,53,,,,,,,,0,0,0,0,0,0,0
student,4m 10s,4m 10s,,0.08,250.01,250.09,53,,,,,,,,0,0,0,0,0,0,0
student,4m 10s,4m 10s,Wally.,0.72,250.09,250.81,53,,,,,,,,0,0,0,0,0,0,0
student,4m 10s,4m 11s,,0.24,250.81,251.05,53,,,,,,,,0,0,0,0,0,0,0
student,4m 11s,4m 13s,"I've only watched the trailer for it, though.",2.16,251.05,253.21,53,,,,,,,,0,0,0,0,0,0,0
student,4m 13s,4m 14s,,1.04,253.21,254.25,53,,,,,,,,0,0,0,0,0,0,0
student,4m 14s,4m 15s,I watched the real movie.,1.68,254.25,255.93,53,,,,,,,,0,0,0,0,0,0,0
student,4m 15s,4m 16s,,0.16,255.93,256.09,53,,,,,,,,0,0,0,0,0,0,0
student,4m 16s,4m 17s,I never even saw that.,1.76,256.09,257.85,53,,,,,,,,0,0,0,0,0,0,0
student,4m 17s,4m 19s,,1.28,257.85,259.13,53,,,,,,,,0,0,0,0,0,0,0
teacher,4m 19s,4m 22s,"Okay, voice this off among us has.",3.12,259.13,262.25,54,,,,,,,,0,0,0,0,0,0,0
teacher,4m 22s,4m 22s,,0.57,262.25,262.82,54,,,,,,,,0,0,0,0,0,0,0
teacher,4m 22s,4m 23s,Excuse me.,0.64,262.82,263.46,54,,,,,,,,0,0,0,0,0,0,0
student,4m 23s,4m 24s,[Untranscribed],1.28,263.46,264.74,55,,,,,,,,0,0,0,0,0,0,0
teacher,4m 24s,4m 25s,Voices are off.,0.96,264.74,265.7,56,,,,,,,,0,0,0,0,0,0,0
teacher,4m 25s,4m 26s,No.,0.4,265.7,266.1,56,,,,,,,,0,0,0,0,0,0,0
teacher,4m 26s,4m 26s,,0.016,266.1,266.116,56,,,,,,,,0,0,0,0,0,0,0
silence,4m 26s,4m 28s,,2.304,266.116,268.42,57,,,,,,,,0,0,0,0,0,0,0
teacher,4m 28s,4m 34s,We're going to remember some important things about Hinduism.,6.08,268.42,274.5,58,,,,,,,,0,0,0,0,0,0,0
student,4m 34s,4m 36s,[Untranscribed],1.52,274.5,276.02,59,,,,,,,,0,0,0,0,0,0,0
teacher,4m 36s,4m 40s,We're going to describe why Diwali was important to these people.,4.48,276.02,280.5,60,,,,,,,,0,0,0,0,0,0,0
teacher,4m 40s,4m 41s,,0.88,280.5,281.38,60,,,,,,,,0,0,0,0,0,0,0
teacher,4m 41s,4m 43s,And some of the things that they do.,1.84,281.38,283.22,60,,,,,,,,0,0,0,0,0,0,0
teacher,4m 43s,4m 44s,,0.96,283.22,284.18,60,,,,,,,,0,0,0,0,0,0,0
teacher,4m 44s,4m 46s,Diwali is similar to Christmas.,2.72,284.18,286.9,60,,,,,,,,0,0,0,0,0,0,0
student,4m 46s,4m 47s,[Untranscribed],1.05,286.9,287.95,61,,,,,,,,0,0,0,0,0,0,0
teacher,4m 47s,4m 48s,You'll.,0.24,287.95,288.19,62,,,,,,,,0,0,0,0,0,0,0
teacher,4m 48s,4m 51s,You'll see that they do stuff that we do for Christmas.,3.12,288.19,291.31,62,,,,,,,,0,0,0,0,0,0,0
student,4m 51s,4m 53s,[Untranscribed],2.56,291.31,293.87,63,,,,,,,,0,0,0,0,0,0,0
teacher,4m 53s,4m 58s,"And then we're gonna learn these words, these new words.",4.56,293.87,298.43,64,,,,,,,,0,0,0,0,0,0,0
teacher,4m 58s,4m 59s,,0.96,298.43,299.39,64,,,,,,,,0,0,0,0,0,0,0
teacher,4m 59s,5m 0s,Excuse me.,0.72,299.39,300.11,64,,,,,,,,0,0,0,0,0,0,0
silence,5m 0s,5m 2s,,2.388,300.11,302.498,65,,,,,,,,0,0,0,0,0,0,0
student,5m 2s,5m 3s,[Untranscribed],1.114,302.498,303.612,66,,,,,,,,0,0,0,0,0,0,0
silence,5m 3s,5m 6s,,2.464,303.612,306.076,67,,,,,,,,0,0,0,0,0,0,0
student,5m 6s,5m 8s,[Untranscribed],2.194,306.076,308.27,68,,,,,,,,0,0,0,0,0,0,0
teacher,5m 8s,5m 8s,Okay.,0.56,308.27,308.83,69,,,,,,,,0,0,0,0,0,0,0
teacher,5m 8s,5m 13s,Archer is somebody who shoots a bow in the arrow.,4.4,308.83,313.23,69,,,,,,,,0,0,0,0,0,0,0
teacher,5m 13s,5m 14s,,1.081,313.23,314.311,69,,,,,,,,0,0,0,0,0,0,0
student,5m 14s,5m 16s,[Untranscribed],1.809,314.311,316.12,70,,,,,,,,0,0,0,0,0,0,0
teacher,5m 16s,5m 17s,The word archer.,1.36,316.12,317.48,71,,,,,,,,0,0,0,0,0,0,0
teacher,5m 17s,5m 17s,,0.48,317.48,317.96,71,,,,,,,,0,0,0,0,0,0,0
teacher,5m 17s,5m 18s,Archery.,0.64,317.96,318.6,71,,,,,,,,0,0,0,0,0,0,0
student,5m 18s,5m 20s,[Untranscribed],2.08,318.6,320.68,72,,,,,,,,0,0,0,0,0,0,0
teacher,5m 20s,5m 25s,Archery means it's the sport of shooting bows and arrows.,5.12,320.68,325.8,73,,,,,,,,0,0,0,0,0,0,0
teacher,5m 25s,5m 27s,,1.2,325.8,327.0,73,,,,,,,,0,0,0,0,0,0,0
teacher,5m 27s,5m 35s,"Some people do it as a sport, so they'll have a target and they'll practice shooting their arrow in the bullseye.",8.0,327.0,335.0,73,,,,,,,,0,0,0,0,0,0,0
teacher,5m 35s,5m 35s,,0.506,335.0,335.506,73,,,,,,,,0,0,0,0,0,0,0
student,5m 35s,5m 37s,[Untranscribed],2.374,335.506,337.88,74,,,,,,,,0,0,0,0,0,0,0
teacher,5m 37s,5m 40s,And I'll try and get in the bullseye.,2.33,337.88,340.21,75,,,,,,,,0,0,0,0,0,0,0
teacher,5m 40s,5m 41s,,0.95,340.21,341.16,75,,,,,,,,0,0,0,0,0,0,0
teacher,5m 41s,5m 41s,So that's.,0.56,341.16,341.72,75,,,,,,,,0,0,0,0,0,0,0
teacher,5m 41s,5m 42s,Excuse me.,0.72,341.72,342.44,75,,,,,,,,0,0,0,0,0,0,0
teacher,5m 42s,5m 44s,,1.68,342.44,344.12,75,,,,,,,,0,0,0,0,0,0,0
teacher,5m 44s,5m 45s,That's archery.,1.04,344.12,345.16,75,,,,,,,,0,0,0,0,0,0,0
teacher,5m 45s,5m 45s,,0.08,345.16,345.24,75,,,,,,,,0,0,0,0,0,0,0
teacher,5m 45s,5m 49s,An archer is someone who shoots a bow.,3.92,345.24,349.16,75,,,,,,,,0,0,0,0,0,0,0
student,5m 49s,5m 51s,"Now, okay.",2.24,349.16,351.4,76,,,,,,,,0,0,0,0,0,0,0
teacher,5m 51s,5m 52s,"No, put your hands down.",1.28,351.4,352.68,77,,,,,,,,0,0,0,0,0,0,0
teacher,5m 52s,5m 53s,,0.96,352.68,353.64,77,,,,,,,,0,0,0,0,0,0,0
teacher,5m 53s,5m 55s,Custom is a tradition.,2.32,353.64,355.96,77,,,,,,,,0,0,0,0,0,0,0
student,5m 55s,5m 59s,[Untranscribed],3.2,355.96,359.16,78,,,,,,,,0,0,0,0,0,0,0
teacher,5m 59s,6m 11s,We have customs or traditions that we do here in the United States that people and people in other countries have other customs or traditions they do,12.66,359.16,371.82,79,,,,,,,,0,0,0,0,0,0,0
student,6m 11s,6m 14s,[Untranscribed],2.72,371.82,374.54,80,,,,,,,,0,0,0,0,0,0,0
teacher,6m 14s,6m 16s,for Christmas.,1.92,374.54,376.46,81,,,,,,,,0,0,0,0,0,0,0
student,6m 16s,6m 17s,[Untranscribed],1.2,376.46,377.66,82,,,,,,,,0,0,0,0,0,0,0
teacher,6m 17s,6m 20s,A lot of people have similar customs.,2.64,377.66,380.3,83,,,,,,,,0,0,0,0,0,0,0
teacher,6m 20s,6m 20s,,0.64,380.3,380.94,83,,,,,,,,0,0,0,0,0,0,0
teacher,6m 20s,6m 29s,"A lot of people have Christmas trees, they put lights up, they share presents.",8.24,380.94,389.18,83,,,,,,,,0,0,0,0,0,0,0
student,6m 29s,6m 32s,[Untranscribed],3.12,389.18,392.3,84,,,,,,,,0,0,0,0,0,0,0
teacher,6m 32s,6m 34s,"So every, Every",2.16,392.3,394.46,85,,,,,,,,0,0,0,0,0,0,0
