speaker,start_time,end_time,utterance,duration_in_seconds,start_time_in_seconds,end_time_in_seconds,bubble_idx,opportunities_to_respond,wait_times,presses_for_explanation,open_ended_questions,praises,behavior_specific_praises,academic_specific_praises,opportunities_to_respond_instance_id,wait_times_instance_id,presses_for_explanation_instance_id,open_ended_questions_instance_id,praises_instance_id,behavior_specific_praises_instance_id,academic_specific_praises_instance_id
teacher,3m 1s,3m 7s,What are some characters or actions characters took that were prejudice?,5.92,181.2,187.12,35,1.0,,,1.0,,,,8,0,0,1,0,0,0
student,3m 7s,3m 9s,,2.67,187.12,189.79,36,,,,,,,,0,0,0,0,0,0,0
student,3m 9s,3m 10s,It's on the floor.,0.8,189.79,190.59,36,,,,,,,,0,0,0,0,0,0,0
student,3m 10s,3m 11s,,0.88,190.59,191.47,36,,,,,,,,0,0,0,0,0,0,0
student,3m 11s,3m 15s,"Oh, I got a marker.",3.68,191.47,195.15,36,,,,,,,,0,0,0,0,0,0,0
student,3m 15s,3m 16s,,0.88,195.15,196.03,36,,,,,,,,0,0,0,0,0,0,0
student,3m 16s,3m 17s,"I have a marker, too.",1.12,196.03,197.15,36,,,,,,,,0,0,0,0,0,0,0
student,3m 17s,3m 17s,,0.64,197.15,197.79,36,,,,,,,,0,0,0,0,0,0,0
student,3m 17s,3m 19s,I have two syllabus.,2.0,197.79,199.79,36,,,,,,,,0,0,0,0,0,0,0
student,3m 19s,3m 20s,,0.48,199.79,200.27,36,,,,,,,,0,0,0,0,0,0,0
student,3m 20s,3m 21s,I have a quiet.,0.88,200.27,201.15,36,,,,,,,,0,0,0,0,0,0,0
student,3m 21s,3m 21s,,0.48,201.15,201.63,36,,,,,,,,0,0,0,0,0,0,0
teacher,3m 21s,3m 22s,Yeah.,0.48,201.63,202.11,37,,,,,,,,0,0,0,0,0,0,0
student,3m 22s,3m 25s,,3.04,202.11,205.15,38,,,,,,,,0,0,0,0,0,0,0
student,3m 25s,3m 26s,For the great judges.,1.44,205.15,206.59,38,,,,,,,,0,0,0,0,0,0,0
student,3m 26s,3m 26s,,0.08,206.59,206.67,38,,,,,,,,0,0,0,0,0,0,0
student,3m 26s,3m 31s,Are you putting down people who judge other people or people who are judged by other people?,5.28,206.67,211.95,38,,,,,,,,0,0,0,0,0,0,0
student,3m 31s,3m 32s,,0.64,211.95,212.59,38,,,,,,,,0,0,0,0,0,0,0
teacher,3m 32s,3m 37s,"Okay, so excellent point about the direction our verb is going.",4.86,212.59,217.45,39,,,,,1.0,,1.0,0,0,0,0,2,0,1
teacher,3m 37s,3m 38s,,0.8,217.45,218.25,39,,,,,,,,0,0,0,0,0,0,0
student,3m 38s,3m 39s,What's the question again?,1.04,218.25,219.29,40,,,,,,,,0,0,0,0,0,0,0
student,3m 39s,3m 39s,,0.08,219.29,219.37,40,,,,,,,,0,0,0,0,0,0,0
teacher,3m 39s,3m 39s,2.,0.4,219.37,219.77,41,,,,,,,,0,0,0,0,0,0,0
teacher,3m 39s,3m 40s,,0.8,219.77,220.57,41,,,,,,,,0,0,0,0,0,0,0
teacher,3m 40s,3m 42s,So I'll answer this one first.,1.84,220.57,222.41,41,,,,,,,,0,0,0,0,0,0,0
teacher,3m 42s,3m 43s,It's very important.,0.64,222.41,223.05,41,,,,,,,,0,0,0,0,0,0,0
student,3m 43s,3m 46s,[Untranscribed],3.84,223.05,226.89,42,,,,,,,,0,0,0,0,0,0,0
teacher,3m 46s,3m 47s,2.,0.4,226.89,227.29,43,,,,,,,,0,0,0,0,0,0,0
student,3m 47s,3m 48s,[Untranscribed],1.52,227.29,228.81,44,,,,,,,,0,0,0,0,0,0,0
teacher,3m 48s,3m 55s,Be prejudiced is to judge someone before getting stoned.,6.24,228.81,235.05,45,,,,,,,,0,0,0,0,0,0,0
teacher,3m 55s,3m 56s,,1.68,235.05,236.73,45,,,,,,,,0,0,0,0,0,0,0
teacher,3m 56s,4m 0s,You can be prejudiced or be prejudiced against.,3.37,236.73,240.1,45,,,,,,,,0,0,0,0,0,0,0
student,4m 0s,4m 1s,[Untranscribed],1.04,240.1,241.14,46,,,,,,,,0,0,0,0,0,0,0
teacher,4m 1s,4m 3s,Against someone or a group.,2.48,241.14,243.62,47,,,,,,,,0,0,0,0,0,0,0
teacher,4m 3s,4m 4s,,0.72,243.62,244.34,47,,,,,,,,0,0,0,0,0,0,0
student,4m 4s,4m 5s,Write this down.,0.88,244.34,245.22,48,,,,,,,,0,0,0,0,0,0,0
student,4m 5s,4m 9s,,4.32,245.22,249.54,48,,,,,,,,0,0,0,0,0,0,0
teacher,4m 9s,4m 18s,So an action that is prejudiced is an action that someone is taking that is treating someone unfairly.,9.36,249.54,258.9,49,,,,,,,,0,0,0,0,0,0,0
teacher,4m 18s,4m 19s,,0.8,258.9,259.7,49,,,,,,,,0,0,0,0,0,0,0
teacher,4m 19s,4m 23s,"All right, so in characters and actions.",3.76,259.7,263.46,49,,,,,,,,0,0,0,0,0,0,0
teacher,4m 23s,4m 23s,,0.32,263.46,263.78,49,,,,,,,,0,0,0,0,0,0,0
student,4m 23s,4m 25s,Don't worry about this right now.,1.36,263.78,265.14,50,,,,,,,,0,0,0,0,0,0,0
student,4m 25s,4m 25s,,0.65,265.14,265.79,50,,,,,,,,0,0,0,0,0,0,0
teacher,4m 25s,4m 30s,Your answer is not going to be someone who had something prejudiced done to them.,5.04,265.79,270.83,51,,,,,,,,0,0,0,0,0,0,0
teacher,4m 30s,4m 31s,,0.64,270.83,271.47,51,,,,,,,,0,0,0,0,0,0,0
teacher,4m 31s,4m 35s,It's going to be someone who does something that is prejudiced.,3.64,271.47,275.11,51,,,,,,,,0,0,0,0,0,0,0
teacher,4m 35s,4m 39s,They did not get to know someone they thought they knew about them before they actually did.,4.84,275.11,279.95,51,,,,,,,,0,0,0,0,0,0,0
teacher,4m 39s,4m 40s,,0.4,279.95,280.35,51,,,,,,,,0,0,0,0,0,0,0
teacher,4m 40s,4m 41s,So there.,1.28,280.35,281.63,51,,,,,,,,0,0,0,0,0,0,0
teacher,4m 41s,4m 41s,,0.24,281.63,281.87,51,,,,,,,,0,0,0,0,0,0,0
student,4m 41s,4m 42s,All done.,0.64,281.87,282.51,52,,,,,,,,0,0,0,0,0,0,0
student,4m 42s,4m 43s,,1.28,282.51,283.79,52,,,,,,,,0,0,0,0,0,0,0
teacher,4m 43s,4m 45s,I want to go back because I called you for a second.,2.16,283.79,285.95,53,,,,,,,,0,0,0,0,0,0,0
teacher,4m 45s,4m 47s,,1.6,285.95,287.55,53,,,,,,,,0,0,0,0,0,0,0
teacher,4m 47s,4m 52s,"So the question was, what is a character or an action that a character took?",4.96,287.55,292.51,53,,,,,,,,0,0,0,0,0,0,0
teacher,4m 52s,4m 54s,,1.49,292.51,294.0,53,,,,,,,,0,0,0,0,0,0,0
student,4m 54s,4m 54s,Can I say two?,0.72,294.0,294.72,54,,,,,,,,0,0,0,0,0,0,0
student,4m 54s,4m 55s,,0.4,294.72,295.12,54,,,,,,,,0,0,0,0,0,0,0
teacher,4m 55s,4m 55s,Go ahead.,0.56,295.12,295.68,55,,,,,,,,0,0,0,0,0,0,0
teacher,4m 55s,4m 55s,,0.16,295.68,295.84,55,,,,,,,,0,0,0,0,0,0,0
student,4m 55s,5m 4s,So one was Amir because he judged the lady and thought that she was mean.,8.24,295.84,304.08,56,,,,,,,,0,0,0,0,0,0,0
student,5m 4s,5m 13s,,8.96,304.08,313.04,56,,,,,,,,0,0,0,0,0,0,0
teacher,5m 13s,5m 13s,All right.,0.44,313.04,313.48,57,,,,,,,,0,0,0,0,0,0,0
teacher,5m 13s,5m 14s,You judge the Polish woman.,1.32,313.48,314.8,57,,,,,,,,0,0,0,0,0,0,0
teacher,5m 14s,5m 15s,Absolutely.,0.64,314.8,315.44,57,,,,,,,,0,0,0,0,0,0,0
teacher,5m 15s,5m 15s,,0.16,315.44,315.6,57,,,,,,,,0,0,0,0,0,0,0
teacher,5m 15s,5m 16s,Do you have another?,0.64,315.6,316.24,57,1.0,,,,,,,9,0,0,0,0,0,0
teacher,5m 16s,5m 16s,,0.64,316.24,316.88,57,,,,,,,,0,0,0,0,0,0,0
student,5m 16s,5m 17s,Anna?,0.56,316.88,317.44,58,,,,,,,,0,0,0,0,0,0,0
student,5m 17s,5m 18s,,0.96,317.44,318.4,58,,,,,,,,0,0,0,0,0,0,0
student,5m 18s,5m 20s,Judge Kim.,2.55,318.4,320.95,58,,,,,,,,0,0,0,0,0,0,0
student,5m 20s,5m 21s,,0.32,320.95,321.27,58,,,,,,,,0,0,0,0,0,0,0
student,5m 21s,5m 23s,We're thinking that,1.76,321.27,323.03,58,,,,,,,,0,0,0,0,0,0,0
group,5m 23s,5m 26s,[Untranscribed],3.44,323.03,326.47,59,,,,,,,,0,0,0,0,0,0,0
teacher,5m 26s,5m 29s,I should just be hearing his bell right Now I will get to you.,3.16,326.47,329.63,60,,,,,,,,0,0,0,0,0,0,0
teacher,5m 29s,5m 30s,You have your hands raised.,0.8,329.63,330.43,60,,,,,,,,0,0,0,0,0,0,0
teacher,5m 30s,5m 30s,I see.,0.36,330.43,330.79,60,,,,,,,,0,0,0,0,0,0,0
teacher,5m 30s,5m 31s,,0.4,330.79,331.19,60,,,,,,,,0,0,0,0,0,0,0
student,5m 31s,5m 40s,Was hiding something illegal because she was in the court and she saw a lot of people doing bad things on that street.,9.36,331.19,340.55,61,,,,,,,,0,0,0,0,0,0,0
student,5m 40s,5m 45s,"So she thought that, oh, that girl is over there hiding behind.",4.72,340.55,345.27,61,,,,,,,,0,0,0,0,0,0,0
student,5m 45s,5m 46s,,0.74,345.27,346.01,61,,,,,,,,0,0,0,0,0,0,0
student,5m 46s,5m 48s,I think she's probably doing something bad.,2.4,346.01,348.41,61,,,,,,,,0,0,0,0,0,0,0
student,5m 48s,5m 49s,,0.96,348.41,349.37,61,,,,,,,,0,0,0,0,0,0,0
teacher,5m 49s,5m 50s,Exactly.,0.68,349.37,350.05,62,,,,,1.0,,1.0,0,0,0,0,3,0,2
teacher,5m 50s,5m 54s,Those are two excellent examples of prejudice and sea books.,4.12,350.05,354.17,62,,,,,1.0,,1.0,0,0,0,0,3,0,2
teacher,5m 54s,5m 55s,,1.6,354.17,355.77,62,,,,,,,,0,0,0,0,0,0,0
teacher,5m 55s,5m 59s,The mere judge that all Polish people are the same.,3.6,355.77,359.37,62,,,,,,,,0,0,0,0,0,0,0
teacher,5m 59s,5m 59s,,0.32,359.37,359.69,62,,,,,,,,0,0,0,0,0,0,0
teacher,5m 59s,6m 0s,He doesn't know them.,0.88,359.69,360.57,62,,,,,,,,0,0,0,0,0,0,0
teacher,6m 0s,6m 1s,,0.8,360.57,361.37,62,,,,,,,,0,0,0,0,0,0,0
teacher,6m 1s,6m 3s,"And then Anna judged Kim for the exact reason,",1.92,361.37,363.29,62,,,,,,,,0,0,0,0,0,0,0
teacher,6m 3s,6m 5s,,1.71,363.29,365.0,62,,,,,,,,0,0,0,0,0,0,0
student,6m 5s,6m 6s,,1.17,365.0,366.17,63,,,,,,,,0,0,0,0,0,0,0
student,6m 6s,6m 6s,I think,0.56,366.17,366.73,63,,,,,,,,0,0,0,0,0,0,0
teacher,6m 6s,6m 7s,,0.32,366.73,367.05,64,,,,,,,,0,0,0,0,0,0,0
teacher,6m 7s,6m 10s,the reason that Anna used,3.12,367.05,370.17,64,1.0,,1.0,,,,,10,0,1,0,0,0,0
teacher,6m 10s,6m 10s,,0.56,370.17,370.73,64,,,,,,,,0,0,0,0,0,0,0
student,6m 10s,6m 11s,a knife to get,1.04,370.73,371.77,65,,,,,,,,0,0,0,0,0,0,0
teacher,6m 11s,6m 11s,[Untranscribed],0.11,371.77,371.88,66,,,,,,,,0,0,0,0,0,0,0
student,6m 11s,6m 12s,to dig it up.,0.8,371.88,372.68,67,,,,,,,,0,0,0,0,0,0,0
student,6m 12s,6m 18s,"Because like if she was there and she had it in her hand, you would need fingerprints that same.",5.52,372.68,378.2,67,,,,,,,,0,0,0,0,0,0,0
student,6m 18s,6m 19s,,1.76,378.2,379.96,67,,,,,,,,0,0,0,0,0,0,0
student,6m 19s,6m 21s,And she had it in her hand.,1.68,379.96,381.64,67,,,,,,,,0,0,0,0,0,0,0
student,6m 21s,6m 28s,"Like if it was a knife, then she would have like another knife to protect her.",6.48,381.64,388.12,67,,,,,,,,0,0,0,0,0,0,0
student,6m 28s,6m 28s,,0.4,388.12,388.52,67,,,,,,,,0,0,0,0,0,0,0
teacher,6m 28s,6m 29s,Yes.,0.48,388.52,389.0,68,,,,,,,,0,0,0,0,0,0,0
teacher,6m 29s,6m 33s,"So Anna judged not just Kim, but the whole neighborhood.",4.48,389.0,393.48,68,,,,,,,,0,0,0,0,0,0,0
teacher,6m 33s,6m 34s,,0.8,393.48,394.28,68,,,,,,,,0,0,0,0,0,0,0
student,6m 34s,6m 35s,"No, it's.",0.72,394.28,395.0,69,,,,,,,,0,0,0,0,0,0,0
student,6m 35s,6m 35s,,0.48,395.0,395.48,69,,,,,,,,0,0,0,0,0,0,0
teacher,6m 35s,6m 37s,She saw it as there's still a lot of crime.,2.36,395.48,397.84,70,,,,,,,,0,0,0,0,0,0,0
teacher,6m 37s,6m 38s,It's dangerous.,0.92,397.84,398.76,70,,,,,,,,0,0,0,0,0,0,0
teacher,6m 38s,6m 38s,,0.15,398.76,398.91,70,,,,,,,,0,0,0,0,0,0,0
teacher,6m 38s,6m 42s,And that Kim was doing something illegal and dangerous.,3.24,398.91,402.15,70,,,,,,,,0,0,0,0,0,0,0
teacher,6m 42s,6m 43s,I'm going to get around to people who raised their hands.,1.8,402.15,403.95,70,,,,,,,,0,0,0,0,0,0,0
teacher,6m 43s,6m 45s,I saw a lot of them first.,1.52,403.95,405.47,70,,,,,,,,0,0,0,0,0,0,0
teacher,6m 45s,6m 46s,Isabella S.,0.8,405.47,406.27,70,1.0,,,1.0,,,,11,0,0,2,0,0,0
teacher,6m 46s,6m 46s,,0.48,406.27,406.75,70,1.0,,,1.0,,,,11,0,0,2,0,0,0
teacher,6m 46s,6m 48s,Do you have another character action?,1.36,406.75,408.11,70,1.0,,,1.0,,,,11,0,0,2,0,0,0
group,6m 48s,6m 53s,[Untranscribed],5.36,408.11,413.47,71,,,,,,,,0,0,0,0,0,0,0
student,6m 53s,6m 59s,The character's actions and sequels were for judges because in the chapter Anna.,5.84,413.47,419.31,72,,,,,,,,0,0,0,0,0,0,0
student,6m 59s,6m 59s,,0.4,419.31,419.71,72,,,,,,,,0,0,0,0,0,0,0
student,6m 59s,7m 8s,Anna was judging Kim cuz Anna thought that Kim was hiding drugs and was supervising.,8.65,419.71,428.36,72,,,,,,,,0,0,0,0,0,0,0
student,7m 8s,7m 8s,,0.48,428.36,428.84,72,,,,,,,,0,0,0,0,0,0,0
student,7m 8s,7m 14s,Supervising the neighborhood and was thinking that it was dangerous.,5.84,428.84,434.68,72,,,,,,,,0,0,0,0,0,0,0
student,7m 14s,7m 17s,,3.12,434.68,437.8,72,,,,,,,,0,0,0,0,0,0,0
teacher,7m 17s,7m 18s,Exactly.,0.56,437.8,438.36,73,,,,,1.0,,1.0,0,0,0,0,4,0,3
teacher,7m 18s,7m 20s,And thank you for restating the question at the beginning.,2.4,438.36,440.76,73,,,,,1.0,,1.0,0,0,0,0,4,0,3
teacher,7m 20s,7m 21s,,0.48,440.76,441.24,73,,,,,1.0,,1.0,0,0,0,0,4,0,3
teacher,7m 21s,7m 25s,And then you just went into more talking about Anna's thought process.,4.56,441.24,445.8,73,,,,,1.0,,1.0,0,0,0,0,4,0,3
teacher,7m 25s,7m 26s,,0.64,445.8,446.44,73,,,,,,,,0,0,0,0,0,0,0
teacher,7m 26s,7m 34s,What was the prejudging that she was doing and how did that make her prejudiced against him?,7.68,446.44,454.12,73,1.0,,,1.0,,,,12,0,0,3,0,0,0
teacher,7m 34s,7m 34s,,0.32,454.12,454.44,73,,,,,,,,0,0,0,0,0,0,0
teacher,7m 34s,7m 35s,"Great job, Isabella.",1.4,454.44,455.84,73,,,,,,,,0,0,0,0,0,0,0
teacher,7m 35s,7m 36s,Ask Nikolai.,1.0,455.84,456.84,73,,,,,,,,0,0,0,0,0,0,0
silence,7m 36s,7m 39s,,2.562,456.84,459.402,74,,,,,,,,0,0,0,0,0,0,0
student,7m 39s,7m 46s,[Untranscribed],6.797,459.402,466.199,75,,,,,,,,0,0,0,0,0,0,0
teacher,7m 46s,7m 46s,All right.,0.48,466.199,466.679,76,,,,,,,,0,0,0,0,0,0,0
silence,7m 46s,7m 48s,,1.841,466.679,468.52,77,,,,,,,,0,0,0,0,0,0,0
student,7m 48s,7m 49s,"In my opinions,",1.2,468.52,469.72,78,,,,,,,,0,0,0,0,0,0,0
student,7m 49s,7m 49s,,0.28,469.72,470.0,78,,,,,,,,0,0,0,0,0,0,0
silence,7m 49s,7m 52s,,2.52,470.0,472.52,79,,,,,,,,0,0,0,0,0,0,0
student,7m 52s,7m 55s,"she got robbed, got kicked in the head.",2.96,472.52,475.48,80,,,,,,,,0,0,0,0,0,0,0
student,7m 55s,7m 55s,,0.08,475.48,475.56,80,,,,,,,,0,0,0,0,0,0,0
student,7m 55s,8m 6s,"And as it says in the book, then when she woke up, she thought that outside world was just full of bad people.",11.1,475.56,486.66,80,,,,,,,,0,0,0,0,0,0,0
student,8m 6s,8m 6s,,0.113,486.66,486.773,80,,,,,,,,0,0,0,0,0,0,0
silence,8m 6s,8m 9s,,2.717,486.773,489.49,81,,,,,,,,0,0,0,0,0,0,0
student,8m 9s,8m 11s,,1.81,489.49,491.3,82,,,,,,,,0,0,0,0,0,0,0
student,8m 11s,8m 12s,So she would.,1.079,491.3,492.379,82,,,,,,,,0,0,0,0,0,0,0
