speaker,start_time,end_time,utterance,duration_in_seconds,start_time_in_seconds,end_time_in_seconds,bubble_idx,opportunities_to_respond,wait_times,presses_for_explanation,open_ended_questions,praises,behavior_specific_praises,academic_specific_praises,opportunities_to_respond_instance_id,wait_times_instance_id,presses_for_explanation_instance_id,open_ended_questions_instance_id,praises_instance_id,behavior_specific_praises_instance_id,academic_specific_praises_instance_id
teacher,0m 38s,0m 39s,Talk with your neighbor.,1.0,38.53,39.53,6,,,,,,,,0,0,0,0,0,0,0
teacher,0m 39s,0m 40s,What is our goal this week?,1.16,39.53,40.69,6,1.0,,,1.0,,,,1,0,0,1,0,0,0
teacher,0m 40s,0m 42s,,2.203,40.69,42.893,6,,,,,,,,0,0,0,0,0,0,0
group,0m 42s,0m 47s,[Untranscribed],4.607,42.893,47.5,7,,,,,,,,0,0,0,0,0,0,0
teacher,0m 47s,0m 50s,[Untranscribed],2.5,47.5,50.0,8,,,,,,,,0,0,0,0,0,0,0
student,0m 50s,0m 51s,[Untranscribed],1.5,50.0,51.5,9,,,,,,,,0,0,0,0,0,0,0
teacher,0m 51s,0m 52s,[Untranscribed],1.063,51.5,52.563,10,,,,,,,,0,0,0,0,0,0,0
student,0m 52s,0m 54s,[Untranscribed],1.586,52.563,54.149,11,,,,,,,,0,0,0,0,0,0,0
silence,0m 54s,0m 57s,,2.951,54.149,57.1,12,,,,,,,,0,0,0,0,0,0,0
teacher,0m 57s,0m 57s,Okay.,0.4,57.1,57.5,13,,,,,,,,0,0,0,0,0,0,0
teacher,0m 57s,0m 58s,,0.56,57.5,58.06,13,,,,,,,,0,0,0,0,0,0,0
teacher,0m 58s,0m 58s,What are we trying.,0.84,58.06,58.9,13,,,,,,,,0,0,0,0,0,0,0
teacher,0m 58s,0m 59s,What are we learning this week?,1.08,58.9,59.98,13,,,,,,,,0,0,0,0,0,0,0
teacher,0m 59s,1m 0s,Ready?,0.28,59.98,60.26,13,,,,,,,,0,0,0,0,0,0,0
teacher,1m 0s,1m 1s,I'm going to go stick.,1.16,60.26,61.42,13,,,,,,,,0,0,0,0,0,0,0
teacher,1m 1s,1m 2s,,0.64,61.42,62.06,13,,,,,,,,0,0,0,0,0,0,0
teacher,1m 2s,1m 3s,"Adeline, what's our goal?",1.76,62.06,63.82,13,,,,,,,,0,0,0,0,0,0,0
teacher,1m 3s,1m 5s,What are we trying to learn this week?,1.28,63.82,65.1,13,1.0,,,1.0,,,,2,0,0,2,0,0,0
silence,1m 5s,1m 7s,,2.16,65.1,67.26,14,,,,,,,,0,0,0,0,0,0,0
student,1m 7s,1m 11s,We're trying to learn how to break up our unregular shapes and find the volume.,4.72,67.26,71.98,15,,,,,,,,0,0,0,0,0,0,0
student,1m 11s,1m 12s,,0.08,71.98,72.06,15,,,,,,,,0,0,0,0,0,0,0
teacher,1m 12s,1m 12s,Nice.,0.4,72.06,72.46,16,,,,,1.0,,,0,0,0,0,2,0,0
teacher,1m 12s,1m 13s,Okay.,0.56,72.46,73.02,16,,,,,1.0,,,0,0,0,0,2,0,0
teacher,1m 13s,1m 13s,,0.16,73.02,73.18,16,,,,,1.0,,,0,0,0,0,2,0,0
teacher,1m 13s,1m 15s,"All right, let's add to that.",2.0,73.18,75.18,16,,,,,1.0,,,0,0,0,0,2,0,0
teacher,1m 15s,1m 15s,,0.16,75.18,75.34,16,,,,,,,,0,0,0,0,0,0,0
teacher,1m 15s,1m 18s,Why is one and two easier than three?,3.2,75.34,78.54,16,,,,,,,,0,0,0,0,0,0,0
teacher,1m 18s,1m 19s,,0.59,78.54,79.13,16,,,,,,,,0,0,0,0,0,0,0
teacher,1m 19s,1m 20s,Talk with your neighbor.,0.88,79.13,80.01,16,,,,,,,,0,0,0,0,0,0,0
teacher,1m 20s,1m 20s,,0.08,80.01,80.09,16,,,,,,,,0,0,0,0,0,0,0
teacher,1m 20s,1m 22s,Why is one and two easier Than three?,2.32,80.09,82.41,16,1.0,,,1.0,,,,3,0,0,3,0,0,0
teacher,1m 22s,1m 23s,On our problem.,0.64,82.41,83.05,16,1.0,,,1.0,,,,3,0,0,3,0,0,0
teacher,1m 23s,1m 23s,,0.72,83.05,83.77,16,,,,,,,,0,0,0,0,0,0,0
student,1m 23s,1m 25s,Why is one and two easier Thane?,2.08,83.77,85.85,17,,,,,,,,0,0,0,0,0,0,0
student,1m 25s,1m 27s,,1.661,85.85,87.511,17,,,,,,,,0,0,0,0,0,0,0
group,1m 27s,1m 33s,[Untranscribed],6.339,87.511,93.85,18,,,,,,,,0,0,0,0,0,0,0
teacher,1m 33s,1m 36s,"Okay, Eli, just so like we were talking about, we.",2.48,93.85,96.33,19,,,,,,,,0,0,0,0,0,0,0
teacher,1m 36s,1m 36s,Sure.,0.24,96.33,96.57,19,1.0,,1.0,1.0,,,,4,0,1,4,0,0,0
teacher,1m 36s,1m 38s,Why one and two is easier than three?,1.6,96.57,98.17,19,1.0,,1.0,1.0,,,,4,0,1,4,0,0,0
teacher,1m 38s,1m 40s,,2.72,98.17,100.89,19,,,,,,,,0,0,0,0,0,0,0
teacher,1m 40s,1m 41s,One second.,0.52,100.89,101.41,19,,,,,,,,0,0,0,0,0,0,0
teacher,1m 41s,1m 42s,"Sorry, sorry, I can't hear.",1.24,101.41,102.65,19,,,,,,,,0,0,0,0,0,0,0
teacher,1m 42s,1m 43s,I can't hear you.,0.6,102.65,103.25,19,,,,,,,,0,0,0,0,0,0,0
teacher,1m 43s,1m 43s,Like.,0.2,103.25,103.45,19,,,,,,,,0,0,0,0,0,0,0
teacher,1m 43s,1m 43s,Thank you.,0.32,103.45,103.77,19,,,,,,,,0,0,0,0,0,0,0
teacher,1m 43s,1m 44s,I love your competition.,0.92,103.77,104.69,19,,,,,1.0,,,0,0,0,0,3,0,0
teacher,1m 44s,1m 45s,Say it one more time.,0.8,104.69,105.49,19,1.0,,,,,,,5,0,0,0,0,0,0
student,1m 45s,1m 48s,You don't have to break the shape into two different shapes.,3.08,105.49,108.57,20,,,,,,,,0,0,0,0,0,0,0
student,1m 48s,1m 48s,,0.19,108.57,108.76,20,,,,,,,,0,0,0,0,0,0,0
teacher,1m 48s,1m 49s,Yes.,0.32,108.76,109.08,21,,,,,,,,0,0,0,0,0,0,0
teacher,1m 49s,1m 50s,It's not an irregular shape.,1.56,109.08,110.64,21,,,,,,,,0,0,0,0,0,0,0
teacher,1m 50s,1m 50s,Right.,0.28,110.64,110.92,21,,,,,,,,0,0,0,0,0,0,0
teacher,1m 50s,1m 51s,,0.24,110.92,111.16,21,,,,,,,,0,0,0,0,0,0,0
teacher,1m 51s,1m 52s,So it's easier to see.,1.04,111.16,112.2,21,,,,,,,,0,0,0,0,0,0,0
teacher,1m 52s,1m 54s,It's easier to see the length and width and the height with it.,2.76,112.2,114.96,21,,,,,,,,0,0,0,0,0,0,0
teacher,1m 54s,1m 56s,"Okay, talk about your neighbor again.",1.64,114.96,116.6,21,,,,,,,,0,0,0,0,0,0,0
teacher,1m 56s,1m 56s,,0.16,116.6,116.76,21,,,,,,,,0,0,0,0,0,0,0
teacher,1m 56s,1m 59s,What's the actual formula that we write for volume?,3.04,116.76,119.8,21,,,,,,,,0,0,0,0,0,0,0
teacher,1m 59s,1m 59s,,0.08,119.8,119.88,21,,,,,,,,0,0,0,0,0,0,0
teacher,1m 59s,2m 2s,There's a certain specific volume formula.,3.08,119.88,122.96,21,,,,,,,,0,0,0,0,0,0,0
teacher,2m 2s,2m 3s,What do we use?,0.84,122.96,123.8,21,1.0,,,,,,,6,0,0,0,0,0,0
teacher,2m 3s,2m 5s,,1.612,123.8,125.412,21,,,,,,,,0,0,0,0,0,0,0
student,2m 5s,2m 10s,[Untranscribed],5.508,125.412,130.92,22,,,,,,,,0,0,0,0,0,0,0
teacher,2m 10s,2m 13s,"Brianne, I love to hear you and Dixie talking.",2.4,130.92,133.32,23,,,,,1.0,1.0,,0,0,0,0,4,1,0
teacher,2m 13s,2m 13s,,0.08,133.32,133.4,23,,,,,1.0,1.0,,0,0,0,0,4,1,0
teacher,2m 13s,2m 15s,"Jesus, I'd love to hear you and Charlie talking.",2.12,133.4,135.52,23,,,,,1.0,1.0,,0,0,0,0,4,1,0
teacher,2m 15s,2m 16s,"Aaron, talk to.",0.88,135.52,136.4,23,,,,,,,,0,0,0,0,0,0,0
teacher,2m 16s,2m 16s,Thank you.,0.56,136.4,136.96,23,,,,,,,,0,0,0,0,0,0,0
teacher,2m 16s,2m 17s,Talk to Audrey.,0.92,136.96,137.88,23,,,,,,,,0,0,0,0,0,0,0
student,2m 17s,2m 19s,[Untranscribed],1.623,137.88,139.503,24,,,,,,,,0,0,0,0,0,0,0
silence,2m 19s,2m 22s,,3.004,139.503,142.507,25,,,,,,,,0,0,0,0,0,0,0
student,2m 22s,2m 24s,[Untranscribed],2.313,142.507,144.82,26,,,,,,,,0,0,0,0,0,0,0
teacher,2m 24s,2m 25s,Okay.,0.44,144.82,145.26,27,,,,,,,,0,0,0,0,0,0,0
teacher,2m 25s,2m 27s,"Dixie, grab that mic.",1.88,145.26,147.14,27,,,,,,,,0,0,0,0,0,0,0
teacher,2m 27s,2m 27s,,0.64,147.14,147.78,27,,,,,,,,0,0,0,0,0,0,0
teacher,2m 27s,2m 28s,What is the.,0.72,147.78,148.5,27,,,,,,,,0,0,0,0,0,0,0
teacher,2m 28s,2m 30s,What is the official formula for volume?,2.32,148.5,150.82,27,1.0,,,,,,,7,0,0,0,0,0,0
teacher,2m 30s,2m 33s,,2.39,150.82,153.21,27,,,,,,,,0,0,0,0,0,0,0
student,2m 33s,2m 33s,,0.33,153.21,153.54,28,,,,,,,,0,0,0,0,0,0,0
student,2m 33s,2m 36s,Width times height times length.,2.56,153.54,156.1,28,,,,,,,,0,0,0,0,0,0,0
teacher,2m 36s,2m 36s,"Great, I love that.",0.8,156.1,156.9,29,,,,,1.0,,1.0,0,0,0,0,5,0,2
teacher,2m 36s,2m 38s,Can you start with your base?,1.6,156.9,158.5,29,,,,,,,,0,0,0,0,0,0,0
teacher,2m 38s,2m 39s,So let's start with.,0.96,158.5,159.46,29,,,,,,,,0,0,0,0,0,0,0
teacher,2m 39s,2m 39s,,0.4,159.46,159.86,29,,,,,,,,0,0,0,0,0,0,0
teacher,2m 39s,2m 40s,Let's help Dixie with that.,1.12,159.86,160.98,29,,,,,,,,0,0,0,0,0,0,0
teacher,2m 40s,2m 42s,What is the formula for volume?,1.52,160.98,162.5,29,1.0,,,,,,,8,0,0,0,0,0,0
teacher,2m 42s,2m 43s,,0.56,162.5,163.06,29,,,,,,,,0,0,0,0,0,0,0
student,2m 43s,2m 46s,Length times width times height.,3.04,163.06,166.1,30,,,,,,,,0,0,0,0,0,0,0
teacher,2m 46s,2m 46s,Good.,0.32,166.1,166.42,31,,,,,1.0,,,0,0,0,0,6,0,0
teacher,2m 46s,2m 46s,Cdc.,0.48,166.42,166.9,31,,,,,1.0,,,0,0,0,0,6,0,0
student,2m 46s,2m 48s,We just mixed up a little bit.,1.12,166.9,168.02,32,,,,,,,,0,0,0,0,0,0,0
student,2m 48s,2m 48s,,0.15,168.02,168.17,32,,,,,,,,0,0,0,0,0,0,0
teacher,2m 48s,2m 48s,And then.,0.24,168.17,168.41,33,,,,,,,,0,0,0,0,0,0,0
teacher,2m 48s,2m 49s,Why do we sometimes say base?,1.56,168.41,169.97,33,,,,,,,,0,0,0,0,0,0,0
teacher,2m 49s,2m 50s,Talk to your neighbor.,0.56,169.97,170.53,33,,,,,,,,0,0,0,0,0,0,0
teacher,2m 50s,2m 54s,Why will they say sometimes base is the.,4.36,170.53,174.89,33,1.0,,,1.0,,,,9,0,0,5,0,0,0
group,2m 54s,2m 58s,[Untranscribed],3.76,174.89,178.65,34,,,,,,,,0,0,0,0,0,0,0
teacher,2m 58s,3m 0s,"Okay, sometimes.",2.16,178.65,180.81,35,,,,,,,,0,0,0,0,0,0,0
teacher,3m 0s,3m 1s,,0.32,180.81,181.13,35,,,,,,,,0,0,0,0,0,0,0
teacher,3m 1s,3m 2s,Why would we say base?,1.28,181.13,182.41,35,1.0,,1.0,1.0,,,,10,0,2,6,0,0,0
student,3m 2s,3m 3s,,1.04,182.41,183.45,36,,,,,,,,0,0,0,0,0,0,0
student,3m 3s,3m 8s,Because the bottom of the shape is like the base of it.,4.84,183.45,188.29,36,,,,,,,,0,0,0,0,0,0,0
teacher,3m 8s,3m 8s,And the.,0.52,188.29,188.81,37,,,,,,,,0,0,0,0,0,0,0
student,3m 8s,3m 9s,,1.12,188.81,189.93,38,,,,,,,,0,0,0,0,0,0,0
student,3m 9s,3m 10s,It.,0.4,189.93,190.33,38,,,,,,,,0,0,0,0,0,0,0
student,3m 10s,3m 10s,,0.08,190.33,190.41,38,,,,,,,,0,0,0,0,0,0,0
student,3m 10s,3m 14s,It also kind of just makes the problem easier if you.,3.84,190.41,194.25,38,,,,,,,,0,0,0,0,0,0,0
student,3m 14s,3m 16s,,1.8,194.25,196.05,38,,,,,,,,0,0,0,0,0,0,0
teacher,3m 16s,3m 16s,Okay.,0.32,196.05,196.37,39,,,,,,,,0,0,0,0,0,0,0
teacher,3m 16s,3m 17s,Just a quicker way.,0.88,196.37,197.25,39,,,,,,,,0,0,0,0,0,0,0
teacher,3m 17s,3m 17s,,0.4,197.25,197.65,39,,,,,,,,0,0,0,0,0,0,0
teacher,3m 17s,3m 19s,"Our width, our length and our width combined.",1.96,197.65,199.61,39,,,,,,,,0,0,0,0,0,0,0
teacher,3m 19s,3m 19s,Thank you.,0.32,199.61,199.93,39,,,,,,,,0,0,0,0,0,0,0
teacher,3m 19s,3m 22s,"So, all right, this is what we're going to do ready?",2.68,199.93,202.61,39,,,,,,,,0,0,0,0,0,0,0
teacher,3m 22s,3m 23s,,0.48,202.61,203.09,39,,,,,,,,0,0,0,0,0,0,0
teacher,3m 23s,3m 28s,Before we're going to solve number six as a partnership.,5.2,203.09,208.29,39,,,,,,,,0,0,0,0,0,0,0
teacher,3m 28s,3m 28s,,0.32,208.29,208.61,39,,,,,,,,0,0,0,0,0,0,0
teacher,3m 28s,3m 29s,Okay.,0.48,208.61,209.09,39,,,,,,,,0,0,0,0,0,0,0
teacher,3m 29s,3m 31s,And then we're going to come together and see what you got.,2.159,209.09,211.249,39,,,,,,,,0,0,0,0,0,0,0
teacher,3m 31s,3m 31s,,0.401,211.249,211.65,39,,,,,,,,0,0,0,0,0,0,0
teacher,3m 31s,3m 34s,"So right now, I liked it because it kind of reminded me of Utah.",3.28,211.65,214.93,39,,,,,,,,0,0,0,0,0,0,0
teacher,3m 34s,3m 35s,Yes.,0.4,214.93,215.33,39,,,,,,,,0,0,0,0,0,0,0
teacher,3m 35s,3m 35s,,0.24,215.33,215.57,39,,,,,,,,0,0,0,0,0,0,0
teacher,3m 35s,3m 36s,This has a taller height.,1.24,215.57,216.81,39,,,,,,,,0,0,0,0,0,0,0
teacher,3m 36s,3m 40s,"Okay, this is what I'd like to do first before we start this.",3.64,216.81,220.45,39,,,,,,,,0,0,0,0,0,0,0
teacher,3m 40s,3m 40s,,0.3,220.45,220.75,39,,,,,,,,0,0,0,0,0,0,0
teacher,3m 40s,3m 42s,How are you going to solve this?,1.28,220.75,222.03,39,,,,,,,,0,0,0,0,0,0,0
teacher,3m 42s,3m 42s,Talk with your neighbor.,0.76,222.03,222.79,39,,,,,,,,0,0,0,0,0,0,0
teacher,3m 42s,3m 45s,"If you had to teach this today, how are you going to solve it?",2.6,222.79,225.39,39,1.0,,1.0,1.0,,,,11,0,3,7,0,0,0
teacher,3m 45s,3m 46s,Talk with your neighbor for a second.,1.28,225.39,226.67,39,1.0,,1.0,1.0,,,,11,0,3,7,0,0,0
teacher,3m 46s,3m 47s,,0.72,226.67,227.39,39,1.0,,1.0,1.0,,,,11,0,3,7,0,0,0
teacher,3m 47s,3m 48s,How are you going to solve this?,1.2,227.39,228.59,39,1.0,,1.0,1.0,,,,11,0,3,7,0,0,0
group,3m 48s,3m 58s,[Untranscribed],9.918,228.59,238.508,40,,,,,,,,0,0,0,0,0,0,0
silence,3m 58s,4m 0s,,1.772,238.508,240.28,41,,,,,,,,0,0,0,0,0,0,0
student,4m 0s,4m 2s,[Untranscribed],2.228,240.28,242.508,42,,,,,,,,0,0,0,0,0,0,0
silence,4m 2s,4m 4s,,1.991,242.508,244.499,43,,,,,,,,0,0,0,0,0,0,0
student,4m 4s,4m 6s,[Untranscribed],1.611,244.499,246.11,44,,,,,,,,0,0,0,0,0,0,0
teacher,4m 6s,4m 9s,"Hey, Calvin, do you remember what we're going to do first?",3.2,246.11,249.31,45,1.0,,,,,,,12,0,0,0,0,0,0
student,4m 9s,4m 11s,,1.8,249.31,251.11,46,,,,,,,,0,0,0,0,0,0,0
student,4m 11s,4m 12s,Break up a shape.,1.12,251.11,252.23,46,,,,,,,,0,0,0,0,0,0,0
teacher,4m 12s,4m 12s,Yes.,0.48,252.23,252.71,47,,,,,,,,0,0,0,0,0,0,0
teacher,4m 12s,4m 13s,Did you guys hear Kelvin?,1.08,252.71,253.79,47,,,,,,,,0,0,0,0,0,0,0
teacher,4m 13s,4m 16s,"We're gonna break up the shapes, okay?",3.0,253.79,256.79,47,,,,,,,,0,0,0,0,0,0,0
teacher,4m 16s,4m 17s,,0.32,256.79,257.11,47,,,,,,,,0,0,0,0,0,0,0
teacher,4m 17s,4m 18s,So talk with your neighbor.,1.52,257.11,258.63,47,,,,,,,,0,0,0,0,0,0,0
teacher,4m 18s,4m 18s,,0.08,258.63,258.71,47,,,,,,,,0,0,0,0,0,0,0
teacher,4m 18s,4m 23s,Where are you gonna cut the shapes in or irregular shape into shapes that work for volume?,4.76,258.71,263.47,47,,,,,,,,0,0,0,0,0,0,0
teacher,4m 23s,4m 25s,We're trying to cut squares out.,1.64,263.47,265.11,47,,,,,,,,0,0,0,0,0,0,0
teacher,4m 25s,4m 27s,We're trying to cut rectangles out.,2.04,265.11,267.15,47,,,,,,,,0,0,0,0,0,0,0
teacher,4m 27s,4m 28s,Where are you gonna cut it?,0.88,267.15,268.03,47,1.0,,,1.0,,,,13,0,0,8,0,0,0
teacher,4m 28s,4m 28s,Top with your neighbor.,0.92,268.03,268.95,47,1.0,,,1.0,,,,13,0,0,8,0,0,0
teacher,4m 28s,4m 29s,,0.08,268.95,269.03,47,,,,,,,,0,0,0,0,0,0,0
student,4m 29s,4m 35s,Where are you gonna.,6.59,269.03,275.62,48,,,,,,,,0,0,0,0,0,0,0
student,4m 35s,4m 36s,,0.95,275.62,276.57,48,,,,,,,,0,0,0,0,0,0,0
teacher,4m 36s,4m 38s,Is there more than one way you can cut it?,2.0,276.57,278.57,49,1.0,,,,,,,14,0,0,0,0,0,0
teacher,4m 38s,4m 39s,,0.72,278.57,279.29,49,,,,,,,,0,0,0,0,0,0,0
teacher,4m 39s,4m 39s,Yes.,0.44,279.29,279.73,49,,,,,,,,0,0,0,0,0,0,0
teacher,4m 39s,4m 40s,Okay.,0.6,279.73,280.33,49,,,,,,,,0,0,0,0,0,0,0
student,4m 40s,4m 41s,[Untranscribed],1.6,280.33,281.93,50,,,,,,,,0,0,0,0,0,0,0
teacher,4m 41s,4m 43s,"Okay, Everybody ready?",1.56,281.93,283.49,51,,,,,,,,0,0,0,0,0,0,0
teacher,4m 43s,4m 43s,Cut.,0.36,283.49,283.85,51,,,,,,,,0,0,0,0,0,0,0
student,4m 43s,4m 44s,[Untranscribed],1.04,283.85,284.89,52,,,,,,,,0,0,0,0,0,0,0
teacher,4m 44s,4m 47s,Where are you going to cut number six?,2.88,284.89,287.77,53,1.0,,,,,,,15,0,0,0,0,0,0
student,4m 47s,4m 49s,[Untranscribed],2.0,287.77,289.77,54,,,,,,,,0,0,0,0,0,0,0
teacher,4m 49s,4m 51s,"Once you have cut your shape, give me a hand.",2.16,289.77,291.93,55,,,,,,,,0,0,0,0,0,0,0
teacher,4m 51s,4m 52s,,0.16,291.93,292.09,55,,,,,,,,0,0,0,0,0,0,0
teacher,4m 52s,4m 53s,"Once you've cut your shape, give me a hand.",1.84,292.09,293.93,55,,,,,,,,0,0,0,0,0,0,0
teacher,4m 53s,4m 54s,,0.88,293.93,294.81,55,,,,,,,,0,0,0,0,0,0,0
teacher,4m 54s,4m 58s,"Okay, Grant, will you come up and show us where you cut your shape?",3.76,294.81,298.57,55,,,,,,,,0,0,0,0,0,0,0
teacher,4m 58s,4m 58s,,0.03,298.57,298.6,55,,,,,,,,0,0,0,0,0,0,0
silence,4m 58s,5m 5s,,6.46,298.6,305.06,56,,,,,,,,0,0,0,0,0,0,0
teacher,5m 5s,5m 6s,"And, Grant, pretend I haven't been here.",1.6,305.06,306.66,57,,,,,,,,0,0,0,0,0,0,0
teacher,5m 6s,5m 7s,I've been sick.,0.88,306.66,307.54,57,,,,,,,,0,0,0,0,0,0,0
teacher,5m 7s,5m 7s,,0.32,307.54,307.86,57,,,,,,,,0,0,0,0,0,0,0
teacher,5m 7s,5m 8s,So will you use.,0.92,307.86,308.78,57,,,,,,,,0,0,0,0,0,0,0
teacher,5m 8s,5m 10s,Will you please just tell us what you're doing?,1.88,308.78,310.66,57,,,,,,,,0,0,0,0,0,0,0
teacher,5m 10s,5m 11s,"No, we're on.",0.96,310.66,311.62,57,,,,,,,,0,0,0,0,0,0,0
teacher,5m 11s,5m 11s,,0.08,311.62,311.7,57,,,,,,,,0,0,0,0,0,0,0
teacher,5m 11s,5m 12s,We're on six.,0.8,311.7,312.5,57,,,,,,,,0,0,0,0,0,0,0
teacher,5m 12s,5m 13s,,0.64,312.5,313.14,57,,,,,,,,0,0,0,0,0,0,0
teacher,5m 13s,5m 13s,Six.,0.36,313.14,313.5,57,,,,,,,,0,0,0,0,0,0,0
teacher,5m 13s,5m 14s,We're on the weird.,1.32,313.5,314.82,57,,,,,,,,0,0,0,0,0,0,0
teacher,5m 14s,5m 16s,"Oh, I did five, so it's okay.",2.04,314.82,316.86,57,,,,,,,,0,0,0,0,0,0,0
teacher,5m 16s,5m 17s,Do six for me.,0.92,316.86,317.78,57,,,,,,,,0,0,0,0,0,0,0
silence,5m 17s,5m 20s,,2.64,317.78,320.42,58,,,,,,,,0,0,0,0,0,0,0
teacher,5m 20s,5m 21s,"So, Grant, tell us what you're doing.",1.52,320.42,321.94,59,1.0,,1.0,1.0,,,,16,0,4,9,0,0,0
teacher,5m 21s,5m 22s,,0.72,321.94,322.66,59,,,,,,,,0,0,0,0,0,0,0
student,5m 22s,5m 26s,So I'm putting the shape into two cubes.,3.68,322.66,326.34,60,,,,,,,,0,0,0,0,0,0,0
teacher,5m 26s,5m 26s,Okay.,0.52,326.34,326.86,61,,,,,,,,0,0,0,0,0,0,0
teacher,5m 26s,5m 27s,So it's easy.,0.69,326.86,327.55,61,,,,,,,,0,0,0,0,0,0,0
student,5m 27s,5m 32s,[Untranscribed],5.03,327.55,332.58,62,,,,,,,,0,0,0,0,0,0,0
teacher,5m 32s,5m 32s,Great.,0.24,332.58,332.82,63,,,,,1.0,,,0,0,0,0,7,0,0
teacher,5m 32s,5m 35s,"Okay, so do you guys agree where Grant cut?",2.8,332.82,335.62,63,1.0,,,,1.0,,,17,0,0,0,7,0,0
teacher,5m 35s,5m 36s,,0.8,335.62,336.42,63,,,,,,,,0,0,0,0,0,0,0
teacher,5m 36s,5m 36s,Yes.,0.48,336.42,336.9,63,,,,,,,,0,0,0,0,0,0,0
teacher,5m 36s,5m 36s,,0.08,336.9,336.98,63,,,,,,,,0,0,0,0,0,0,0
teacher,5m 36s,5m 38s,Who cut this way?,1.12,336.98,338.1,63,,,,,,,,0,0,0,0,0,0,0
teacher,5m 38s,5m 38s,,0.4,338.1,338.5,63,,,,,,,,0,0,0,0,0,0,0
teacher,5m 38s,5m 41s,"Okay, scoot back just a little bit.",2.8,338.5,341.3,63,,,,,,,,0,0,0,0,0,0,0
teacher,5m 41s,5m 41s,Thank you.,0.48,341.3,341.78,63,,,,,,,,0,0,0,0,0,0,0
