speaker,start_time,end_time,utterance,duration_in_seconds,start_time_in_seconds,end_time_in_seconds,bubble_idx,opportunities_to_respond,wait_times,presses_for_explanation,open_ended_questions,praises,behavior_specific_praises,academic_specific_praises
teacher,2m 35s,2m 41s,Teaching middle schoolers bike riding skills as part of physical education classes may help improve their mental health.,6.16,155.53,161.69,20,,,,,,,
teacher,2m 41s,2m 42s,,0.4,161.69,162.09,20,,,,,,,
teacher,2m 42s,2m 48s,That's according to a new study that looked at the effects of a six to eight week cycling class taught in schools across the U.S.,6.48,162.09,168.57,20,,,,,,,
teacher,2m 48s,2m 49s,,0.93,168.57,169.5,20,,,,,,,
teacher,2m 49s,2m 53s,"okay, in that first paragraph, if I had to highlight a sentence that tells me the main idea.",4.4,169.5,173.9,20,,,,,,,
teacher,2m 53s,2m 55s,,2.08,173.9,175.98,20,,,,,,,
teacher,2m 55s,2m 56s,Underline.,0.56,175.98,176.54,20,,,,,,,
teacher,2m 56s,3m 1s,Or highlight the sentence that tells you the main idea in that very first paragraph.,4.72,176.54,181.26,20,,,,,,,
teacher,3m 1s,3m 2s,,1.6,181.26,182.86,20,,,,,,,
teacher,3m 2s,3m 4s,So we only got two to choose from.,1.92,182.86,184.78,20,,,,,,,
student,3m 4s,3m 6s,[Untranscribed],2.08,184.78,186.86,21,,,,,,,
teacher,3m 6s,3m 9s,Which sentence tells us the main points?,2.32,186.86,189.18,22,,,,,,,
teacher,3m 9s,3m 9s,The main idea.,0.8,189.18,189.98,22,,,,,,,
teacher,3m 9s,3m 12s,You're gonna highlight it or underline.,2.32,189.98,192.3,22,,,,,,,
teacher,3m 12s,3m 12s,,0.427,192.3,192.727,22,,,,,,,
silence,3m 12s,3m 14s,,2.211,192.727,194.937,23,,,,,,,
student,3m 14s,3m 15s,,0.373,194.937,195.31,24,,,,,,,
student,3m 15s,3m 16s,Please do the other side.,1.12,195.31,196.43,24,,,,,,,
student,3m 16s,3m 19s,,2.72,196.43,199.15,24,,,,,,,
teacher,3m 19s,3m 24s,And I'm seeing on papers you should be highlighting the very first sentence on the article.,4.88,199.15,204.03,25,,,,,,,
teacher,3m 24s,3m 24s,,0.08,204.03,204.11,25,,,,,,,
teacher,3m 24s,3m 26s,So that should be a color on your papers.,2.08,204.11,206.19,25,,,,,,,
teacher,3m 26s,3m 27s,Very first sentence.,0.88,206.19,207.07,25,,,,,,,
student,3m 27s,3m 32s,[Untranscribed],5.36,207.07,212.43,26,,,,,,,
teacher,3m 32s,3m 34s,"Okay, second paragraph.",1.92,212.43,214.35,27,,,,,,,
teacher,3m 34s,3m 34s,,0.16,214.35,214.51,27,,,,,,,
teacher,3m 34s,3m 35s,We saw that there were.,1.36,214.51,215.87,27,,,,,,,
teacher,3m 35s,3m 36s,,1.12,215.87,216.99,27,,,,,,,
teacher,3m 36s,3m 39s,I'm gonna have you guys read if you want to.,2.44,216.99,219.43,27,,,,,,,
teacher,3m 39s,3m 41s,Does anyone want to read out loud today?,2.04,219.43,221.47,27,1,,,,,,
teacher,3m 41s,3m 42s,,0.8,221.47,222.27,27,,,,,,,
teacher,3m 42s,3m 46s,"Okay, EJ's reading paragraph two, so make sure you guys are following.",3.76,222.27,226.03,27,1,,,,,,
student,3m 46s,3m 48s,,2.54,226.03,228.57,28,,,,,,,
student,3m 48s,3m 53s,We saw that there were mental health benefits across the entire population.,5.2,228.57,233.77,28,,,,,,,
student,3m 53s,3m 53s,,0.16,233.77,233.93,28,,,,,,,
student,3m 53s,4m 3s,It says a researcher of Linda University School of Medic Medicine and the studies senior author.,9.92,233.93,243.85,28,,,,,,,
student,4m 3s,4m 4s,,0.16,243.85,244.01,28,,,,,,,
student,4m 4s,4m 8s,The main theme would be more of a positive outlook on life.,4.4,244.01,248.41,28,,,,,,,
student,4m 8s,4m 8s,,0.08,248.41,248.49,28,,,,,,,
student,4m 8s,4m 9s,He adds.,0.8,248.49,249.29,28,,,,,,,
student,4m 9s,4m 9s,,0.48,249.29,249.77,28,,,,,,,
student,4m 9s,4m 10s,Okay.,0.64,249.77,250.41,28,,,,,,,
student,4m 10s,4m 11s,,1.04,250.41,251.45,28,,,,,,,
teacher,4m 11s,4m 11s,All right.,0.4,251.45,251.85,29,,,,,,,
teacher,4m 11s,4m 12s,Paragraph three.,0.8,251.85,252.65,29,,,,,,,
teacher,4m 12s,4m 13s,,0.4,252.65,253.05,29,,,,,,,
teacher,4m 13s,4m 14s,Who wants to read?,1.2,253.05,254.25,29,1,,,,,,
teacher,4m 14s,4m 14s,,0.24,254.25,254.49,29,1,,,,,,
teacher,4m 14s,4m 15s,"Dylan, you got paragraph three.",1.36,254.49,255.85,29,1,,,,,,
student,4m 15s,4m 16s,,1.11,255.85,256.96,30,,,,,,,
student,4m 16s,4m 17s,Mental health benefits.,0.96,256.96,257.92,30,,,,,,,
student,4m 17s,4m 27s,,9.44,257.92,267.36,30,,,,,,,
teacher,4m 27s,4m 28s,"Okay, keep going.",0.92,267.36,268.28,31,1,,,,,,
student,4m 28s,4m 34s,Read the next OSA being Part of the cycling instruction program.,6.28,268.28,274.56,32,,,,,,,
student,4m 34s,4m 38s,,4.0,274.56,278.56,32,,,,,,,
teacher,4m 38s,4m 40s,,1.76,278.56,280.32,33,,,,,,,
teacher,4m 40s,4m 41s,"Do you guys know at adolescence,",1.52,280.32,281.84,33,,,,,,,
student,4m 41s,4m 47s,,5.97,281.84,287.81,34,,,,,,,
student,4m 47s,4m 49s,kids who are almost in adult.,2.0,287.81,289.81,34,,,,,,,
student,4m 49s,4m 50s,,0.32,289.81,290.13,34,,,,,,,
student,4m 50s,4m 51s,So teens.,1.36,290.13,291.49,34,,,,,,,
student,4m 51s,4m 51s,,0.4,291.49,291.89,34,,,,,,,
teacher,4m 51s,4m 52s,Yeah.,0.48,291.89,292.37,35,,,,,,,
teacher,4m 52s,4m 53s,,0.8,292.37,293.17,35,,,,,,,
teacher,4m 53s,4m 53s,Kids.,0.48,293.17,293.65,35,,,,,,,
teacher,4m 53s,4m 53s,,0.16,293.65,293.81,35,,,,,,,
teacher,4m 53s,4m 54s,Really?,0.32,293.81,294.13,35,,,,,,,
teacher,4m 54s,4m 54s,Just kids?,0.64,294.13,294.77,35,,,,,,,
student,4m 54s,4m 57s,,2.64,294.77,297.41,36,,,,,,,
student,4m 57s,4m 57s,Yes.,0.48,297.41,297.89,36,,,,,,,
student,4m 57s,5m 1s,,3.68,297.89,301.57,36,,,,,,,
teacher,5m 1s,5m 4s,"Okay, so everyone's looking at paragraph four.",2.44,301.57,304.01,37,,,,,,,
teacher,5m 4s,5m 5s,The study involves.,1.4,304.01,305.41,37,,,,,,,
student,5m 5s,5m 6s,[Untranscribed],1.52,305.41,306.93,38,,,,,,,
teacher,5m 6s,5m 8s,And Lillian's going to read.,1.92,306.93,308.85,39,1,,,,,,
teacher,5m 8s,5m 8s,,0.08,308.85,308.93,39,1,,,,,,
teacher,5m 8s,5m 9s,Go for it.,0.72,308.93,309.65,39,1,,,,,,
teacher,5m 9s,5m 10s,,0.48,309.65,310.13,39,,,,,,,
student,5m 10s,5m 29s,"The study involves more than 1,200 students ages 11 to 14 enrolled in middle schools across the US that offered a program called Ride for Focus from the nonprofit Outright, which conducts research and provides cycling programs and equipment for use primarily middle schoolers.",19.0,310.13,329.13,40,,,,,,,
student,5m 29s,5m 29s,,0.24,329.13,329.37,40,,,,,,,
student,5m 29s,5m 35s,Students participated in a cycling class for at least three days a week for a minimum of six weeks.,5.92,329.37,335.29,40,,,,,,,
student,5m 35s,5m 41s,"They learned cycling, safety and maneuvering skills outdoors while raising their heart rate and having fun.",6.4,335.29,341.69,40,,,,,,,
student,5m 41s,5m 42s,,0.48,341.69,342.17,40,,,,,,,
student,5m 42s,5m 48s,The students completed standardized screening questionnaires before and after programs designed to measure their well being.,6.16,342.17,348.33,40,,,,,,,
student,5m 48s,5m 49s,,1.04,348.33,349.37,40,,,,,,,
teacher,5m 49s,5m 56s,"Before we flip the paper over, I would just highlight the very first sentence in that last paragraph.",6.88,349.37,356.25,41,,,,,,,
teacher,5m 56s,5m 56s,,0.417,356.25,356.667,41,,,,,,,
student,5m 56s,5m 58s,[Untranscribed],2.223,356.667,358.89,42,,,,,,,
teacher,5m 58s,6m 2s,Highlight the very first sentence we're highlighting.,3.6,358.89,362.49,43,,,,,,,
teacher,6m 2s,6m 7s,The study involved more than 1200 students ages 11 to 14 enrolled in Middle schools.,5.28,362.49,367.77,43,,,,,,,
student,6m 7s,6m 10s,[Untranscribed],2.887,367.77,370.657,44,,,,,,,
silence,6m 10s,6m 13s,,2.453,370.657,373.11,45,,,,,,,
teacher,6m 13s,6m 13s,Okay.,0.4,373.11,373.51,46,,,,,,,
teacher,6m 13s,6m 13s,,0.16,373.51,373.67,46,,,,,,,
teacher,6m 13s,6m 16s,"Once you highlight that sentence, we're flipping to the back page.",2.88,373.67,376.55,46,,,,,,,
student,6m 16s,6m 19s,[Untranscribed],2.949,376.55,379.499,47,,,,,,,
silence,6m 19s,6m 27s,,7.594,379.499,387.093,48,,,,,,,
student,6m 27s,6m 28s,[Untranscribed],1.777,387.093,388.87,49,,,,,,,
teacher,6m 28s,6m 31s,"Okay, next we know.",2.32,388.87,391.19,50,,,,,,,
teacher,6m 31s,6m 33s,"Ron, does anyone else want to read next?",2.56,391.19,393.75,50,,,,,,,
student,6m 33s,6m 34s,[Untranscribed],1.12,393.75,394.87,51,,,,,,,
teacher,6m 34s,6m 37s,I'm gonna let Ava read.,2.16,394.87,397.03,52,,,,,,,
student,6m 37s,6m 38s,[Untranscribed],1.04,397.03,398.07,53,,,,,,,
teacher,6m 38s,6m 39s,"Ava, hold on a second.",1.2,398.07,399.27,54,,,,,,,
teacher,6m 39s,6m 41s,So everyone is looking at point we at.,2.3,399.27,401.57,54,,,,,,,
teacher,6m 41s,6m 42s,We know from.,0.8,401.57,402.37,54,,,,,,,
teacher,6m 42s,6m 43s,,0.8,402.37,403.17,54,,,,,,,
teacher,6m 43s,6m 44s,We are pointing again.,1.12,403.17,404.29,54,,,,,,,
student,6m 44s,6m 45s,[Untranscribed],1.2,404.29,405.49,55,,,,,,,
teacher,6m 45s,6m 46s,Top of the back page.,1.28,405.49,406.77,56,,,,,,,
student,6m 46s,6m 48s,[Untranscribed],1.84,406.77,408.61,57,,,,,,,
teacher,6m 48s,6m 49s,"Ava, go for it.",1.12,408.61,409.73,58,1,,,,,,
teacher,6m 49s,6m 50s,,0.397,409.73,410.127,58,,,,,,,
student,6m 50s,6m 56s,,6.403,410.127,416.53,59,,,,,,,
student,6m 56s,7m 4s,"But there's also a huge amount of research showing how it benefits the mind and social relationships as well, says",8.32,416.53,424.85,59,,,,,,,
student,7m 4s,7m 6s,,1.28,424.85,426.13,59,,,,,,,
teacher,7m 6s,7m 6s,Esther.,0.56,426.13,426.69,60,,,,,,,
teacher,7m 6s,7m 6s,,0.29,426.69,426.98,60,,,,,,,
student,7m 6s,7m 12s,"Esther Walker, the senior research program manager for Alpha.",5.68,426.98,432.66,61,,,,,,,
student,7m 12s,7m 13s,,0.8,432.66,433.46,61,,,,,,,
student,7m 13s,7m 19s,She says vibrating can be an ideal activity for adolescents.,6.16,433.46,439.62,61,,,,,,,
student,7m 19s,7m 24s,,5.12,439.62,444.74,61,,,,,,,
teacher,7m 24s,7m 27s,Read that next little short paragraph.,2.4,444.74,447.14,62,1,,,,,,
teacher,7m 27s,7m 27s,,0.56,447.14,447.7,62,,,,,,,
student,7m 27s,7m 41s,Having an adjective perception of writing and experience and experiencing it with your peers is in this really same setting.,13.52,447.7,461.22,63,,,,,,,
student,7m 41s,7m 43s,,2.4,461.22,463.62,63,,,,,,,
teacher,7m 43s,7m 50s,"Okay, so we already know like our article title talks about it boosts mental health.",6.4,463.62,470.02,64,,,,,,,
teacher,7m 50s,7m 50s,,0.4,470.02,470.42,64,,,,,,,
teacher,7m 50s,7m 56s,Can somebody tell me two other benefits from cycling that we get that we read about in that paragraph?,5.76,470.42,476.18,64,1,,,,,,
teacher,7m 56s,7m 57s,Two other benefits of cycling.,1.28,476.18,477.46,64,1,,,,,,
teacher,7m 57s,7m 57s,,0.48,477.46,477.94,64,1,,,,,,
teacher,7m 57s,7m 58s,E.J.,0.52,477.94,478.46,64,1,,,,,,
teacher,7m 58s,7m 59s,what's one?,0.6,478.46,479.06,64,1,,,,,,
teacher,7m 59s,7m 59s,,0.88,479.06,479.94,64,,,,,,,
student,7m 59s,8m 3s,Safe setting is really important.,3.52,479.94,483.46,65,,,,,,,
student,8m 3s,8m 6s,,2.56,483.46,486.02,65,,,,,,,
teacher,8m 6s,8m 6s,Hello.,0.48,486.02,486.5,66,,,,,,,
teacher,8m 6s,8m 6s,,0.48,486.5,486.98,66,,,,,,,
teacher,8m 6s,8m 9s,"Hey, do you guys have Preston Allen?",2.16,486.98,489.14,66,,,,,,,
teacher,8m 9s,8m 9s,,0.24,489.14,489.38,66,,,,,,,
teacher,8m 9s,8m 9s,Yes.,0.56,489.38,489.94,66,,,,,,,
teacher,8m 9s,8m 10s,,0.16,489.94,490.1,66,,,,,,,
teacher,8m 10s,8m 12s,Can you send him up to the office really quick?,1.92,490.1,492.02,66,,,,,,,
teacher,8m 12s,8m 12s,,0.32,492.02,492.34,66,,,,,,,
student,8m 12s,8m 12s,Yes.,0.48,492.34,492.82,67,,,,,,,
student,8m 12s,8m 13s,,0.24,492.82,493.06,67,,,,,,,
student,8m 13s,8m 13s,"Thank you,",0.64,493.06,493.7,67,,,,,,,
student,8m 13s,8m 16s,,3.22,493.7,496.92,67,,,,,,,
teacher,8m 16s,8m 18s,[Untranscribed],2.02,496.92,498.94,68,,,,,,,
student,8m 18s,8m 21s,[Untranscribed],2.52,498.94,501.46,69,,,,,,,
teacher,8m 21s,8m 21s,Luke.,0.4,501.46,501.86,70,,,,,,,
student,8m 21s,8m 29s,What else that it says they came benefit their social and mind social relationships.,7.24,501.86,509.1,71,,,,,,,
teacher,8m 29s,8m 29s,Okay.,0.52,509.1,509.62,72,,,,,,,
teacher,8m 29s,8m 29s,Yes.,0.36,509.62,509.98,72,,,,,,,
teacher,8m 29s,8m 36s,So social relationships and minds along with physical benefits.,6.56,509.98,516.54,72,,,,,,,
teacher,8m 36s,8m 37s,We know that.,0.64,516.54,517.18,72,,,,,,,
teacher,8m 37s,8m 37s,,0.64,517.18,517.82,72,,,,,,,
teacher,8m 37s,8m 38s,Okay.,0.44,517.82,518.26,72,,,,,,,
teacher,8m 38s,8m 40s,We are in the middle at and middle school.,2.2,518.26,520.46,72,,,,,,,
teacher,8m 40s,8m 40s,,0.4,520.46,520.86,72,,,,,,,
teacher,8m 40s,8m 43s,So everyone pointing to that middle paragraph.,2.36,520.86,523.22,72,,,,,,,
teacher,8m 43s,8m 44s,And middle school.,0.92,523.22,524.14,72,,,,,,,
student,8m 44s,8m 46s,[Untranscribed],2.08,524.14,526.22,73,,,,,,,
teacher,8m 46s,8m 47s,And middle school.,1.12,526.22,527.34,74,,,,,,,
student,8m 47s,8m 49s,[Untranscribed],2.24,527.34,529.58,75,,,,,,,
teacher,8m 49s,8m 51s,Does anyone want to read.,1.52,529.58,531.1,76,1,,,,,,
teacher,8m 51s,8m 51s,,0.24,531.1,531.34,76,,,,,,,
teacher,8m 51s,8m 53s,I'm gonna let Amaya read that middle paragraph.,2.64,531.34,533.98,76,1,,,,,,
teacher,8m 53s,8m 55s,,1.579,533.98,535.559,76,,,,,,,
student,8m 55s,8m 57s,,1.441,535.559,537.0,77,,,,,,,
student,8m 57s,9m 0s,Time to encourage kids to embrace the interest of.,3.2,537.0,540.2,77,,,,,,,
student,9m 0s,9m 2s,,2.16,540.2,542.36,77,,,,,,,
student,9m 2s,9m 6s,Because they're starting to experience all sorts of social pressures.,3.84,542.36,546.2,77,,,,,,,
student,9m 6s,9m 6s,,0.64,546.2,546.84,77,,,,,,,
student,9m 6s,9m 8s,"Anxiety, stress.",1.76,546.84,548.6,77,,,,,,,
student,9m 8s,9m 9s,,0.96,548.6,549.56,77,,,,,,,
student,9m 9s,9m 10s,Stress.,0.56,549.56,550.12,77,,,,,,,
student,9m 10s,9m 11s,,1.36,550.12,551.48,77,,,,,,,
student,9m 11s,9m 12s,So it's really important.,1.44,551.48,552.92,77,,,,,,,
student,9m 12s,9m 13s,,0.16,552.92,553.08,77,,,,,,,
student,9m 13s,9m 15s,Time to provide additional outlets to explore.,2.72,553.08,555.8,77,,,,,,,
student,9m 15s,9m 17s,,2.08,555.8,557.88,77,,,,,,,
student,9m 17s,9m 20s,But also the freedom and relief that can come,2.8,557.88,560.68,77,,,,,,,
student,9m 20s,9m 24s,,3.84,560.68,564.52,77,,,,,,,
teacher,9m 24s,9m 28s,"all right, I've seen someone to tell me, like, two things.",3.63,564.52,568.15,78,,,,,,,
teacher,9m 28s,9m 28s,,0.08,568.15,568.23,78,,,,,,,
teacher,9m 28s,9m 31s,What are middle school students starting to experience?,3.2,568.23,571.43,78,1,,,1,,,
student,9m 31s,9m 33s,,2.0,571.43,573.43,79,,,,,,,
student,9m 33s,9m 35s,"I got lots of options, Cassie.",2.0,573.43,575.43,79,,,,,,,
student,9m 35s,9m 36s,,1.04,575.43,576.47,79,,,,,,,
student,9m 36s,9m 39s,"Social pressure, anxiety.",2.8,576.47,579.27,79,,,,,,,
student,9m 39s,9m 41s,,2.4,579.27,581.67,79,,,,,,,
teacher,9m 41s,9m 43s,"Social pressures, anxiety.",1.68,581.67,583.35,80,,,,,,,
student,9m 43s,9m 45s,[Untranscribed],2.16,583.35,585.51,81,,,,,,,
teacher,9m 45s,9m 46s,Dylan.,0.64,585.51,586.15,82,1,,,,,,
teacher,9m 46s,9m 46s,,0.32,586.15,586.47,82,,,,,,,
student,9m 46s,9m 47s,Stress from home and stress.,1.44,586.47,587.91,83,,,,,,,
student,9m 47s,9m 48s,,0.64,587.91,588.55,83,,,,,,,
teacher,9m 48s,9m 50s,Stress from home and stress from school.,1.68,588.55,590.23,84,,,,,,,
teacher,9m 50s,9m 50s,,0.08,590.23,590.31,84,,,,,,,
teacher,9m 50s,9m 53s,Thank you to all of you who are ready to share answers.,2.8,590.31,593.11,84,,,,,1,1,
teacher,9m 53s,9m 53s,,0.18,593.11,593.29,84,,,,,1,1,
teacher,9m 53s,9m 54s,I appreciate that.,0.96,593.29,594.25,84,,,,,1,1,
teacher,9m 54s,9m 55s,,1.52,594.25,595.77,84,,,,,,,
teacher,9m 55s,9m 58s,"Okay, we're going on to the next paragraph.",2.6,595.77,598.37,84,,,,,,,
teacher,9m 58s,9m 59s,Exercise in general.,1.08,598.37,599.45,84,,,,,,,
teacher,9m 59s,10m 0s,,0.96,599.45,600.41,84,,,,,,,
teacher,10m 0s,10m 1s,"Dylan, are you ready to read?",1.52,600.41,601.93,84,1,1,,,,,
student,10m 1s,10m 4s,[Untranscribed],2.58,601.93,604.51,85,,,,,,,
silence,10m 4s,10m 6s,,1.991,604.51,606.502,86,,,,,,,
teacher,10m 6s,10m 7s,,1.188,606.502,607.69,87,,,,,,,
teacher,10m 7s,10m 10s,"Dylan, read those next two paragraphs.",2.88,607.69,610.57,87,1,,,,,,
student,10m 10s,10m 18s,[Untranscribed],8.41,610.57,618.98,88,,,,,,,
teacher,10m 18s,10m 19s,Reality.,0.48,618.98,619.46,89,,,,,,,
teacher,10m 19s,10m 20s,,0.64,619.46,620.1,89,,,,,,,
student,10m 20s,10m 25s,"A professor of psychiatry and theatre staff, Sanford University School of Medicine.",5.2,620.1,625.3,90,,,,,,,
student,10m 25s,10m 25s,,0.48,625.3,625.78,90,,,,,,,
student,10m 25s,10m 41s,Many forms of minor red infancy exercise often bring aspects of hearing.,16.0,625.78,641.78,90,,,,,,,
student,10m 41s,10m 49s,,7.61,641.78,649.39,90,,,,,,,
teacher,10m 49s,10m 50s,"Okay, great.",0.8,649.39,650.19,91,,,,,,,
teacher,10m 50s,10m 50s,,0.72,650.19,650.91,91,,,,,,,
teacher,10m 50s,10m 55s,"Okay, so let me word my question.",4.4,650.91,655.31,91,,,,,,,
teacher,10m 55s,10m 56s,,0.96,655.31,656.27,91,,,,,,,
teacher,10m 56s,11m 1s,What are a few reasons why cycling has benefits just outside of the physical part?,5.52,656.27,661.79,91,,,,,,,
teacher,11m 1s,11m 2s,,0.56,661.79,662.35,91,,,,,,,
teacher,11m 2s,11m 6s,"What are some other things cycling like, anyways?",4.56,662.35,666.91,91,1,,,1,,,
teacher,11m 6s,11m 7s,Paisley.,0.56,666.91,667.47,91,1,,,1,,,
teacher,11m 7s,11m 7s,,0.4,667.47,667.87,91,,,,,,,
student,11m 7s,11m 9s,Engages other parts of your brain function.,1.86,667.87,669.73,92,,,,,,,
student,11m 9s,11m 10s,,0.79,669.73,670.52,92,,,,,,,
teacher,11m 10s,11m 12s,Engages other parts of your brain.,1.52,670.52,672.04,93,,,,,,,
teacher,11m 12s,11m 12s,,0.64,672.04,672.68,93,,,,,,,
teacher,11m 12s,11m 13s,Dylan.,0.56,672.68,673.24,93,1,,,,,,
teacher,11m 13s,11m 13s,,0.08,673.24,673.32,93,,,,,,,
student,11m 13s,11m 14s,The social aspect.,1.2,673.32,674.52,94,,,,,,,
student,11m 14s,11m 15s,,0.8,674.52,675.32,94,,,,,,,
teacher,11m 15s,11m 16s,Social aspect.,0.96,675.32,676.28,95,,,,,,,
student,11m 16s,11m 17s,[Untranscribed],1.12,676.28,677.4,96,,,,,,,
teacher,11m 17s,11m 19s,Dj the hearing and balancing.,2.0,677.4,679.4,97,,,,,,,
teacher,11m 19s,11m 20s,,0.88,679.4,680.28,97,,,,,,,
