speaker,start_time,end_time,utterance,duration_in_seconds,start_time_in_seconds,end_time_in_seconds,bubble_idx,opportunities_to_respond,wait_times,presses_for_explanation,open_ended_questions,praises,behavior_specific_praises,academic_specific_praises
teacher,0m 46s,0m 48s,You're stating your opinion about that question.,2.0,46.13,48.13,11,,,,,,,
teacher,0m 48s,0m 48s,,0.08,48.13,48.21,11,,,,,,,
student,0m 48s,0m 48s,Sure.,0.36,48.21,48.57,12,,,,,,,
student,0m 48s,0m 50s,I don't think it's the right date.,1.6,48.57,50.17,12,,,,,,,
student,0m 50s,0m 50s,It says nine.,0.76,50.17,50.93,12,,,,,,,
student,0m 50s,0m 53s,,2.24,50.93,53.17,12,,,,,,,
teacher,0m 53s,0m 54s,"Yeah, I can review my process.",1.52,53.17,54.69,13,,,,,,,
student,0m 54s,0m 56s,[Untranscribed],2.18,54.69,56.87,14,,,,,,,
teacher,0m 56s,0m 58s,Why am I changing that for today?,1.36,56.87,58.23,15,1,,,,,,
student,0m 58s,1m 1s,[Untranscribed],3.68,58.23,61.91,16,,,,,,,
teacher,1m 1s,1m 3s,It is the answer to the question.,1.6,61.91,63.51,17,,,,,,,
teacher,1m 3s,1m 3s,,0.16,63.51,63.67,17,,,,,,,
teacher,1m 3s,1m 5s,"So whatever question there is, you need to answer it.",2.32,63.67,65.99,17,,,,,,,
teacher,1m 5s,1m 6s,,0.88,65.99,66.87,17,,,,,,,
teacher,1m 6s,1m 7s,Kay.,0.56,66.87,67.43,17,,,,,,,
teacher,1m 7s,1m 7s,,0.32,67.43,67.75,17,,,,,,,
student,1m 7s,1m 8s,Did you know it's 9 11.,1.2,67.75,68.95,18,,,,,,,
student,1m 8s,1m 9s,,0.88,68.95,69.83,18,,,,,,,
teacher,1m 9s,1m 10s,Remember last time?,1.04,69.83,70.87,19,,,,,,,
teacher,1m 10s,1m 11s,,0.8,70.87,71.67,19,,,,,,,
teacher,1m 11s,1m 13s,Turn a little bit so you're paying attention.,2.24,71.67,73.91,19,,,,,,,
teacher,1m 13s,1m 14s,,0.64,73.91,74.55,19,,,,,,,
student,1m 14s,1m 15s,Thank you.,0.72,74.55,75.27,20,,,,,,,
student,1m 15s,1m 15s,,0.327,75.27,75.597,20,,,,,,,
silence,1m 15s,1m 17s,,1.993,75.597,77.59,21,,,,,,,
teacher,1m 17s,1m 18s,This is one of those things.,1.2,77.59,78.79,22,,,,,,,
student,1m 18s,1m 21s,,2.49,78.79,81.28,23,,,,,,,
student,1m 21s,1m 22s,Jared Braxton.,1.12,81.28,82.4,23,,,,,,,
student,1m 22s,1m 24s,,2.56,82.4,84.96,23,,,,,,,
teacher,1m 24s,1m 25s,"Hi, Braxton.",0.92,84.96,85.88,24,,,,,,,
teacher,1m 25s,1m 30s,"Okay, so what goes in the evidence section of a claim?",4.32,85.88,90.2,24,1,,,,,,
teacher,1m 30s,1m 31s,Evidence reasoning.,1.08,90.2,91.28,24,,,,,,,
student,1m 31s,1m 32s,[Untranscribed],1.68,91.28,92.96,25,,,,,,,
teacher,1m 32s,1m 35s,Because that seems to be where people have been stuck lately.,2.72,92.96,95.68,26,,,,,,,
student,1m 35s,1m 37s,[Untranscribed],1.76,95.68,97.44,27,,,,,,,
teacher,1m 37s,1m 39s,What goes in the evidence section of a claim?,2.24,97.44,99.68,28,1,,,,,,
teacher,1m 39s,1m 40s,Evidence inter.,0.72,99.68,100.4,28,,,,,,,
student,1m 40s,1m 42s,,2.4,100.4,102.8,29,,,,,,,
student,1m 42s,1m 43s,What,0.4,102.8,103.2,29,,,,,,,
student,1m 43s,1m 46s,,3.21,103.2,106.41,29,,,,,,,
teacher,1m 46s,1m 48s,you're going to ask AI what goes in evidence?,2.16,106.41,108.57,30,,,,,,,
teacher,1m 48s,1m 51s,,3.0,108.57,111.57,30,,,,,,,
student,1m 51s,1m 52s,[Untranscribed],1.16,111.57,112.73,31,,,,,,,
teacher,1m 52s,1m 53s,It might be wrong.,1.04,112.73,113.77,32,,,,,,,
teacher,1m 53s,1m 54s,,0.4,113.77,114.17,32,,,,,,,
teacher,1m 54s,1m 55s,They don't guarantee the results.,1.36,114.17,115.53,32,,,,,,,
student,1m 55s,1m 56s,[Untranscribed],1.2,115.53,116.73,33,,,,,,,
teacher,1m 56s,1m 57s,It probably is.,0.96,116.73,117.69,34,,,,,,,
student,1m 57s,2m 0s,[Untranscribed],3.12,117.69,120.81,35,,,,,,,
teacher,2m 0s,2m 3s,You guys can have your computer for this thing anyway.,2.44,120.81,123.25,36,,,,,,,
teacher,2m 3s,2m 4s,"You're putting them away,",1.0,123.25,124.25,36,,,,,,,
teacher,2m 4s,2m 6s,,2.24,124.25,126.49,36,,,,,,,
student,2m 6s,2m 7s,but you don't.,0.96,126.49,127.45,37,,,,,,,
student,2m 7s,2m 8s,,0.88,127.45,128.33,37,,,,,,,
teacher,2m 8s,2m 8s,Yeah.,0.48,128.33,128.81,38,,,,,,,
teacher,2m 8s,2m 8s,,0.16,128.81,128.97,38,,,,,,,
student,2m 8s,2m 9s,Why?,0.4,128.97,129.37,39,,,,,,,
student,2m 9s,2m 10s,,1.2,129.37,130.57,39,,,,,,,
teacher,2m 10s,2m 12s,"Because I get all, I get all the papers back.",2.16,130.57,132.73,40,,,,,,,
teacher,2m 12s,2m 13s,,0.96,132.73,133.69,40,,,,,,,
teacher,2m 13s,2m 16s,"If I gave you an online paper, you know what happens?",2.48,133.69,136.17,40,,,,,,,
teacher,2m 16s,2m 20s,Usually I get 12 people that need it silent and everyone else plays on the Internet.,4.06,136.17,140.23,40,,,,,,,
teacher,2m 20s,2m 24s,,3.84,140.23,144.07,40,,,,,,,
teacher,2m 24s,2m 25s,Four questions.,1.04,144.07,145.11,40,,,,,,,
teacher,2m 25s,2m 25s,,0.08,145.11,145.19,40,,,,,,,
teacher,2m 25s,2m 25s,"Oh, okay.",0.8,145.19,145.99,40,,,,,,,
group,2m 25s,2m 34s,[Untranscribed],8.56,145.99,154.55,41,,,,,,,
teacher,2m 34s,2m 36s,"No, I don't do anything.",1.76,154.55,156.31,42,,,,,,,
teacher,2m 36s,2m 39s,"There might be, might be something five or six, but it's, it's about four.",3.52,156.31,159.83,42,,,,,,,
student,2m 39s,2m 41s,[Untranscribed],2.0,159.83,161.83,43,,,,,,,
teacher,2m 41s,2m 43s,I try and keep it around four.,1.4,161.83,163.23,44,,,,,,,
teacher,2m 43s,2m 45s,So because it makes it.,2.02,163.23,165.25,44,,,,,,,
teacher,2m 45s,2m 46s,It's fast for me to grade.,1.44,165.25,166.69,44,,,,,,,
teacher,2m 46s,2m 47s,,0.96,166.69,167.65,44,,,,,,,
teacher,2m 47s,2m 48s,The questions are pretty.,1.2,167.65,168.85,44,,,,,,,
teacher,2m 48s,2m 50s,"I mean, next time it's going to be the next one.",2.04,168.85,170.89,44,,,,,,,
teacher,2m 50s,2m 55s,"We have probably a little bit more complicated, but it's still only be about four questions.",4.8,170.89,175.69,44,,,,,,,
teacher,2m 55s,2m 56s,But you're going to be doing a lot more.,1.2,175.69,176.89,44,,,,,,,
teacher,2m 56s,2m 57s,So I might think all period.,1.04,176.89,177.93,44,,,,,,,
teacher,2m 57s,3m 0s,This one thinks about half the period.,2.759,177.93,180.689,44,,,,,,,
student,3m 0s,3m 2s,[Untranscribed],1.361,180.689,182.05,45,,,,,,,
teacher,3m 2s,3m 16s,"Okay, so in the evidence section, what I look, what I expect you to do when you have to write one of these is you need to put the, from the background information or something that ties your evidence to the information that you read.",14.87,182.05,196.92,46,,,,,,,
teacher,3m 16s,3m 17s,,0.16,196.92,197.08,46,,,,,,,
teacher,3m 17s,3m 22s,If you do not have that little bit of information that says I got this from the background information or whatever.,5.36,197.08,202.44,46,,,,,,,
teacher,3m 22s,3m 23s,,0.8,202.44,203.24,46,,,,,,,
teacher,3m 23s,3m 24s,I'm going to mark it down a little bit.,1.68,203.24,204.92,46,,,,,,,
teacher,3m 24s,3m 25s,,0.24,204.92,205.16,46,,,,,,,
teacher,3m 25s,3m 28s,"It has to, you have to state where you got the information from.",3.04,205.16,208.2,46,,,,,,,
teacher,3m 28s,3m 28s,,0.64,208.2,208.84,46,,,,,,,
teacher,3m 28s,3m 33s,"You can, you can quote it, but I want you to state where you got it from.",4.24,208.84,213.08,46,,,,,,,
teacher,3m 33s,3m 33s,,0.4,213.08,213.48,46,,,,,,,
teacher,3m 33s,3m 38s,"Okay, but that's pretty much how this is going to work out.",5.12,213.48,218.6,46,,,,,,,
teacher,3m 38s,3m 38s,,0.24,218.6,218.84,46,,,,,,,
teacher,3m 38s,3m 40s,We will probably do a few More practice.,2.08,218.84,220.92,46,,,,,,,
teacher,3m 40s,3m 41s,,0.56,220.92,221.48,46,,,,,,,
teacher,3m 41s,3m 42s,Claim evidence.,0.79,221.48,222.27,46,,,,,,,
teacher,3m 42s,3m 43s,,0.79,222.27,223.06,46,,,,,,,
teacher,3m 43s,3m 48s,I want you guys to get pretty good at it because you guys need to be able to pull information from all kinds of sources.,5.2,223.06,228.26,46,,,,,,,
teacher,3m 48s,3m 48s,,0.64,228.26,228.9,46,,,,,,,
teacher,3m 48s,3m 49s,Okay?,0.56,228.9,229.46,46,,,,,,,
teacher,3m 49s,3m 49s,,0.48,229.46,229.94,46,,,,,,,
teacher,3m 49s,3m 52s,So let's grab.,2.4,229.94,232.34,46,,,,,,,
teacher,3m 52s,3m 52s,,0.16,232.34,232.5,46,,,,,,,
teacher,3m 52s,3m 57s,Or we'll grab you anyways and then we'll have the test right after that.,5.28,232.5,237.78,46,,,,,,,
teacher,3m 57s,3m 57s,,0.037,237.78,237.817,46,,,,,,,
silence,3m 57s,4m 0s,,2.683,237.817,240.5,47,,,,,,,
student,4m 0s,4m 3s,,2.72,240.5,243.22,48,,,,,,,
student,4m 3s,4m 3s,Come on.,0.64,243.22,243.86,48,,,,,,,
student,4m 3s,4m 3s,,0.133,243.86,243.993,48,,,,,,,
silence,4m 3s,4m 9s,,5.637,243.993,249.63,49,,,,,,,
teacher,4m 9s,4m 11s,This should be where we're at right here.,1.68,249.63,251.31,50,,,,,,,
teacher,4m 11s,4m 11s,,0.192,251.31,251.502,50,,,,,,,
silence,4m 11s,4m 16s,,4.995,251.502,256.497,51,,,,,,,
student,4m 16s,4m 18s,[Untranscribed],2.013,256.497,258.51,52,,,,,,,
teacher,4m 18s,4m 20s,So you can show your computer,2.08,258.51,260.59,53,,,,,,,
teacher,4m 20s,4m 22s,,2.0,260.59,262.59,53,,,,,,,
student,4m 22s,4m 24s,[Untranscribed],1.906,262.59,264.496,54,,,,,,,
silence,4m 24s,4m 28s,,4.101,264.496,268.597,55,,,,,,,
student,4m 28s,4m 29s,[Untranscribed],1.193,268.597,269.79,56,,,,,,,
teacher,4m 29s,4m 33s,you don't need to play any more games or I'm going to turn off all your.,3.28,269.79,273.07,57,,,,,,,
student,4m 33s,4m 38s,[Untranscribed],5.56,273.07,278.63,58,,,,,,,
teacher,4m 38s,4m 39s,"Yeah, you're not very to me.",1.28,278.63,279.91,59,,,,,,,
teacher,4m 39s,4m 41s,Don't come to school work.,1.12,279.91,281.03,59,,,,,,,
student,4m 41s,4m 46s,[Untranscribed],5.44,281.03,286.47,60,,,,,,,
teacher,4m 46s,4m 48s,"Well, now you're going to get your first.",2.0,286.47,288.47,61,,,,,,,
teacher,4m 48s,4m 50s,,2.0,288.47,290.47,61,,,,,,,
student,4m 50s,4m 53s,[Untranscribed],2.72,290.47,293.19,62,,,,,,,
teacher,4m 53s,4m 55s,"Okay, the computers need to be shut.",1.92,293.19,295.11,63,,,,,,,
teacher,4m 55s,4m 55s,,0.014,295.11,295.124,63,,,,,,,
silence,4m 55s,5m 6s,,11.374,295.124,306.498,64,,,,,,,
student,5m 6s,5m 7s,[Untranscribed],1.012,306.498,307.51,65,,,,,,,
silence,5m 7s,5m 15s,,8.3,307.51,315.81,66,,,,,,,
teacher,5m 15s,5m 16s,Here we go.,0.64,315.81,316.45,67,,,,,,,
teacher,5m 16s,5m 16s,,0.055,316.45,316.505,67,,,,,,,
silence,5m 16s,5m 19s,,2.985,316.505,319.49,68,,,,,,,
teacher,5m 19s,5m 20s,This is where we should be.,1.28,319.49,320.77,69,,,,,,,
student,5m 20s,5m 22s,[Untranscribed],2.16,320.77,322.93,70,,,,,,,
teacher,5m 22s,5m 24s,Anyone remember what this is?,1.44,322.93,324.37,71,1,,,,,,
teacher,5m 24s,5m 24s,,0.32,324.37,324.69,71,1,,,,,,
teacher,5m 24s,5m 26s,We've at least seen part of this.,1.48,324.69,326.17,71,1,,,,,,
student,5m 26s,5m 27s,Where it.,1.01,326.17,327.18,72,,,,,,,
student,5m 27s,5m 27s,,0.08,327.18,327.26,72,,,,,,,
teacher,5m 27s,5m 28s,Somewhere else.,0.8,327.26,328.06,73,,,,,,,
teacher,5m 28s,5m 28s,,0.64,328.06,328.7,73,,,,,,,
teacher,5m 28s,5m 29s,Where's your.,0.64,328.7,329.34,73,,,,,,,
teacher,5m 29s,5m 30s,Where's your vocabulary paper?,1.52,329.34,330.86,73,,,,,,,
student,5m 30s,5m 35s,[Untranscribed],4.713,330.86,335.573,74,,,,,,,
teacher,5m 35s,5m 38s,[Untranscribed],2.997,335.573,338.57,75,,,,,,,
student,5m 38s,5m 40s,[Untranscribed],2.17,338.57,340.74,76,,,,,,,
teacher,5m 40s,5m 42s,[Untranscribed],1.938,340.74,342.678,77,,,,,,,
student,5m 42s,5m 45s,[Untranscribed],2.818,342.678,345.496,78,,,,,,,
silence,5m 45s,5m 51s,,6.21,345.496,351.706,79,,,,,,,
student,5m 51s,5m 53s,[Untranscribed],1.806,351.706,353.512,80,,,,,,,
silence,5m 53s,6m 1s,,7.999,353.512,361.51,81,,,,,,,
student,6m 1s,6m 4s,[Untranscribed],3.41,361.51,364.92,82,,,,,,,
teacher,6m 4s,6m 6s,[Untranscribed],1.585,364.92,366.505,83,,,,,,,
silence,6m 6s,6m 8s,,1.991,366.505,368.497,84,,,,,,,
student,6m 8s,6m 9s,[Untranscribed],1.012,368.497,369.509,85,,,,,,,
silence,6m 9s,6m 13s,,3.831,369.509,373.34,86,,,,,,,
teacher,6m 13s,6m 16s,[Untranscribed],3.0,373.34,376.34,87,,,,,,,
student,6m 16s,6m 20s,,4.4,376.34,380.74,88,,,,,,,
student,6m 20s,6m 21s,Did you find.,0.56,380.74,381.3,88,,,,,,,
student,6m 21s,6m 22s,,1.6,381.3,382.9,88,,,,,,,
teacher,6m 22s,6m 26s,"Yeah, if I get one, I don't know if I'll have one.",3.68,382.9,386.58,89,,,,,,,
teacher,6m 26s,6m 27s,,0.72,386.58,387.3,89,,,,,,,
teacher,6m 27s,6m 29s,"Okay, so.",2.4,387.3,389.7,89,,,,,,,
student,6m 29s,6m 33s,[Untranscribed],3.755,389.7,393.455,90,,,,,,,
silence,6m 33s,6m 35s,,2.042,393.455,395.497,91,,,,,,,
student,6m 35s,6m 37s,,2.123,395.497,397.62,92,,,,,,,
student,6m 37s,6m 38s,Okay.,0.56,397.62,398.18,92,,,,,,,
student,6m 38s,6m 38s,,0.32,398.18,398.5,92,,,,,,,
silence,6m 38s,6m 42s,,4.24,398.5,402.74,93,,,,,,,
teacher,6m 42s,6m 43s,Okay.,0.56,402.74,403.3,94,,,,,,,
student,6m 43s,6m 44s,[Untranscribed],1.68,403.3,404.98,95,,,,,,,
teacher,6m 44s,6m 46s,So this one needs debris.,1.52,404.98,406.5,96,,,,,,,
student,6m 46s,6m 48s,[Untranscribed],1.771,406.5,408.271,97,,,,,,,
silence,6m 48s,6m 58s,,9.809,408.271,418.08,98,,,,,,,
teacher,6m 58s,6m 59s,Anyone know what debris is?,1.28,418.08,419.36,99,1,,,,,,
teacher,6m 59s,6m 59s,,0.4,419.36,419.76,99,,,,,,,
teacher,6m 59s,7m 0s,So we can.,0.72,419.76,420.48,99,,,,,,,
teacher,7m 0s,7m 1s,,0.72,420.48,421.2,99,,,,,,,
teacher,7m 1s,7m 1s,Garbage.,0.64,421.2,421.84,99,,,,,,,
teacher,7m 1s,7m 2s,Yep.,0.48,421.84,422.32,99,,,,,,,
teacher,7m 2s,7m 2s,,0.56,422.32,422.88,99,,,,,,,
teacher,7m 2s,7m 3s,Or garbage.,0.96,422.88,423.84,99,,,,,,,
student,7m 3s,7m 5s,[Untranscribed],1.576,423.84,425.416,100,,,,,,,
silence,7m 5s,7m 9s,,3.944,425.416,429.36,101,,,,,,,
teacher,7m 9s,7m 16s,"It can be loose stuff like debris all over the crosswalk, over the sidewalk.",7.41,429.36,436.77,102,,,,,,,
teacher,7m 16s,7m 26s,"And that can be like these things like leaves, grass.",9.48,436.77,446.25,102,,,,,,,
teacher,7m 26s,7m 26s,,0.277,446.25,446.527,102,,,,,,,
silence,7m 26s,7m 30s,,3.982,446.527,450.509,103,,,,,,,
student,7m 30s,7m 32s,[Untranscribed],2.381,450.509,452.89,104,,,,,,,
teacher,7m 32s,7m 33s,Loose things.,0.68,452.89,453.57,105,,,,,,,
teacher,7m 33s,7m 33s,Leaves.,0.4,453.57,453.97,105,,,,,,,
teacher,7m 33s,7m 35s,The grass can have you that.,1.24,453.97,455.21,105,,,,,,,
teacher,7m 35s,7m 35s,,0.56,455.21,455.77,105,,,,,,,
teacher,7m 35s,7m 36s,Cause that,0.72,455.77,456.49,105,,,,,,,
teacher,7m 36s,7m 38s,,2.068,456.49,458.558,105,,,,,,,
silence,7m 38s,7m 51s,,12.732,458.558,471.29,106,,,,,,,
teacher,7m 51s,7m 52s,I did cheap the board.,1.12,471.29,472.41,107,,,,,,,
teacher,7m 52s,7m 53s,,0.96,472.41,473.37,107,,,,,,,
teacher,7m 53s,7m 54s,Do you remember what these are?,1.28,473.37,474.65,107,1,,,,,,
teacher,7m 54s,7m 54s,,0.311,474.65,474.961,107,,,,,,,
silence,7m 54s,7m 57s,,2.729,474.961,477.69,108,,,,,,,
teacher,7m 57s,7m 59s,"They eat stuff, get stuff.",1.68,477.69,479.37,109,,,,,,,
teacher,7m 59s,8m 4s,But you guys know vultures?,4.88,479.37,484.25,109,,,,,,,
teacher,8m 4s,8m 4s,Could be one.,0.52,484.25,484.77,109,,,,,,,
teacher,8m 4s,8m 5s,Yeah.,0.28,484.77,485.05,109,,,,,,,
teacher,8m 5s,8m 6s,There's stuff that's even smaller.,1.16,485.05,486.21,109,,,,,,,
teacher,8m 6s,8m 6s,,0.15,486.21,486.36,109,,,,,,,
teacher,8m 6s,8m 8s,Small ants.,1.8,486.36,488.16,109,,,,,,,
teacher,8m 8s,8m 8s,Yeah.,0.4,488.16,488.56,109,,,,,,,
teacher,8m 8s,8m 9s,Isopods.,0.96,488.56,489.52,109,,,,,,,
teacher,8m 9s,8m 10s,Isopods.,1.0,489.52,490.52,109,,,,,,,
teacher,8m 10s,8m 11s,,0.48,490.52,491.0,109,,,,,,,
teacher,8m 11s,8m 11s,Earthworms.,0.88,491.0,491.88,109,,,,,,,
teacher,8m 11s,8m 13s,,1.52,491.88,493.4,109,,,,,,,
teacher,8m 13s,8m 14s,Fungi.,0.64,493.4,494.04,109,,,,,,,
teacher,8m 14s,8m 14s,Not plant.,0.8,494.04,494.84,109,,,,,,,
teacher,8m 14s,8m 14s,,0.08,494.84,494.92,109,,,,,,,
teacher,8m 14s,8m 15s,Fungi.,0.64,494.92,495.56,109,,,,,,,
teacher,8m 15s,8m 15s,,0.24,495.56,495.8,109,,,,,,,
teacher,8m 15s,8m 16s,Fungi.,0.64,495.8,496.44,109,,,,,,,
teacher,8m 16s,8m 17s,"Yeah, Fungi.",0.96,496.44,497.4,109,,,,,,,
teacher,8m 17s,8m 17s,,0.106,497.4,497.506,109,,,,,,,
silence,8m 17s,8m 19s,,2.294,497.506,499.8,110,,,,,,,
student,8m 19s,8m 20s,Fungi.,0.72,499.8,500.52,111,,,,,,,
student,8m 20s,8m 21s,,0.56,500.52,501.08,111,,,,,,,
teacher,8m 21s,8m 21s,Yep.,0.56,501.08,501.64,112,,,,,,,
teacher,8m 21s,8m 22s,,0.479,501.64,502.119,112,,,,,,,
teacher,8m 22s,8m 23s,So like this.,0.881,502.119,503.0,112,,,,,,,
teacher,8m 23s,8m 23s,This is just.,0.8,503.0,503.8,112,,,,,,,
teacher,8m 23s,8m 24s,,0.72,503.8,504.52,112,,,,,,,
teacher,8m 24s,8m 25s,This just means that E.,1.28,504.52,505.8,112,,,,,,,
teacher,8m 25s,8m 26s,Dead things.,0.64,505.8,506.44,112,,,,,,,
teacher,8m 26s,8m 26s,Den.,0.32,506.44,506.76,112,,,,,,,
teacher,8m 26s,8m 27s,,0.48,506.76,507.24,112,,,,,,,
teacher,8m 27s,8m 27s,Dead thing.,0.64,507.24,507.88,112,,,,,,,
teacher,8m 27s,8m 33s,Eating dead things like herbal border plants and cardboards.,5.17,507.88,513.05,112,,,,,,,
teacher,8m 33s,8m 33s,Meaning.,0.4,513.05,513.45,112,,,,,,,
teacher,8m 33s,8m 34s,,0.64,513.45,514.09,112,,,,,,,
teacher,8m 34s,8m 35s,"Okay, eco.",1.32,514.09,515.41,112,,,,,,,
teacher,8m 35s,8m 36s,Anyone know what eco is?,1.24,515.41,516.65,112,1,,,,,,
teacher,8m 36s,8m 38s,,1.44,516.65,518.09,112,,,,,,,
teacher,8m 38s,8m 38s,Yeah.,0.36,518.09,518.45,112,,,,,,,
teacher,8m 38s,8m 40s,Ecosystem is what one of them are.,2.12,518.45,520.57,112,,,,,,,
teacher,8m 40s,8m 40s,,0.021,520.57,520.591,112,,,,,,,
silence,8m 40s,8m 43s,,3.099,520.591,523.69,113,,,,,,,
teacher,8m 43s,8m 44s,You said baby,1.12,523.69,524.81,114,,,,,,,
teacher,8m 44s,8m 45s,,0.692,524.81,525.502,114,,,,,,,
student,8m 45s,8m 50s,[Untranscribed],5.268,525.502,530.77,115,,,,,,,
teacher,8m 50s,8m 52s,,2.2,530.77,532.97,116,,,,,,,
teacher,8m 52s,8m 57s,means home or environment.,4.32,532.97,537.29,116,,,,,,,
student,8m 57s,9m 2s,[Untranscribed],5.222,537.29,542.512,117,,,,,,,
silence,9m 2s,9m 5s,,2.728,542.512,545.24,118,,,,,,,
teacher,9m 5s,9m 6s,We would call it eco.,1.2,545.24,546.44,119,,,,,,,
teacher,9m 6s,9m 11s,But an ecosystem is kind of like the environment the animals live in.,5.44,546.44,551.88,119,,,,,,,
student,9m 11s,9m 15s,[Untranscribed],3.36,551.88,555.24,120,,,,,,,
teacher,9m 15s,9m 16s,Economical.,0.96,555.24,556.2,121,,,,,,,
student,9m 16s,9m 17s,[Untranscribed],1.2,556.2,557.4,122,,,,,,,
teacher,9m 17s,9m 19s,"Yeah, I guess you can go economical.",1.92,557.4,559.32,123,,,,,,,
student,9m 19s,9m 20s,[Untranscribed],1.18,559.32,560.5,124,,,,,,,
silence,9m 20s,9m 23s,,3.07,560.5,563.57,125,,,,,,,
teacher,9m 23s,9m 27s,So now you have eco friendly.,4.32,563.57,567.89,126,,,,,,,
teacher,9m 27s,9m 27s,,0.052,567.89,567.942,126,,,,,,,
silence,9m 27s,9m 31s,,3.999,567.942,571.942,127,,,,,,,
student,9m 31s,9m 32s,,0.348,571.942,572.29,128,,,,,,,
student,9m 32s,9m 33s,Eco what?,0.8,572.29,573.09,128,,,,,,,
student,9m 33s,9m 34s,,1.52,573.09,574.61,128,,,,,,,
teacher,9m 34s,9m 35s,Eco.,0.48,574.61,575.09,129,,,,,,,
teacher,9m 35s,9m 35s,,0.48,575.09,575.57,129,,,,,,,
teacher,9m 35s,9m 39s,Eco hostile about eco warfare.,4.28,575.57,579.85,129,,,,,,,
teacher,9m 39s,9m 41s,I think that's a word.,1.16,579.85,581.01,129,,,,,,,
student,9m 41s,9m 42s,[Untranscribed],1.495,581.01,582.505,130,,,,,,,
silence,9m 42s,9m 45s,,3.004,582.505,585.509,131,,,,,,,
student,9m 45s,9m 47s,[Untranscribed],1.821,585.509,587.33,132,,,,,,,
teacher,9m 47s,9m 50s,"Economical, Economics.",2.89,587.33,590.22,133,,,,,,,
student,9m 50s,9m 51s,[Untranscribed],1.2,590.22,591.42,134,,,,,,,
teacher,9m 51s,9m 52s,Eco warfare.,1.2,591.42,592.62,135,,,,,,,
student,9m 52s,9m 53s,[Untranscribed],1.36,592.62,593.98,136,,,,,,,
teacher,9m 53s,9m 55s,Eco friendly.,1.04,593.98,595.02,137,,,,,,,
student,9m 55s,9m 57s,[Untranscribed],2.487,595.02,597.507,138,,,,,,,
silence,9m 57s,9m 59s,,1.991,597.507,599.498,139,,,,,,,
student,9m 59s,10m 3s,[Untranscribed],4.002,599.498,603.5,140,,,,,,,
teacher,10m 3s,10m 12s,[Untranscribed],8.85,603.5,612.35,141,,,,,,,
student,10m 12s,10m 14s,[Untranscribed],2.6,612.35,614.95,142,,,,,,,
teacher,10m 14s,10m 16s,"Yes, that is a word.",1.08,614.95,616.03,143,,,,,,,
teacher,10m 16s,10m 17s,But what does endo mean?,1.08,616.03,617.11,143,1,,,,,,
student,10m 17s,10m 18s,Is it actually a word?,1.12,617.11,618.23,144,,,,,,,
student,10m 18s,10m 18s,,0.16,618.23,618.39,144,,,,,,,
teacher,10m 18s,10m 24s,"Yeah, endo means inside.",5.76,618.39,624.15,145,,,,,,,
student,10m 24s,10m 25s,[Untranscribed],1.353,624.15,625.503,146,,,,,,,
silence,10m 25s,10m 28s,,3.004,625.503,628.507,147,,,,,,,
student,10m 28s,10m 29s,[Untranscribed],1.384,628.507,629.89,148,,,,,,,
silence,10m 29s,10m 33s,,3.62,629.89,633.51,149,,,,,,,
