speaker,start_time,end_time,utterance,duration_in_seconds,start_time_in_seconds,end_time_in_seconds,bubble_idx,opportunities_to_respond,wait_times,presses_for_explanation,open_ended_questions,praises,behavior_specific_praises,academic_specific_praises
teacher,2m 29s,2m 33s,So there's a couple maps in Google classroom and all I want you guys to do is just like look through them.,4.359,149.04,153.399,12,,,,,,,
teacher,2m 33s,2m 35s,I'll put like a timer for six minutes.,2.121,153.399,155.52,12,,,,,,,
teacher,2m 35s,2m 35s,,0.32,155.52,155.84,12,,,,,,,
teacher,2m 35s,2m 39s,There's also a Google Earth like slideshow.,3.2,155.84,159.04,12,,,,,,,
teacher,2m 39s,2m 39s,It's kind of cool.,0.48,159.04,159.52,12,,,,,,,
teacher,2m 39s,2m 44s,"You can look through that and then maybe as you're looking at the maps, fill this in.",4.88,159.52,164.4,12,,,,,,,
teacher,2m 44s,2m 44s,,0.16,164.4,164.56,12,,,,,,,
teacher,2m 44s,2m 48s,So what do you notice about Italy's geography?,3.92,164.56,168.48,12,1,1,,1,,,
teacher,2m 48s,2m 49s,"So for example,",1.12,168.48,169.6,12,1,1,,1,,,
teacher,2m 49s,2m 49s,,0.025,169.6,169.625,12,,,,,,,
silence,2m 49s,2m 53s,,3.495,169.625,173.12,13,,,,,,,
teacher,2m 53s,2m 58s,I noticed that Italy has many rivers that run through it like the Tiber river and Arno River.,5.16,173.12,178.28,14,,,,,,,
teacher,2m 58s,3m 0s,"So see, I was like specific and named the rivers.",2.12,178.28,180.4,14,,,,,,,
teacher,3m 0s,3m 1s,They didn't just say it has a lot of rivers.,1.36,180.4,181.76,14,,,,,,,
teacher,3m 1s,3m 2s,,0.32,181.76,182.08,14,,,,,,,
teacher,3m 2s,3m 4s,So see if you can find some other stuff.,2.04,182.08,184.12,14,,,,,,,
teacher,3m 4s,3m 8s,Or maybe there's other rivers that weren't in the example or other types of geography.,4.72,184.12,188.84,14,,,,,,,
teacher,3m 8s,3m 16s,"Okay, so it's just called, Let me see, geography of Italy maps, what we're looking at.",7.96,188.84,196.8,14,,,,,,,
silence,3m 16s,3m 18s,,1.917,196.8,198.717,15,,,,,,,
student,3m 18s,3m 21s,[Untranscribed],2.784,198.717,201.502,16,,,,,,,
silence,3m 21s,3m 34s,,12.898,201.502,214.4,17,,,,,,,
teacher,3m 34s,3m 37s,So this one's probably the easiest to get your information from.,3.08,214.4,217.48,18,,,,,,,
teacher,3m 37s,3m 38s,For the.,0.6,217.48,218.08,18,,,,,,,
teacher,3m 38s,3m 38s,,0.4,218.08,218.48,18,,,,,,,
teacher,3m 38s,3m 39s,"Your response, little box.",1.46,218.48,219.94,18,,,,,,,
teacher,3m 39s,3m 40s,,0.16,219.94,220.1,18,,,,,,,
teacher,3m 40s,3m 41s,This one I just wanted to show you.,1.52,220.1,221.62,18,,,,,,,
teacher,3m 41s,3m 41s,,0.08,221.62,221.7,18,,,,,,,
teacher,3m 41s,3m 45s,"If you don't know what topography is, you can look at that, read the definition there.",4.16,221.7,225.86,18,,,,,,,
teacher,3m 45s,3m 46s,,0.16,225.86,226.02,18,,,,,,,
teacher,3m 46s,3m 48s,And then there's the Google Earth link.,2.16,226.02,228.18,18,,,,,,,
teacher,3m 48s,3m 48s,,0.08,228.18,228.26,18,,,,,,,
teacher,3m 48s,3m 48s,Cool.,0.48,228.26,228.74,18,,,,,,,
teacher,3m 48s,3m 49s,,0.572,228.74,229.312,18,,,,,,,
silence,3m 49s,3m 57s,,7.864,229.312,237.175,19,,,,,,,
student,3m 57s,3m 58s,[Untranscribed],1.165,237.175,238.34,20,,,,,,,
teacher,3m 58s,3m 59s,Five minutes maybe.,0.96,238.34,239.3,21,,,,,,,
teacher,3m 59s,4m 1s,Or I'll check in in five minutes.,2.32,239.3,241.62,21,,,,,,,
teacher,4m 1s,4m 1s,,0.24,241.62,241.86,21,,,,,,,
teacher,4m 1s,4m 2s,Let's do,0.56,241.86,242.42,21,,,,,,,
teacher,4m 2s,4m 2s,,0.442,242.42,242.862,21,,,,,,,
silence,4m 2s,4m 6s,,3.358,242.862,246.22,22,,,,,,,
silence,4m 6s,4m 6s,it.,0.24,246.22,246.46,22,,,,,,,
silence,4m 6s,4m 29s,,23.048,246.46,269.508,22,,,,,,,
student,4m 29s,4m 31s,[Untranscribed],1.89,269.508,271.398,23,,,,,,,
silence,4m 31s,4m 34s,,3.156,271.398,274.553,24,,,,,,,
student,4m 34s,4m 36s,[Untranscribed],1.517,274.553,276.07,25,,,,,,,
teacher,4m 36s,4m 37s,So what do you notice from the maps?,1.84,276.07,277.91,26,1,,,1,,,
teacher,4m 37s,4m 38s,,0.592,277.91,278.502,26,,,,,,,
silence,4m 38s,4m 43s,,4.995,278.502,283.497,27,,,,,,,
student,4m 43s,4m 48s,[Untranscribed],5.012,283.497,288.509,28,,,,,,,
silence,4m 48s,4m 53s,,5.333,288.509,293.842,29,,,,,,,
student,4m 53s,4m 56s,[Untranscribed],3.037,293.842,296.879,30,,,,,,,
silence,4m 56s,4m 59s,,2.278,296.879,299.157,31,,,,,,,
student,4m 59s,5m 0s,[Untranscribed],1.282,299.157,300.44,32,,,,,,,
silence,5m 0s,5m 4s,,4.016,300.44,304.456,33,,,,,,,
student,5m 4s,5m 7s,[Untranscribed],3.054,304.456,307.51,34,,,,,,,
silence,5m 7s,5m 16s,,9.281,307.51,316.792,35,,,,,,,
student,5m 16s,5m 19s,[Untranscribed],2.717,316.792,319.508,36,,,,,,,
silence,5m 19s,5m 23s,,3.962,319.508,323.47,37,,,,,,,
student,5m 23s,5m 23s,It,0.24,323.47,323.71,38,,,,,,,
student,5m 23s,5m 24s,,0.912,323.71,324.622,38,,,,,,,
silence,5m 24s,5m 32s,,7.881,324.622,332.502,39,,,,,,,
student,5m 32s,5m 36s,[Untranscribed],4.168,332.502,336.67,40,,,,,,,
silence,5m 36s,5m 38s,,1.839,336.67,338.51,41,,,,,,,
student,5m 38s,5m 40s,[Untranscribed],2.008,338.51,340.518,42,,,,,,,
silence,5m 40s,5m 42s,,1.755,340.518,342.273,43,,,,,,,
student,5m 42s,5m 46s,[Untranscribed],3.932,342.273,346.205,44,,,,,,,
silence,5m 46s,5m 57s,,11.002,346.205,357.207,45,,,,,,,
student,5m 57s,5m 58s,[Untranscribed],1.266,357.207,358.473,46,,,,,,,
silence,5m 58s,6m 1s,,2.768,358.473,361.24,47,,,,,,,
student,6m 1s,6m 3s,[Untranscribed],2.261,361.24,363.502,48,,,,,,,
silence,6m 3s,6m 9s,,6.007,363.502,369.509,49,,,,,,,
student,6m 9s,6m 10s,[Untranscribed],1.331,369.509,370.84,50,,,,,,,
teacher,6m 10s,6m 13s,"if you finish early, you can find your house on Google Earth.",2.56,370.84,373.4,51,,,,,,,
student,6m 13s,6m 18s,[Untranscribed],4.918,373.4,378.318,52,,,,,,,
silence,6m 18s,6m 20s,,2.194,378.318,380.512,53,,,,,,,
student,6m 20s,6m 30s,[Untranscribed],9.488,380.512,390,54,,,,,,,
group,6m 30s,6m 40s,[Untranscribed],10.01,390,400.01,55,,,,,,,
teacher,6m 40s,6m 40s,That,0.24,400.01,400.25,56,,,,,,,
teacher,6m 40s,6m 40s,,0.596,400.25,400.846,56,,,,,,,
group,6m 40s,6m 45s,[Untranscribed],4.154,400.846,405,57,,,,,,,
student,6m 45s,6m 53s,[Untranscribed],8.502,405,413.502,58,,,,,,,
silence,6m 53s,6m 56s,,2.919,413.502,416.422,59,,,,,,,
student,6m 56s,7m 5s,,9.198,416.422,425.62,60,,,,,,,
student,7m 5s,7m 5s,it,0.24,425.62,425.86,60,,,,,,,
student,7m 5s,7m 17s,,11.638,425.86,437.498,60,,,,,,,
silence,7m 17s,7m 21s,,3.999,437.498,441.498,61,,,,,,,
student,7m 21s,7m 30s,[Untranscribed],8.502,441.498,450,62,,,,,,,
group,7m 30s,7m 35s,[Untranscribed],5.251,450,455.251,63,,,,,,,
student,7m 35s,7m 44s,[Untranscribed],9.709,455.251,464.96,64,,,,,,,
teacher,7m 44s,7m 49s,make sure on the Google Earth that you go to at the bottom there's like the little table of contents thing.,4.96,464.96,469.92,65,,,,,,,
teacher,7m 49s,7m 50s,,0.96,469.92,470.88,65,,,,,,,
teacher,7m 50s,7m 52s,So it starts off in.,1.52,470.88,472.4,65,,,,,,,
teacher,7m 52s,7m 52s,,0.16,472.4,472.56,65,,,,,,,
teacher,7m 52s,7m 53s,Let's see.,0.64,472.56,473.2,65,,,,,,,
student,7m 53s,7m 54s,[Untranscribed],1.36,473.2,474.56,66,,,,,,,
teacher,7m 54s,7m 55s,So right here.,0.72,474.56,475.28,67,,,,,,,
student,7m 55s,7m 57s,[Untranscribed],2.33,475.28,477.61,68,,,,,,,
teacher,7m 57s,8m 1s,"Because it starts off in Eurasia, which is just a word, Europe and Asia combined.",4.24,477.61,481.85,69,,,,,,,
teacher,8m 1s,8m 2s,,0.24,481.85,482.09,69,,,,,,,
teacher,8m 2s,8m 4s,"So I just wanted to show you, like, from a distance.",2.2,482.09,484.29,69,,,,,,,
teacher,8m 4s,8m 6s,And then it goes like more and more and more and more in.,2.12,484.29,486.41,69,,,,,,,
teacher,8m 6s,8m 7s,,0.954,486.41,487.364,69,,,,,,,
silence,8m 7s,8m 12s,,4.809,487.364,492.173,70,,,,,,,
student,8m 12s,8m 15s,[Untranscribed],3.324,492.173,495.498,71,,,,,,,
silence,8m 15s,8m 17s,,2.008,495.498,497.506,72,,,,,,,
student,8m 17s,8m 21s,[Untranscribed],3.999,497.506,501.505,73,,,,,,,
silence,8m 21s,8m 24s,,2.734,501.505,504.239,74,,,,,,,
student,8m 24s,8m 26s,[Untranscribed],2.421,504.239,506.66,75,,,,,,,
teacher,8m 26s,8m 27s,Okay.,0.36,506.66,507.02,76,,,,,,,
teacher,8m 27s,8m 29s,Have you guys had a chance to write your response yet?,2.92,507.02,509.94,76,,,,,,,
teacher,8m 29s,8m 30s,,0.323,509.94,510.263,76,,,,,,,
silence,8m 30s,8m 32s,,1.837,510.263,512.1,77,,,,,,,
teacher,8m 32s,8m 34s,Anyone not written their response on the box?,2.56,512.1,514.66,78,,,,,,,
teacher,8m 34s,8m 36s,,1.44,514.66,516.1,78,,,,,,,
teacher,8m 36s,8m 36s,Very good.,0.56,516.1,516.66,78,,,,,1,,
teacher,8m 36s,8m 37s,"Okay,",0.48,516.66,517.14,78,,,,,,,
silence,8m 37s,8m 40s,,2.88,517.14,520.02,79,,,,,,,
teacher,8m 40s,8m 43s,"topography, guys, is basically it's showing the different elevation levels.",3.92,520.02,523.94,80,,,,,,,
teacher,8m 43s,8m 46s,So the more brown means the higher it is.,2.4,523.94,526.34,80,,,,,,,
teacher,8m 46s,8m 48s,So it's probably a mountain.,2.17,526.34,528.51,80,,,,,,,
teacher,8m 48s,8m 48s,,0.24,528.51,528.75,80,,,,,,,
teacher,8m 48s,8m 49s,Right.,0.32,528.75,529.07,80,,,,,,,
teacher,8m 49s,8m 52s,And then near the coast is the near the sea level screen.,3.28,529.07,532.35,80,,,,,,,
teacher,8m 52s,8m 52s,,0.64,532.35,532.99,80,,,,,,,
teacher,8m 52s,8m 55s,And then hopefully you got a chance to click through there.,2.72,532.99,535.71,80,,,,,,,
student,8m 55s,8m 57s,[Untranscribed],1.6,535.71,537.31,81,,,,,,,
teacher,8m 57s,8m 59s,Are we ready for the pair share?,2.08,537.31,539.39,82,,,,,,,
teacher,8m 59s,8m 59s,,0.202,539.39,539.592,82,,,,,,,
silence,8m 59s,9m 1s,,2.198,539.592,541.79,83,,,,,,,
teacher,9m 1s,9m 2s,Yeah.,0.4,541.79,542.19,84,,,,,,,
teacher,9m 2s,9m 2s,"Okay, cool.",0.64,542.19,542.83,84,,,,,,,
teacher,9m 2s,9m 3s,,0.72,542.83,543.55,84,,,,,,,
teacher,9m 3s,9m 4s,I didn't want to go too fast.,1.28,543.55,544.83,84,,,,,,,
teacher,9m 4s,9m 5s,,0.96,544.83,545.79,84,,,,,,,
teacher,9m 5s,9m 9s,"So on your desks, we have odd and even numbers, Right.",3.96,545.79,549.75,84,,,,,,,
teacher,9m 9s,9m 11s,"So figure out who's odd, who's even.",1.96,549.75,551.71,84,,,,,,,
student,9m 11s,9m 12s,[Untranscribed],1.28,551.71,552.99,85,,,,,,,
teacher,9m 12s,9m 14s,Odds will start be partner A.,1.68,552.99,554.67,86,,,,,,,
teacher,9m 14s,9m 15s,,0.47,554.67,555.14,86,,,,,,,
teacher,9m 15s,9m 18s,"And then remember, we're taking notes where it says your partner's response.",3.12,555.14,558.26,86,,,,,,,
teacher,9m 18s,9m 20s,"If you need them to repeat it, make sure you just ask them to repeat it.",2.64,558.26,560.9,86,,,,,,,
teacher,9m 20s,9m 22s,And then we're going to rephrase.,1.44,560.9,562.34,86,,,,,,,
teacher,9m 22s,9m 22s,,0.64,562.34,562.98,86,,,,,,,
teacher,9m 22s,9m 24s,So you observe that.,1.28,562.98,564.26,86,,,,,,,
teacher,9m 24s,9m 24s,,0.48,564.26,564.74,86,,,,,,,
teacher,9m 24s,9m 27s,"So don't forget the star habits as we do, basically.",2.32,564.74,567.06,86,,,,,,,
teacher,9m 27s,9m 27s,,0.64,567.06,567.7,86,,,,,,,
teacher,9m 27s,9m 29s,"All right, ready, set, talk",1.6,567.7,569.3,86,1,,,,,,
teacher,9m 29s,9m 30s,,0.7,569.3,570,86,,,,,,,
group,9m 30s,9m 46s,,16.88,570,586.88,87,,,,,,,
group,9m 46s,9m 47s,it.,0.24,586.88,587.12,87,,,,,,,
group,9m 47s,10m 3s,,16.378,587.12,603.498,87,,,,,,,
silence,10m 3s,10m 5s,,2.008,603.498,605.506,88,,,,,,,
group,10m 5s,10m 34s,[Untranscribed],29.314,605.506,634.82,89,,,,,,,
teacher,10m 34s,10m 36s,[Untranscribed],2.0,634.82,636.82,90,,,,,,,
group,10m 36s,10m 47s,[Untranscribed],11.04,636.82,647.86,91,,,,,,,
teacher,10m 47s,10m 49s,So maybe she needs to repeat it.,1.36,647.86,649.22,92,,,,,,,
group,10m 49s,10m 52s,[Untranscribed],2.88,649.22,652.1,93,,,,,,,
student,10m 52s,10m 53s,Nice and secret landscape.,1.52,652.1,653.62,94,,,,,,,
group,10m 53s,11m 4s,[Untranscribed],10.58,653.62,664.2,95,,,,,,,
teacher,11m 4s,11m 4s,Yeah.,0.32,664.2,664.52,96,,,,,,,
teacher,11m 4s,11m 4s,,0.08,664.52,664.6,96,,,,,,,
teacher,11m 4s,11m 5s,Did you get his response?,1.12,664.6,665.72,96,,,,,,,
teacher,11m 5s,11m 6s,Yeah.,0.4,665.72,666.12,96,,,,,,,
group,11m 6s,11m 20s,[Untranscribed],13.88,666.12,680,97,,,,,,,
student,11m 20s,11m 29s,[Untranscribed],9.97,680,689.97,98,,,,,,,
teacher,11m 29s,11m 30s,"Oh, all right.",0.52,689.97,690.49,99,,,,,,,
teacher,11m 30s,11m 31s,Sounds like we're done.,0.76,690.49,691.25,99,,,,,,,
teacher,11m 31s,11m 31s,,0.16,691.25,691.41,99,,,,,,,
teacher,11m 31s,11m 33s,So what did you guys observe?,1.88,691.41,693.29,99,,,,,,,
teacher,11m 33s,11m 34s,What did you guys put?,0.92,693.29,694.21,99,1,,,1,,,
teacher,11m 34s,11m 34s,,0.295,694.21,694.505,99,,,,,,,
student,11m 34s,11m 36s,[Untranscribed],1.625,694.505,696.13,100,,,,,,,
teacher,11m 36s,11m 37s,"Thank you, Natalie.",0.96,696.13,697.09,101,,,,,,,
teacher,11m 37s,11m 37s,,0.537,697.09,697.627,101,,,,,,,
student,11m 37s,11m 41s,[Untranscribed],4.103,697.627,701.73,102,,,,,,,
teacher,11m 41s,11m 42s,Very good.,0.56,701.73,702.29,103,,,,,1,,
teacher,11m 42s,11m 42s,Yeah.,0.32,702.29,702.61,103,,,,,1,,
teacher,11m 42s,11m 46s,"So the mountains here, these are called the Apennine Mountains.",3.96,702.61,706.57,103,,,,,1,,
teacher,11m 46s,11m 47s,Those ones.,0.68,706.57,707.25,103,,,,,1,,
teacher,11m 47s,11m 47s,,0.24,707.25,707.49,103,,,,,1,,
teacher,11m 47s,11m 49s,And then we got the Alps up top here.,2.48,707.49,709.97,103,,,,,1,,
teacher,11m 49s,11m 50s,,0.24,709.97,710.21,103,,,,,1,,
teacher,11m 50s,11m 50s,Good.,0.36,710.21,710.57,103,,,,,1,,
teacher,11m 50s,11m 51s,And then rivers.,0.68,710.57,711.25,103,,,,,1,,
teacher,11m 51s,11m 52s,"Yeah, lots of different rivers.",1.44,711.25,712.69,103,,,,,,,
teacher,11m 52s,11m 53s,,0.56,712.69,713.25,103,,,,,,,
teacher,11m 53s,11m 54s,Rome is like right here.,1.68,713.25,714.93,103,,,,,,,
teacher,11m 54s,11m 55s,,0.08,714.93,715.01,103,,,,,,,
teacher,11m 55s,11m 57s,So the one closest to Rome is the Tiber River.,2.76,715.01,717.77,103,,,,,,,
teacher,11m 57s,11m 58s,,0.55,717.77,718.32,103,,,,,,,
teacher,11m 58s,11m 58s,Cool.,0.28,718.32,718.6,103,,,,,,,
teacher,11m 58s,11m 59s,Anything else?,0.52,718.6,719.12,103,1,,,1,,,
student,11m 59s,12m 8s,"Yeah, Eric, I noticed that Italy is located in a peninsula and that it is surrounded by the Alps and the sea.",9.68,719.12,728.8,104,,,,,,,
teacher,12m 8s,12m 10s,It is also very hilly.,1.52,728.8,730.32,105,,,,,,,
teacher,12m 10s,12m 10s,,0.16,730.32,730.48,105,,,,,,,
teacher,12m 10s,12m 11s,Very good.,0.72,730.48,731.2,105,,,,,1,,
teacher,12m 11s,12m 11s,Yeah.,0.48,731.2,731.68,105,,,,,1,,
teacher,12m 11s,12m 11s,,0.08,731.68,731.76,105,,,,,1,,
teacher,12m 11s,12m 12s,"So peninsula, guys.",1.08,731.76,732.84,105,,,,,1,,
teacher,12m 12s,12m 13s,We didn't know.,0.48,732.84,733.32,105,,,,,1,,
teacher,12m 13s,12m 13s,Right.,0.16,733.32,733.48,105,,,,,1,,
teacher,12m 13s,12m 17s,"It has water on 1, 2, 3 sides, but land on the other.",3.68,733.48,737.16,105,,,,,1,,
teacher,12m 17s,12m 17s,Right.,0.16,737.16,737.32,105,,,,,1,,
teacher,12m 17s,12m 19s,It's the difference between the island having water all the way around.,2.36,737.32,739.68,105,,,,,1,,
teacher,12m 19s,12m 20s,"Nice, Eric.",0.68,739.68,740.36,105,,,,,1,,
teacher,12m 20s,12m 20s,Very good.,0.44,740.36,740.8,105,,,,,1,,
teacher,12m 20s,12m 21s,,0.24,740.8,741.04,105,,,,,1,,
teacher,12m 21s,12m 21s,Cool.,0.48,741.04,741.52,105,,,,,1,,
teacher,12m 21s,12m 21s,,0.08,741.52,741.6,105,,,,,1,,
teacher,12m 21s,12m 23s,"Well, let's get to the next part then.",1.68,741.6,743.28,105,,,,,1,,
teacher,12m 23s,12m 23s,,0.23,743.28,743.51,105,,,,,,,
student,12m 23s,12m 25s,[Untranscribed],2.02,743.51,745.53,106,,,,,,,
teacher,12m 25s,12m 26s,The reading is very straightforward.,1.32,745.53,746.85,107,,,,,,,
teacher,12m 26s,12m 27s,We'll kind of go through it together.,0.96,746.85,747.81,107,,,,,,,
teacher,12m 27s,12m 32s,"If you have a highlighter, let's grab that out, do a little highlighting.",4.28,747.81,752.09,107,,,,,,,
silence,12m 32s,12m 35s,,3.44,752.09,755.53,108,,,,,,,
teacher,12m 35s,12m 41s,"So all those things that you guys just said, the hills, the mountains, the rivers, we're gonna read basically how that helped them.",5.68,755.53,761.21,109,,,,,,,
teacher,12m 41s,12m 41s,Right?,0.2,761.21,761.41,109,,,,,,,
teacher,12m 41s,12m 44s,"And then that's our goal for the day, to be able to explain.",2.6,761.41,764.01,109,,,,,,,
teacher,12m 44s,12m 44s,,0.087,764.01,764.097,109,,,,,,,
silence,12m 44s,12m 58s,,14.483,764.097,778.58,110,,,,,,,
teacher,12m 58s,13m 1s,And you guys notice Italy's shaped like a boot here.,2.48,778.58,781.06,111,,,,,,,
teacher,13m 1s,13m 1s,,0.24,781.06,781.3,111,,,,,,,
teacher,13m 1s,13m 2s,It's got like a little heel.,1.36,781.3,782.66,111,,,,,,,
teacher,13m 2s,13m 2s,,0.16,782.66,782.82,111,,,,,,,
teacher,13m 2s,13m 5s,"So like a long boot, fancy boot.",2.88,782.82,785.7,111,,,,,,,
silence,13m 5s,13m 7s,,2.24,785.7,787.94,112,,,,,,,
teacher,13m 7s,13m 9s,"Okay, are we ready to read?",1.36,787.94,789.3,113,,,,,,,
teacher,13m 9s,13m 10s,,0.72,789.3,790.02,113,,,,,,,
teacher,13m 10s,13m 11s,Anyone wants to read the first paragraph?,1.76,790.02,791.78,113,1,1,,,,,
teacher,13m 11s,13m 13s,,1.36,791.78,793.14,113,1,1,,,,,
teacher,13m 13s,13m 14s,"Thanks, Ellie.",0.88,793.14,794.02,113,1,1,,,,,
silence,13m 14s,13m 16s,,2.477,794.02,796.497,114,,,,,,,
student,13m 16s,13m 18s,[Untranscribed],2.008,796.497,798.505,115,,,,,,,
silence,13m 18s,13m 23s,,4.805,798.505,803.31,116,,,,,,,
teacher,13m 23s,13m 24s,"Peninsula,",0.72,803.31,804.03,117,,,,,,,
silence,13m 24s,13m 26s,,2.693,804.03,806.723,118,,,,,,,
student,13m 26s,13m 33s,[Untranscribed],6.716,806.723,813.44,119,,,,,,,
silence,13m 33s,13m 36s,,2.99,813.44,816.43,120,,,,,,,
teacher,13m 36s,13m 39s,"Adriatic Sea, Ionian Sea,",3.28,816.43,819.71,121,,,,,,,
silence,13m 39s,13m 42s,,3.13,819.71,822.84,122,,,,,,,
teacher,13m 42s,13m 43s,Mediterranean.,0.96,822.84,823.8,123,,,,,,,
