speaker,start_time,end_time,utterance,duration_in_seconds,start_time_in_seconds,end_time_in_seconds,bubble_idx,opportunities_to_respond,wait_times,presses_for_explanation,open_ended_questions,praises,behavior_specific_praises,academic_specific_praises
teacher,1m 26s,1m 27s,What sound?,0.72,86.29,87.01,17,1,,,,,,
student,1m 27s,1m 29s,[Untranscribed],2.96,87.01,89.97,18,,,,,,,
teacher,1m 29s,1m 30s,"Oh, try it again.",0.64,89.97,90.61,19,,,,,,,
teacher,1m 30s,1m 30s,Try it again.,0.36,90.61,90.97,19,,,,,,,
teacher,1m 30s,1m 31s,Try it again.,0.52,90.97,91.49,19,,,,,,,
teacher,1m 31s,1m 35s,,4.24,91.49,95.73,19,,,,,,,
teacher,1m 35s,1m 36s,You gotta watch.,0.72,95.73,96.45,19,,,,,,,
teacher,1m 36s,1m 36s,,0.16,96.45,96.61,19,,,,,,,
teacher,1m 36s,1m 38s,"Oh, I'm not pointing at anything.",1.52,96.61,98.13,19,,,,,,,
silence,1m 38s,1m 41s,,2.9,98.13,101.03,20,,,,,,,
teacher,1m 41s,1m 44s,,3.34,101.03,104.37,21,,,,,,,
teacher,1m 44s,1m 45s,Necessary working,1.04,104.37,105.41,21,,,,,,,
teacher,1m 45s,1m 47s,,1.845,105.41,107.255,21,,,,,,,
student,1m 47s,1m 53s,[Untranscribed],5.875,107.255,113.13,22,,,,,,,
teacher,1m 53s,1m 53s,now.,0.24,113.13,113.37,23,,,,,,,
teacher,1m 53s,1m 53s,,0.16,113.37,113.53,23,,,,,,,
teacher,1m 53s,1m 54s,Have I pointed to anything yet?,1.36,113.53,114.89,23,1,,,,,,
teacher,1m 54s,1m 55s,,0.48,114.89,115.37,23,,,,,,,
teacher,1m 55s,1m 55s,No.,0.4,115.37,115.77,23,,,,,,,
teacher,1m 55s,1m 55s,,0.08,115.77,115.85,23,,,,,,,
teacher,1m 55s,1m 57s,So our voices are quiet.,1.2,115.85,117.05,23,,,,,,,
teacher,1m 57s,1m 57s,,0.08,117.05,117.13,23,,,,,,,
teacher,1m 57s,1m 57s,Ready?,0.44,117.13,117.57,23,,,,,,,
teacher,1m 57s,1m 58s,Ready.,0.44,117.57,118.01,23,,,,,,,
teacher,1m 58s,1m 58s,Ready.,0.48,118.01,118.49,23,,,,,,,
teacher,1m 58s,1m 59s,,1.04,118.49,119.53,23,,,,,,,
teacher,1m 59s,1m 59s,C.,0.4,119.53,119.93,23,,,,,,,
teacher,1m 59s,2m 2s,,2.08,119.93,122.01,23,,,,,,,
teacher,2m 2s,2m 3s,"Oh, this is a camel.",1.28,122.01,123.29,23,,,,,,,
teacher,2m 3s,2m 3s,,0.32,123.29,123.61,23,,,,,,,
teacher,2m 3s,2m 4s,"Oh, say it again.",0.76,123.61,124.37,23,1,,,,,,
teacher,2m 4s,2m 4s,Camel.,0.6,124.37,124.97,23,,,,,,,
teacher,2m 4s,2m 5s,,0.88,124.97,125.85,23,,,,,,,
teacher,2m 5s,2m 6s,What's the sound?,0.84,125.85,126.69,23,,,,,,,
teacher,2m 6s,2m 7s,Ca.,0.36,126.69,127.05,23,,,,,,,
silence,2m 7s,2m 9s,,2.56,127.05,129.61,24,,,,,,,
teacher,2m 9s,2m 10s,Like?,0.4,129.61,130.01,25,,,,,,,
teacher,2m 10s,2m 10s,,0.64,130.01,130.65,25,,,,,,,
teacher,2m 10s,2m 11s,Yep.,0.44,130.65,131.09,25,,,,,,,
teacher,2m 11s,2m 12s,Or like you're going to cut something.,1.24,131.09,132.33,25,,,,,,,
student,2m 12s,2m 13s,,1.1,132.33,133.43,26,,,,,,,
student,2m 13s,2m 14s,A kangaroo.,1.12,133.43,134.55,26,,,,,,,
student,2m 14s,2m 15s,,1.36,134.55,135.91,26,,,,,,,
teacher,2m 15s,2m 17s,You can do something like cutting.,1.84,135.91,137.75,27,,,,,,,
teacher,2m 17s,2m 18s,Good thinking.,0.52,137.75,138.27,27,,,,,1,,1
teacher,2m 18s,2m 18s,Good thinking.,0.56,138.27,138.83,27,,,,,1,,1
teacher,2m 18s,2m 19s,Ready?,0.36,138.83,139.19,27,,,,,,,
teacher,2m 19s,2m 19s,Ready.,0.32,139.19,139.51,27,,,,,,,
teacher,2m 19s,2m 19s,Ready.,0.36,139.51,139.87,27,,,,,,,
teacher,2m 19s,2m 20s,Ready.,0.32,139.87,140.19,27,,,,,,,
teacher,2m 20s,2m 20s,I have a point.,0.56,140.19,140.75,27,,,,,,,
teacher,2m 20s,2m 22s,"To see anything, but your eyes need to be watching.",1.68,140.75,142.43,27,,,,,,,
teacher,2m 22s,2m 23s,Just like Felix's.,0.96,142.43,143.39,27,,,,,,,
teacher,2m 23s,2m 24s,Just like Solomon's.,1.16,143.39,144.55,27,,,,,,,
silence,2m 24s,2m 26s,,1.939,144.55,146.489,28,,,,,,,
student,2m 26s,2m 28s,[Untranscribed],2.061,146.489,148.55,29,,,,,,,
teacher,2m 28s,2m 29s,I have D.,1.2,148.55,149.75,30,,,,,,,
student,2m 29s,2m 34s,[Untranscribed],4.72,149.75,154.47,31,,,,,,,
teacher,2m 34s,2m 36s,"Oh, try that sound again.",1.76,154.47,156.23,32,1,,,,,,
student,2m 36s,2m 38s,[Untranscribed],2.33,156.23,158.56,33,,,,,,,
teacher,2m 38s,2m 44s,"Now, you guys gotta be D experts because you are dolphins and you be expert.",5.6,158.56,164.16,34,,,,,,,
teacher,2m 44s,2m 44s,,0.16,164.16,164.32,34,,,,,,,
teacher,2m 44s,2m 44s,Yep.,0.44,164.32,164.76,34,,,,,,,
teacher,2m 44s,2m 45s,"I'll be the expert, too.",1.08,164.76,165.84,34,,,,,,,
teacher,2m 45s,2m 46s,,0.24,165.84,166.08,34,,,,,,,
teacher,2m 46s,2m 46s,I know.,0.4,166.08,166.48,34,,,,,,,
teacher,2m 46s,2m 47s,I'm the bee expert.,1.04,166.48,167.52,34,,,,,,,
teacher,2m 47s,2m 50s,"Okay, ready now.",2.68,167.52,170.2,34,,,,,,,
teacher,2m 50s,2m 50s,Oh.,0.28,170.2,170.48,34,,,,,,,
teacher,2m 50s,2m 50s,Oh.,0.24,170.48,170.72,34,,,,,,,
teacher,2m 50s,2m 52s,I haven't pointed to anything.,1.28,170.72,172.0,34,,,,,,,
teacher,2m 52s,2m 52s,,0.24,172.0,172.24,34,,,,,,,
teacher,2m 52s,2m 54s,You gotta watch the teachers pointer so you know where you're going.,2.48,172.24,174.72,34,,,,,,,
teacher,2m 54s,2m 55s,,0.32,174.72,175.04,34,,,,,,,
teacher,2m 55s,2m 56s,Sit on your pockets.,1.2,175.04,176.24,34,,,,,,,
teacher,2m 56s,2m 56s,,0.56,176.24,176.8,34,,,,,,,
teacher,2m 56s,2m 58s,Eyes are here with your class.,2.08,176.8,178.88,34,,,,,,,
student,2m 58s,3m 0s,[Untranscribed],1.52,178.88,180.4,35,,,,,,,
teacher,3m 0s,3m 1s,Much better.,0.64,180.4,181.04,36,,,,,1,1,
teacher,3m 1s,3m 1s,,0.72,181.04,181.76,36,,,,,1,1,
teacher,3m 1s,3m 3s,I think there might be some dolphin eyes.,1.94,181.76,183.7,36,,,,,1,1,
teacher,3m 3s,3m 6s,,3.0,183.7,186.7,36,,,,,,,
student,3m 6s,3m 7s,[Untranscribed],1.17,186.7,187.87,37,,,,,,,
teacher,3m 7s,3m 9s,[Untranscribed],2.0,187.87,189.87,38,,,,,,,
student,3m 9s,3m 11s,[Untranscribed],1.642,189.87,191.512,39,,,,,,,
teacher,3m 11s,3m 14s,[Untranscribed],2.998,191.512,194.51,40,,,,,,,
student,3m 14s,3m 15s,[Untranscribed],1.085,194.51,195.595,41,,,,,,,
group,3m 15s,3m 18s,[Untranscribed],3.365,195.595,198.96,42,,,,,,,
teacher,3m 18s,3m 20s,,1.77,198.96,200.73,43,,,,,,,
teacher,3m 20s,3m 21s,"Oh, try again.",0.6,200.73,201.33,43,1,,,,,,
teacher,3m 21s,3m 22s,What's the sound?,0.76,201.33,202.09,43,1,,,,,,
teacher,3m 22s,3m 22s,,0.525,202.09,202.615,43,,,,,,,
student,3m 22s,3m 24s,[Untranscribed],2.227,202.615,204.843,44,,,,,,,
teacher,3m 24s,3m 27s,[Untranscribed],2.997,204.843,207.84,45,,,,,,,
student,3m 27s,3m 29s,[Untranscribed],1.21,207.84,209.05,46,,,,,,,
teacher,3m 29s,3m 32s,"Now, Felix is an expert in this letter, so I need eyes on.",3.52,209.05,212.57,47,,,,,,,
teacher,3m 32s,3m 33s,,0.58,212.57,213.15,47,,,,,,,
teacher,3m 33s,3m 33s,Ready?,0.32,213.15,213.47,47,,,,,,,
teacher,3m 33s,3m 33s,,0.08,213.47,213.55,47,,,,,,,
teacher,3m 33s,3m 34s,"Oh, oh, oh.",0.88,213.55,214.43,47,,,,,,,
teacher,3m 34s,3m 34s,,0.48,214.43,214.91,47,,,,,,,
teacher,3m 34s,3m 35s,Ready?,0.44,214.91,215.35,47,,,,,,,
teacher,3m 35s,3m 35s,Watch.,0.28,215.35,215.63,47,,,,,,,
teacher,3m 35s,3m 36s,Look.,0.4,215.63,216.03,47,,,,,,,
teacher,3m 36s,3m 36s,,0.49,216.03,216.52,47,,,,,,,
student,3m 36s,3m 39s,[Untranscribed],2.79,216.52,219.31,48,,,,,,,
teacher,3m 39s,3m 39s,Fire.,0.4,219.31,219.71,49,,,,,,,
student,3m 39s,3m 43s,[Untranscribed],3.52,219.71,223.23,50,,,,,,,
teacher,3m 43s,3m 44s,"Oh, oh, oh.",0.96,223.23,224.19,51,,,,,,,
teacher,3m 44s,3m 44s,,0.08,224.19,224.27,51,,,,,,,
teacher,3m 44s,3m 44s,Try it again.,0.72,224.27,224.99,51,1,,,,,,
teacher,3m 44s,3m 45s,What's the sound?,0.96,224.99,225.95,51,1,,,,,,
student,3m 45s,3m 48s,[Untranscribed],2.639,225.95,228.589,52,,,,,,,
teacher,3m 48s,3m 49s,There we go.,0.561,228.589,229.15,53,,,,,,,
student,3m 49s,3m 50s,[Untranscribed],1.68,229.15,230.83,54,,,,,,,
teacher,3m 50s,3m 51s,"All right, pause.",0.88,230.83,231.71,55,,,,,,,
teacher,3m 51s,3m 51s,,0.16,231.71,231.87,55,,,,,,,
teacher,3m 51s,3m 53s,I need a scholarly break.,1.28,231.87,233.15,55,,,,,,,
teacher,3m 53s,3m 53s,,0.16,233.15,233.31,55,,,,,,,
teacher,3m 53s,3m 54s,Who is being the most scholarly?,1.44,233.31,234.75,55,,,,,,,
teacher,3m 54s,3m 55s,Let's see.,0.56,234.75,235.31,55,,,,,,,
teacher,3m 55s,3m 55s,,0.32,235.31,235.63,55,,,,,,,
teacher,3m 55s,3m 57s,"Oh, Gabriel's doing an amazing job.",1.76,235.63,237.39,55,,,,,1,,
teacher,3m 57s,3m 57s,,0.24,237.39,237.63,55,,,,,,,
teacher,3m 57s,3m 58s,"Matias,",0.91,237.63,238.54,55,,,,,,,
teacher,3m 58s,3m 59s,,0.964,238.54,239.504,55,,,,,,,
student,3m 59s,4m 6s,[Untranscribed],7.006,239.504,246.51,56,,,,,,,
teacher,4m 6s,4m 9s,[Untranscribed],3.406,246.51,249.916,57,,,,,,,
student,4m 9s,4m 13s,[Untranscribed],3.494,249.916,253.41,58,,,,,,,
teacher,4m 13s,4m 15s,go on your ankle again before we go out to recess.,2.28,253.41,255.69,59,,,,,,,
teacher,4m 15s,4m 17s,Remind me and I'll get you a little band aid for that.,1.6,255.69,257.29,59,,,,,,,
teacher,4m 17s,4m 17s,Okay.,0.44,257.29,257.73,59,,,,,,,
teacher,4m 17s,4m 18s,,0.8,257.73,258.53,59,,,,,,,
teacher,4m 18s,4m 19s,It's kind of hurting.,0.8,258.53,259.33,59,,,,,,,
teacher,4m 19s,4m 22s,"Okay, I'll get you a band aid before recess so it's not rubbing while you're running around.",3.24,259.33,262.57,59,,,,,,,
teacher,4m 22s,4m 24s,"Okay, ready?",1.48,262.57,264.05,59,,,,,,,
teacher,4m 24s,4m 24s,,0.15,264.05,264.2,59,,,,,,,
teacher,4m 24s,4m 25s,I have the next letter for us.,1.2,264.2,265.4,59,,,,,,,
teacher,4m 25s,4m 28s,Watching G.,2.72,265.4,268.12,59,,,,,,,
teacher,4m 28s,4m 28s,,0.8,268.12,268.92,59,,,,,,,
teacher,4m 28s,4m 31s,"G, Guitar.",2.48,268.92,271.4,59,,,,,,,
teacher,4m 31s,4m 32s,,1.04,271.4,272.44,59,,,,,,,
teacher,4m 32s,4m 32s,O.,0.4,272.44,272.84,59,,,,,,,
teacher,4m 32s,4m 32s,,0.08,272.84,272.92,59,,,,,,,
teacher,4m 32s,4m 33s,Go.,0.4,272.92,273.32,59,,,,,,,
teacher,4m 33s,4m 33s,,0.32,273.32,273.64,59,,,,,,,
teacher,4m 33s,4m 35s,What's the first sound guitar.,1.6,273.64,275.24,59,1,,,,,,
teacher,4m 35s,4m 36s,,0.96,275.24,276.2,59,,,,,,,
teacher,4m 36s,4m 37s,Just like O.,0.96,276.2,277.16,59,,,,,,,
teacher,4m 37s,4m 37s,,0.8,277.16,277.96,59,,,,,,,
teacher,4m 37s,4m 38s,"Wait, wait, wait.",0.88,277.96,278.84,59,,,,,,,
teacher,4m 38s,4m 39s,,0.24,278.84,279.08,59,,,,,,,
teacher,4m 39s,4m 41s,We have a G expert in this class.,2.0,279.08,281.08,59,,,,,1,,1
teacher,4m 41s,4m 42s,Everybody say Gabriel.,1.44,281.08,282.52,59,1,,,,1,,1
teacher,4m 42s,4m 42s,,0.16,282.52,282.68,59,,,,,1,,1
teacher,4m 42s,4m 43s,Gabriel.,0.72,282.68,283.4,59,,,,,1,,1
teacher,4m 43s,4m 43s,,0.08,283.4,283.48,59,,,,,1,,1
teacher,4m 43s,4m 46s,Do you hear that G sound at the beginning of his name?,2.8,283.48,286.28,59,1,,,,1,,1
teacher,4m 46s,4m 47s,,0.72,286.28,287.0,59,,,,,1,,1
teacher,4m 47s,4m 47s,Yes.,0.4,287.0,287.4,59,,,,,1,,1
teacher,4m 47s,4m 49s,He's our G expert.,1.84,287.4,289.24,59,,,,,1,,1
teacher,4m 49s,4m 49s,,0.57,289.24,289.81,59,,,,,,,
teacher,4m 49s,4m 50s,"Okay, ready?",1.08,289.81,290.89,59,,,,,,,
teacher,4m 50s,4m 51s,Ready.,0.28,290.89,291.17,59,,,,,,,
teacher,4m 51s,4m 51s,What's next?,0.48,291.17,291.65,59,1,,,,,,
teacher,4m 51s,4m 52s,What's next?,0.48,291.65,292.13,59,1,,,,,,
student,4m 52s,4m 54s,[Untranscribed],2.16,292.13,294.29,60,,,,,,,
teacher,4m 54s,4m 55s,Are you ready?,0.8,294.29,295.09,61,,,,,,,
teacher,4m 55s,4m 55s,,0.08,295.09,295.17,61,,,,,,,
teacher,4m 55s,4m 55s,Are you ready?,0.6,295.17,295.77,61,,,,,,,
teacher,4m 55s,4m 56s,I like this letter a lot.,1.16,295.77,296.93,61,,,,,,,
student,4m 56s,4m 58s,[Untranscribed],1.164,296.93,298.094,62,,,,,,,
teacher,4m 58s,4m 59s,[Untranscribed],1.451,298.094,299.545,63,,,,,,,
student,4m 59s,5m 0s,[Untranscribed],1.065,299.545,300.61,64,,,,,,,
teacher,5m 0s,5m 1s,Animal.,0.4,300.61,301.01,65,,,,,,,
teacher,5m 1s,5m 2s,Is that hippo?,1.52,301.01,302.53,65,1,,,,,,
teacher,5m 2s,5m 3s,,0.694,302.53,303.224,65,,,,,,,
silence,5m 3s,5m 5s,,2.505,303.224,305.729,66,,,,,,,
teacher,5m 5s,5m 7s,I like this letter because you can feel it on your hand.,2.081,305.729,307.81,67,,,,,1,,1
student,5m 7s,5m 10s,[Untranscribed],2.48,307.81,310.29,68,,,,,,,
teacher,5m 10s,5m 12s,"No, no, we don't have any H experts.",2.16,310.29,312.45,69,,,,,,,
teacher,5m 12s,5m 13s,Johanna does have A.,1.28,312.45,313.73,69,,,,,,,
teacher,5m 13s,5m 14s,,0.72,313.73,314.45,69,,,,,,,
teacher,5m 14s,5m 15s,"Okay, ready?",0.6,314.45,315.05,69,,,,,,,
teacher,5m 15s,5m 15s,"Ready, ready.",0.48,315.05,315.53,69,,,,,,,
teacher,5m 15s,5m 16s,"Oh, secret letters.",0.86,315.53,316.39,69,,,,,,,
teacher,5m 16s,5m 17s,,0.79,316.39,317.18,69,,,,,,,
teacher,5m 17s,5m 18s,I like this one too.,0.96,317.18,318.14,69,,,,,,,
teacher,5m 18s,5m 18s,,0.08,318.14,318.22,69,,,,,,,
student,5m 18s,5m 19s,I like to be a little silly.,1.2,318.22,319.42,70,,,,,,,
student,5m 19s,5m 20s,Are you ready?,0.64,319.42,320.06,70,,,,,,,
student,5m 20s,5m 20s,,0.16,320.06,320.22,70,,,,,,,
teacher,5m 20s,5m 21s,Nora is doing an excellent job.,1.32,320.22,321.54,71,,,,,1,1,
teacher,5m 21s,5m 23s,Her eyes have been on me the whole time.,2.04,321.54,323.58,71,,,,,1,1,
student,5m 23s,5m 25s,[Untranscribed],1.919,323.58,325.499,72,,,,,,,
silence,5m 25s,5m 28s,,3.021,325.499,328.52,73,,,,,,,
student,5m 28s,5m 29s,[Untranscribed],1.3,328.52,329.82,74,,,,,,,
teacher,5m 29s,5m 30s,What's this letter?,0.96,329.82,330.78,75,1,,,,,,
teacher,5m 30s,5m 31s,,0.48,330.78,331.26,75,,,,,,,
teacher,5m 31s,5m 31s,I.,0.4,331.26,331.66,75,,,,,,,
teacher,5m 31s,5m 32s,,1.12,331.66,332.78,75,,,,,,,
teacher,5m 32s,5m 33s,I.,0.4,332.78,333.18,75,,,,,,,
student,5m 33s,5m 34s,[Untranscribed],1.28,333.18,334.46,76,,,,,,,
teacher,5m 34s,5m 35s,Any sex.,0.8,334.46,335.26,77,,,,,,,
student,5m 35s,5m 36s,[Untranscribed],1.58,335.26,336.84,78,,,,,,,
teacher,5m 36s,5m 37s,,1.14,336.84,337.98,79,,,,,,,
teacher,5m 37s,5m 38s,"Right, Right.",0.68,337.98,338.66,79,,,,,,,
teacher,5m 38s,5m 39s,Like every.,0.48,338.66,339.14,79,,,,,,,
teacher,5m 39s,5m 40s,Say itchy.,0.92,339.14,340.06,79,1,,,,,,
teacher,5m 40s,5m 41s,,0.96,340.06,341.02,79,,,,,,,
teacher,5m 41s,5m 42s,Insects make me itchy.,1.92,341.02,342.94,79,,,,,,,
teacher,5m 42s,5m 43s,,0.565,342.94,343.505,79,,,,,,,
student,5m 43s,5m 45s,[Untranscribed],1.635,343.505,345.14,80,,,,,,,
teacher,5m 45s,5m 45s,That's how it sounds.,0.64,345.14,345.78,81,,,,,,,
teacher,5m 45s,5m 45s,Oh.,0.16,345.78,345.94,81,,,,,,,
teacher,5m 45s,5m 46s,Try it one more time.,0.72,345.94,346.66,81,1,,,,,,
teacher,5m 46s,5m 46s,,0.186,346.66,346.846,81,,,,,,,
student,5m 46s,5m 52s,[Untranscribed],6.054,346.846,352.9,82,,,,,,,
teacher,5m 52s,5m 54s,No Expert sound.,1.2,352.9,354.1,83,,,,,,,
teacher,5m 54s,5m 55s,,1.6,354.1,355.7,83,,,,,,,
teacher,5m 55s,5m 56s,"Oh, I like this one too.",1.12,355.7,356.82,83,,,,,,,
teacher,5m 56s,5m 57s,All these letters are good.,1.0,356.82,357.82,83,,,,,1,,
teacher,5m 57s,5m 58s,I like all of them.,0.76,357.82,358.58,83,,,,,1,,
teacher,5m 58s,5m 58s,,0.16,358.58,358.74,83,,,,,,,
teacher,5m 58s,6m 0s,I have a hard time choosing.,1.44,358.74,360.18,83,,,,,,,
student,6m 0s,6m 2s,[Untranscribed],2.0,360.18,362.18,84,,,,,,,
teacher,6m 2s,6m 3s,"Actually, that is an S.",1.6,362.18,363.78,85,,,,,,,
teacher,6m 3s,6m 7s,,3.92,363.78,367.7,85,,,,,,,
teacher,6m 7s,6m 8s,Ready?,0.56,367.7,368.26,85,,,,,,,
teacher,6m 8s,6m 9s,,1.333,368.26,369.593,85,,,,,,,
student,6m 9s,6m 9s,,0.267,369.593,369.86,86,,,,,,,
student,6m 9s,6m 10s,J.,0.24,369.86,370.1,86,,,,,,,
student,6m 10s,6m 11s,,0.96,370.1,371.06,86,,,,,,,
student,6m 11s,6m 11s,J.,0.4,371.06,371.46,86,,,,,,,
student,6m 11s,6m 12s,,1.52,371.46,372.98,86,,,,,,,
student,6m 12s,6m 13s,Jump.,0.48,372.98,373.46,86,,,,,,,
student,6m 13s,6m 13s,,0.48,373.46,373.94,86,,,,,,,
teacher,6m 13s,6m 14s,"Oh, wait, wait.",1.04,373.94,374.98,87,,,,,,,
teacher,6m 14s,6m 15s,,0.4,374.98,375.38,87,,,,,,,
teacher,6m 15s,6m 16s,What's this person doing?,1.2,375.38,376.58,87,,,,,,,
teacher,6m 16s,6m 16s,,0.32,376.58,376.9,87,,,,,,,
teacher,6m 16s,6m 17s,Jump.,0.48,376.9,377.38,87,,,,,,,
teacher,6m 17s,6m 18s,,0.96,377.38,378.34,87,,,,,,,
teacher,6m 18s,6m 19s,What's our sound?,0.8,378.34,379.14,87,1,,,,,,
group,6m 19s,6m 22s,[Untranscribed],3.36,379.14,382.5,88,,,,,,,
teacher,6m 22s,6m 23s,Everybody say Juliet.,1.28,382.5,383.78,89,1,,,,,,
teacher,6m 23s,6m 23s,,0.16,383.78,383.94,89,,,,,,,
teacher,6m 23s,6m 24s,Juliet.,0.64,383.94,384.58,89,,,,,,,
teacher,6m 24s,6m 24s,,0.08,384.58,384.66,89,,,,,,,
teacher,6m 24s,6m 26s,Everybody say Johanna.,1.52,384.66,386.18,89,1,,,,,,
student,6m 26s,6m 27s,Johanna.,0.96,386.18,387.14,90,,,,,,,
student,6m 27s,6m 28s,,1.28,387.14,388.42,90,,,,,,,
teacher,6m 28s,6m 30s,We got two J experts.,1.76,388.42,390.18,91,,,,,,,
teacher,6m 30s,6m 30s,"Ready, ready.",0.8,390.18,390.98,91,,,,,,,
teacher,6m 30s,6m 31s,,0.08,390.98,391.06,91,,,,,,,
