speaker,start_time,end_time,utterance,duration_in_seconds,start_time_in_seconds,end_time_in_seconds,bubble_idx,opportunities_to_respond,wait_times,presses_for_explanation,open_ended_questions,praises,behavior_specific_praises,academic_specific_praises
student,0m 31s,0m 31s,,0.16,31.52,31.68,9,,,,,,,
student,0m 31s,0m 32s,All right.,0.56,31.68,32.24,9,,,,,,,
student,0m 32s,0m 34s,,2.72,32.24,34.96,9,,,,,,,
student,0m 34s,0m 35s,Last year.,0.88,34.96,35.84,9,,,,,,,
student,0m 35s,0m 37s,,1.36,35.84,37.2,9,,,,,,,
teacher,0m 37s,0m 38s,"Hey, we're not telling stories.",1.6,37.2,38.8,10,,,,,,,
teacher,0m 38s,0m 39s,,0.64,38.8,39.44,10,,,,,,,
teacher,0m 39s,0m 41s,What else do we do for Christmas?,1.56,39.44,41.0,10,1,,,1,,,
student,0m 41s,0m 41s,Elves.,0.52,41.0,41.52,11,,,,,,,
student,0m 41s,0m 42s,,0.96,41.52,42.48,11,,,,,,,
teacher,0m 42s,0m 42s,Okay.,0.44,42.48,42.92,12,,,,,,,
teacher,0m 42s,0m 43s,Elf on the shelf.,0.84,42.92,43.76,12,,,,,,,
teacher,0m 43s,0m 44s,,0.32,43.76,44.08,12,,,,,,,
teacher,0m 44s,0m 44s,We do that.,0.8,44.08,44.88,12,,,,,,,
teacher,0m 44s,0m 45s,,0.24,44.88,45.12,12,,,,,,,
teacher,0m 45s,0m 45s,L.,0.4,45.12,45.52,12,,,,,,,
student,0m 45s,0m 51s,,5.6,45.52,51.12,13,,,,,,,
student,0m 51s,0m 51s,Yeah.,0.4,51.12,51.52,13,,,,,,,
student,0m 51s,0m 52s,Cookies and milk for Santa.,1.28,51.52,52.8,13,,,,,,,
student,0m 52s,0m 53s,Okay.,0.4,52.8,53.2,13,,,,,,,
student,0m 53s,0m 53s,,0.32,53.2,53.52,13,,,,,,,
student,0m 53s,0m 53s,Young.,0.36,53.52,53.88,13,,,,,,,
student,0m 53s,0m 54s,Eat food.,0.6,53.88,54.48,13,,,,,,,
student,0m 54s,0m 55s,,1.07,54.48,55.55,13,,,,,,,
teacher,0m 55s,0m 57s,[Untranscribed],1.89,55.55,57.44,14,,,,,,,
student,0m 57s,0m 58s,,1.47,57.44,58.91,15,,,,,,,
student,0m 58s,1m 1s,"Wait, you said wait.",2.96,58.91,61.87,15,,,,,,,
student,1m 1s,1m 2s,Jesus is open.,0.96,61.87,62.83,15,,,,,,,
student,1m 2s,1m 3s,,0.48,62.83,63.31,15,,,,,,,
student,1m 3s,1m 4s,Celebrate kindness.,1.36,63.31,64.67,15,,,,,,,
student,1m 4s,1m 5s,,0.56,64.67,65.23,15,,,,,,,
student,1m 5s,1m 5s,Okay.,0.64,65.23,65.87,15,,,,,,,
student,1m 5s,1m 6s,,0.24,65.87,66.11,15,,,,,,,
teacher,1m 6s,1m 6s,Yes.,0.48,66.11,66.59,16,,,,,1,1,
teacher,1m 6s,1m 7s,,0.96,66.59,67.55,16,,,,,1,1,
teacher,1m 7s,1m 10s,"We're extra nice to people, aren't we, Josie?",3.2,67.55,70.75,16,1,,,,1,1,
teacher,1m 10s,1m 11s,,0.628,70.75,71.378,16,,,,,,,
student,1m 11s,1m 15s,[Untranscribed],3.772,71.378,75.15,17,,,,,,,
teacher,1m 15s,1m 16s,That's another thing.,1.2,75.15,76.35,18,,,,,,,
student,1m 16s,1m 17s,[Untranscribed],1.36,76.35,77.71,19,,,,,,,
teacher,1m 17s,1m 20s,Do we just decorate inside the house?,3.12,77.71,80.83,20,1,,,,,,
student,1m 20s,1m 24s,[Untranscribed],3.51,80.83,84.34,21,,,,,,,
teacher,1m 24s,1m 26s,White decorations and we put outside decorations.,2.56,84.34,86.9,22,,,,,,,
student,1m 26s,1m 29s,[Untranscribed],2.24,86.9,89.14,23,,,,,,,
teacher,1m 29s,1m 31s,Where do you put the lights outside the house?,1.92,89.14,91.06,24,1,,,,,,
teacher,1m 31s,1m 32s,,1.92,91.06,92.98,24,,,,,,,
teacher,1m 32s,1m 33s,On the roof.,0.72,92.98,93.7,24,,,,,,,
teacher,1m 33s,1m 35s,,1.3,93.7,95,24,,,,,,,
student,1m 35s,1m 38s,[Untranscribed],3.02,95,98.02,25,,,,,,,
teacher,1m 38s,1m 39s,"Hey, raise your hands.",1.28,98.02,99.3,26,,,,,,,
student,1m 39s,1m 40s,,1.04,99.3,100.34,27,,,,,,,
student,1m 40s,1m 46s,"Ruth, when it's Christmas time, we hang lights on our trees.",6.08,100.34,106.42,27,,,,,,,
student,1m 46s,1m 46s,,0.41,106.42,106.83,27,,,,,,,
student,1m 46s,1m 47s,Okay.,0.4,106.83,107.23,27,,,,,,,
student,1m 47s,1m 47s,,0.4,107.23,107.63,27,,,,,,,
teacher,1m 47s,1m 49s,We do it inside the house.,1.76,107.63,109.39,28,,,,,,,
teacher,1m 49s,1m 50s,,0.8,109.39,110.19,28,,,,,,,
teacher,1m 50s,1m 50s,Outside.,0.4,110.19,110.59,28,,,,,,,
teacher,1m 50s,1m 50s,,0.16,110.59,110.75,28,,,,,,,
teacher,1m 50s,1m 52s,We do lights on the roof.,1.84,110.75,112.59,28,,,,,,,
teacher,1m 52s,1m 54s,Where else do we put them?,1.44,112.59,114.03,28,1,,,,,,
teacher,1m 54s,1m 54s,,0.88,114.03,114.91,28,1,,,,,,
teacher,1m 54s,1m 55s,Outside?,0.4,114.91,115.31,28,1,,,,,,
student,1m 55s,1m 58s,,3.28,115.31,118.59,29,,,,,,,
student,1m 58s,2m 0s,On the porch or like a desk?,1.68,118.59,120.27,29,,,,,,,
student,2m 0s,2m 6s,"Like if you have like brick things in front of your house that you could put light up to the brick things,",6.4,120.27,126.67,29,,,,,,,
student,2m 6s,2m 7s,,0.582,126.67,127.252,29,,,,,,,
teacher,2m 7s,2m 10s,,3.338,127.252,130.59,30,,,,,,,
teacher,2m 10s,2m 11s,where else?,0.68,130.59,131.27,30,1,,,,,,
student,2m 11s,2m 17s,Outside you could put it on your bushes.,6.1,131.27,137.37,31,,,,,,,
student,2m 17s,2m 17s,,0.4,137.37,137.77,31,,,,,,,
teacher,2m 17s,2m 18s,"Hey, bushes.",1.04,137.77,138.81,32,,,,,,,
teacher,2m 18s,2m 19s,,0.8,138.81,139.61,32,,,,,,,
teacher,2m 19s,2m 20s,Yeah.,0.48,139.61,140.09,32,,,,,,,
student,2m 20s,2m 21s,[Untranscribed],1.28,140.09,141.37,33,,,,,,,
teacher,2m 21s,2m 22s,Do any.,0.64,141.37,142.01,34,,,,,,,
teacher,2m 22s,2m 22s,,0.4,142.01,142.41,34,,,,,,,
teacher,2m 22s,2m 26s,"Does any of you have, like, decorations you put in your yard?",4.08,142.41,146.49,34,1,,,1,,,
student,2m 26s,2m 28s,,2.32,146.49,148.81,35,,,,,,,
student,2m 28s,2m 30s,I put like little snowmans.,1.84,148.81,150.65,35,,,,,,,
student,2m 30s,2m 38s,,8.18,150.65,158.83,35,,,,,,,
teacher,2m 38s,2m 39s,Okay.,0.48,158.83,159.31,36,,,,,,,
teacher,2m 39s,2m 40s,You have an inflatable.,1.28,159.31,160.59,36,,,,,,,
teacher,2m 40s,2m 42s,Does anybody else have inflatables?,2.0,160.59,162.59,36,1,,,,,,
teacher,2m 42s,2m 42s,,0.32,162.59,162.91,36,,,,,,,
teacher,2m 42s,2m 43s,Me.,0.4,162.91,163.31,36,,,,,,,
teacher,2m 43s,2m 43s,,0.56,163.31,163.87,36,,,,,,,
teacher,2m 43s,2m 44s,What.,0.4,163.87,164.27,36,,,,,,,
teacher,2m 44s,2m 46s,What other inflatables do you have?,2.0,164.27,166.27,36,1,,,1,,,
teacher,2m 46s,2m 46s,,0.4,166.27,166.67,36,,,,,,,
student,2m 46s,2m 47s,I only have that.,1.28,166.67,167.95,37,,,,,,,
student,2m 47s,2m 48s,,0.88,167.95,168.83,37,,,,,,,
student,2m 48s,2m 49s,I have.,0.8,168.83,169.63,37,,,,,,,
student,2m 49s,2m 50s,,1.2,169.63,170.83,37,,,,,,,
student,2m 50s,2m 52s,I'm pretty sure it's like Rudolph.,2.08,170.83,172.91,37,,,,,,,
student,2m 52s,2m 53s,,0.56,172.91,173.47,37,,,,,,,
student,2m 53s,2m 55s,"Wait, no, it's just reindeer.",1.92,173.47,175.39,37,,,,,,,
student,2m 55s,2m 56s,Because reindeer.,1.52,175.39,176.91,37,,,,,,,
student,2m 56s,3m 0s,,3.68,176.91,180.59,37,,,,,,,
teacher,3m 0s,3m 1s,"Hey, Santa.",0.92,180.59,181.51,38,,,,,,,
teacher,3m 1s,3m 2s,Who has Santa?,1.08,181.51,182.59,38,,,,,,,
silence,3m 2s,3m 4s,,1.93,182.59,184.52,39,,,,,,,
teacher,3m 4s,3m 6s,Does anybody have a snowman?,1.6,184.52,186.12,40,,,,,,,
student,3m 6s,3m 7s,,1.2,186.12,187.32,41,,,,,,,
student,3m 7s,3m 8s,But it's not a blow up.,1.24,187.32,188.56,41,,,,,,,
teacher,3m 8s,3m 9s,I've got.,0.52,188.56,189.08,42,,,,,,,
teacher,3m 9s,3m 12s,I've got inflatable snow and it's probably as tall as the roof.,3.52,189.08,192.6,42,,,,,,,
teacher,3m 12s,3m 13s,,0.4,192.6,193.0,42,,,,,,,
student,3m 13s,3m 14s,Mine isn't inflatable though.,1.84,193.0,194.84,43,,,,,,,
student,3m 14s,3m 15s,,0.24,194.84,195.08,43,,,,,,,
student,3m 15s,3m 16s,It's like a wood,1.12,195.08,196.2,43,,,,,,,
student,3m 16s,3m 17s,,1.05,196.2,197.25,43,,,,,,,
teacher,3m 17s,3m 18s,[Untranscribed],1.51,197.25,198.76,44,,,,,,,
student,3m 18s,3m 21s,inflatable candy.,3.04,198.76,201.8,45,,,,,,,
student,3m 21s,3m 23s,,1.84,201.8,203.64,45,,,,,,,
student,3m 23s,3m 24s,I see.,0.64,203.64,204.28,45,,,,,,,
student,3m 24s,3m 24s,,0.56,204.28,204.84,45,,,,,,,
student,3m 24s,3m 28s,"Like, my friends have some tables.",3.36,204.84,208.2,45,,,,,,,
student,3m 28s,3m 32s,,4.73,208.2,212.93,45,,,,,,,
teacher,3m 32s,3m 34s,"Okay, so we.",1.24,212.93,214.17,46,,,,,,,
teacher,3m 34s,3m 35s,We do lots of stuff for.,1.4,214.17,215.57,46,,,,,,,
teacher,3m 35s,3m 36s,,0.48,215.57,216.05,46,,,,,,,
teacher,3m 36s,3m 39s,For Christmas we're going to talk about.,3.12,216.05,219.17,46,,,,,,,
teacher,3m 39s,3m 39s,,0.4,219.17,219.57,46,,,,,,,
teacher,3m 39s,3m 41s,"Okay, we're going to keep going, guys.",1.56,219.57,221.13,46,,,,,,,
teacher,3m 41s,3m 42s,So put your hands down.,1.16,221.13,222.29,46,,,,,,,
teacher,3m 42s,3m 42s,,0.16,222.29,222.45,46,,,,,,,
teacher,3m 42s,3m 50s,"We're going to talk about a holiday that they celebrate in India, and the name of that is Diwali.",7.68,222.45,230.13,46,,,,,,,
student,3m 50s,3m 52s,[Untranscribed],2.56,230.13,232.69,47,,,,,,,
teacher,3m 52s,3m 58s,Has anybody seen the cartoon with the little robot called Wally?,5.64,232.69,238.33,48,,,,,,,
teacher,3m 58s,3m 58s,,0.32,238.33,238.65,48,,,,,,,
student,3m 58s,3m 59s,"Oh, yeah.",0.8,238.65,239.45,49,,,,,,,
student,3m 59s,4m 1s,,1.6,239.45,241.05,49,,,,,,,
teacher,4m 1s,4m 3s,So whenever I say D.,1.96,241.05,243.01,50,,,,,,,
teacher,4m 3s,4m 4s,"Wally, I think of him.",1.56,243.01,244.57,50,,,,,,,
student,4m 4s,4m 7s,[Untranscribed],2.88,244.57,247.45,51,,,,,,,
teacher,4m 7s,4m 8s,Everybody say D.,1.2,247.45,248.65,52,1,,,,,,
teacher,4m 8s,4m 9s,Wally.,0.64,248.65,249.29,52,1,,,,,,
teacher,4m 9s,4m 9s,,0.32,249.29,249.61,52,,,,,,,
student,4m 9s,4m 10s,D.,0.4,249.61,250.01,53,,,,,,,
student,4m 10s,4m 10s,,0.08,250.01,250.09,53,,,,,,,
student,4m 10s,4m 10s,Wally.,0.72,250.09,250.81,53,,,,,,,
student,4m 10s,4m 11s,,0.24,250.81,251.05,53,,,,,,,
student,4m 11s,4m 13s,"I've only watched the trailer for it, though.",2.16,251.05,253.21,53,,,,,,,
student,4m 13s,4m 14s,,1.04,253.21,254.25,53,,,,,,,
student,4m 14s,4m 15s,I watched the real movie.,1.68,254.25,255.93,53,,,,,,,
student,4m 15s,4m 16s,,0.16,255.93,256.09,53,,,,,,,
student,4m 16s,4m 17s,I never even saw that.,1.76,256.09,257.85,53,,,,,,,
student,4m 17s,4m 19s,,1.28,257.85,259.13,53,,,,,,,
teacher,4m 19s,4m 22s,"Okay, voice this off among us has.",3.12,259.13,262.25,54,,,,,,,
teacher,4m 22s,4m 22s,,0.57,262.25,262.82,54,,,,,,,
teacher,4m 22s,4m 23s,Excuse me.,0.64,262.82,263.46,54,,,,,,,
student,4m 23s,4m 24s,[Untranscribed],1.28,263.46,264.74,55,,,,,,,
teacher,4m 24s,4m 25s,Voices are off.,0.96,264.74,265.7,56,,,,,,,
teacher,4m 25s,4m 26s,No.,0.4,265.7,266.1,56,,,,,,,
teacher,4m 26s,4m 26s,,0.016,266.1,266.116,56,,,,,,,
silence,4m 26s,4m 28s,,2.304,266.116,268.42,57,,,,,,,
teacher,4m 28s,4m 34s,We're going to remember some important things about Hinduism.,6.08,268.42,274.5,58,,,,,,,
student,4m 34s,4m 36s,[Untranscribed],1.52,274.5,276.02,59,,,,,,,
teacher,4m 36s,4m 40s,We're going to describe why Diwali was important to these people.,4.48,276.02,280.5,60,,,,,,,
teacher,4m 40s,4m 41s,,0.88,280.5,281.38,60,,,,,,,
teacher,4m 41s,4m 43s,And some of the things that they do.,1.84,281.38,283.22,60,,,,,,,
teacher,4m 43s,4m 44s,,0.96,283.22,284.18,60,,,,,,,
teacher,4m 44s,4m 46s,Diwali is similar to Christmas.,2.72,284.18,286.9,60,,,,,,,
student,4m 46s,4m 47s,[Untranscribed],1.05,286.9,287.95,61,,,,,,,
teacher,4m 47s,4m 48s,You'll.,0.24,287.95,288.19,62,,,,,,,
teacher,4m 48s,4m 51s,You'll see that they do stuff that we do for Christmas.,3.12,288.19,291.31,62,,,,,,,
student,4m 51s,4m 53s,[Untranscribed],2.56,291.31,293.87,63,,,,,,,
teacher,4m 53s,4m 58s,"And then we're gonna learn these words, these new words.",4.56,293.87,298.43,64,,,,,,,
teacher,4m 58s,4m 59s,,0.96,298.43,299.39,64,,,,,,,
teacher,4m 59s,5m 0s,Excuse me.,0.72,299.39,300.11,64,,,,,,,
silence,5m 0s,5m 2s,,2.388,300.11,302.498,65,,,,,,,
student,5m 2s,5m 3s,[Untranscribed],1.114,302.498,303.612,66,,,,,,,
silence,5m 3s,5m 6s,,2.464,303.612,306.076,67,,,,,,,
student,5m 6s,5m 8s,[Untranscribed],2.194,306.076,308.27,68,,,,,,,
teacher,5m 8s,5m 8s,Okay.,0.56,308.27,308.83,69,,,,,,,
teacher,5m 8s,5m 13s,Archer is somebody who shoots a bow in the arrow.,4.4,308.83,313.23,69,,,,,,,
teacher,5m 13s,5m 14s,,1.081,313.23,314.311,69,,,,,,,
student,5m 14s,5m 16s,[Untranscribed],1.809,314.311,316.12,70,,,,,,,
teacher,5m 16s,5m 17s,The word archer.,1.36,316.12,317.48,71,,,,,,,
teacher,5m 17s,5m 17s,,0.48,317.48,317.96,71,,,,,,,
teacher,5m 17s,5m 18s,Archery.,0.64,317.96,318.6,71,,,,,,,
student,5m 18s,5m 20s,[Untranscribed],2.08,318.6,320.68,72,,,,,,,
teacher,5m 20s,5m 25s,Archery means it's the sport of shooting bows and arrows.,5.12,320.68,325.8,73,,,,,,,
teacher,5m 25s,5m 27s,,1.2,325.8,327.0,73,,,,,,,
teacher,5m 27s,5m 35s,"Some people do it as a sport, so they'll have a target and they'll practice shooting their arrow in the bullseye.",8.0,327.0,335.0,73,,,,,,,
teacher,5m 35s,5m 35s,,0.506,335.0,335.506,73,,,,,,,
student,5m 35s,5m 37s,[Untranscribed],2.374,335.506,337.88,74,,,,,,,
teacher,5m 37s,5m 40s,And I'll try and get in the bullseye.,2.33,337.88,340.21,75,,,,,,,
teacher,5m 40s,5m 41s,,0.95,340.21,341.16,75,,,,,,,
teacher,5m 41s,5m 41s,So that's.,0.56,341.16,341.72,75,,,,,,,
teacher,5m 41s,5m 42s,Excuse me.,0.72,341.72,342.44,75,,,,,,,
teacher,5m 42s,5m 44s,,1.68,342.44,344.12,75,,,,,,,
teacher,5m 44s,5m 45s,That's archery.,1.04,344.12,345.16,75,,,,,,,
teacher,5m 45s,5m 45s,,0.08,345.16,345.24,75,,,,,,,
teacher,5m 45s,5m 49s,An archer is someone who shoots a bow.,3.92,345.24,349.16,75,,,,,,,
student,5m 49s,5m 51s,"Now, okay.",2.24,349.16,351.4,76,,,,,,,
teacher,5m 51s,5m 52s,"No, put your hands down.",1.28,351.4,352.68,77,,,,,,,
teacher,5m 52s,5m 53s,,0.96,352.68,353.64,77,,,,,,,
teacher,5m 53s,5m 55s,Custom is a tradition.,2.32,353.64,355.96,77,,,,,,,
student,5m 55s,5m 59s,[Untranscribed],3.2,355.96,359.16,78,,,,,,,
teacher,5m 59s,6m 11s,We have customs or traditions that we do here in the United States that people and people in other countries have other customs or traditions they do,12.66,359.16,371.82,79,,,,,,,
student,6m 11s,6m 14s,[Untranscribed],2.72,371.82,374.54,80,,,,,,,
teacher,6m 14s,6m 16s,for Christmas.,1.92,374.54,376.46,81,,,,,,,
student,6m 16s,6m 17s,[Untranscribed],1.2,376.46,377.66,82,,,,,,,
teacher,6m 17s,6m 20s,A lot of people have similar customs.,2.64,377.66,380.3,83,,,,,,,
teacher,6m 20s,6m 20s,,0.64,380.3,380.94,83,,,,,,,
teacher,6m 20s,6m 29s,"A lot of people have Christmas trees, they put lights up, they share presents.",8.24,380.94,389.18,83,,,,,,,
student,6m 29s,6m 32s,[Untranscribed],3.12,389.18,392.3,84,,,,,,,
teacher,6m 32s,6m 34s,"So every, Every",2.16,392.3,394.46,85,,,,,,,
teacher,6m 34s,6m 35s,,0.918,394.46,395.378,85,,,,,,,
silence,6m 35s,6m 37s,,2.012,395.378,397.39,86,,,,,,,
teacher,6m 37s,6m 41s,"culture, different countries, they have their customs.",4.48,397.39,401.87,87,,,,,,,
student,6m 41s,6m 42s,They do.,0.48,401.87,402.35,88,,,,,,,
student,6m 42s,6m 42s,,0.32,402.35,402.67,88,,,,,,,
student,6m 42s,6m 45s,"Wait, does Canada celebrate Christmas?",2.72,402.67,405.39,88,,,,,,,
student,6m 45s,6m 46s,,1.44,405.39,406.83,88,,,,,,,
teacher,6m 46s,6m 47s,Where?,0.4,406.83,407.23,89,,,,,,,
teacher,6m 47s,6m 47s,,0.4,407.23,407.63,89,,,,,,,
student,6m 47s,6m 48s,Canada?,0.4,407.63,408.03,90,,,,,,,
student,6m 48s,6m 48s,,0.96,408.03,408.99,90,,,,,,,
teacher,6m 48s,6m 49s,"Yes,",0.48,408.99,409.47,91,,,,,,,
student,6m 49s,6m 52s,[Untranscribed],2.64,409.47,412.11,92,,,,,,,
teacher,6m 52s,6m 58s,"I lived in Spain in the country of Spain, and they celebrate Christmas there.",6.32,412.11,418.43,93,,,,,,,
teacher,6m 58s,6m 58s,,0.32,418.43,418.75,93,,,,,,,
teacher,6m 58s,7m 0s,But they had cousins.,1.68,418.75,420.43,93,,,,,,,
teacher,7m 0s,7m 0s,,0.312,420.43,420.742,93,,,,,,,
silence,7m 0s,7m 2s,,1.755,420.742,422.497,94,,,,,,,
student,7m 2s,7m 4s,[Untranscribed],1.533,422.497,424.03,95,,,,,,,
teacher,7m 4s,7m 4s,Get your turn.,0.72,424.03,424.75,96,,,,,,,
student,7m 4s,7m 6s,[Untranscribed],1.763,424.75,426.513,97,,,,,,,
silence,7m 6s,7m 11s,,5.117,426.513,431.63,98,,,,,,,
teacher,7m 11s,7m 14s,They have things that they did for Christmas that we don't do.,2.8,431.63,434.43,99,,,,,,,
teacher,7m 14s,7m 14s,,0.082,434.43,434.512,99,,,,,,,
student,7m 14s,7m 16s,[Untranscribed],2.318,434.512,436.83,100,,,,,,,
teacher,7m 16s,7m 33s,"One thing they did for New Year's Eve is they would have 12 grapes, and when the clock would shine four times before midnight, they would put a grape in their mouth and they try and get.",16.52,436.83,453.35,101,,,,,,,
teacher,7m 33s,7m 35s,Fill their mouth full of 12 grapes.,2.0,453.35,455.35,101,,,,,,,
student,7m 35s,7m 38s,[Untranscribed],3.12,455.35,458.47,102,,,,,,,
teacher,7m 38s,7m 46s,"Another thing they did, they had like this special cake, and they would put a price in it.",8.16,458.47,466.63,103,,,,,,,
teacher,7m 46s,7m 47s,,1.04,466.63,467.67,103,,,,,,,
teacher,7m 47s,7m 49s,So they would cut pieces.,1.44,467.67,469.11,103,,,,,,,
teacher,7m 49s,7m 50s,,0.96,469.11,470.07,103,,,,,,,
teacher,7m 50s,7m 56s,"And if they could, if you got the piece that had the price in it, then you got the price.",6.88,470.07,476.95,103,,,,,,,
student,7m 56s,7m 57s,[Untranscribed],1.04,476.95,477.99,104,,,,,,,
teacher,7m 57s,8m 1s,So that's just a couple customs that they did in Spain.,3.36,477.99,481.35,105,,,,,,,
student,8m 1s,8m 2s,[Untranscribed],1.36,481.35,482.71,106,,,,,,,
teacher,8m 2s,8m 22s,"And Christmas time, we're going to learn about customs of Christmas, customs or traditions that they do in Italy, Germany, Great Britain, France, Mexico.",19.3,482.71,502.01,107,,,,,,,
teacher,8m 22s,8m 22s,,0.72,502.01,502.73,107,,,,,,,
teacher,8m 22s,8m 23s,And you're going to.,0.96,502.73,503.69,107,,,,,,,
student,8m 23s,8m 26s,Are we learning about Australia for Christmas?,2.4,503.69,506.09,108,,,,,,,
student,8m 26s,8m 26s,,0.8,506.09,506.89,108,,,,,,,
teacher,8m 26s,8m 27s,Not that one.,0.96,506.89,507.85,109,,,,,,,
student,8m 27s,8m 30s,[Untranscribed],2.64,507.85,510.49,110,,,,,,,
teacher,8m 30s,8m 34s,So we're going to learn about different customs that they do for Christmas.,4.0,510.49,514.49,111,,,,,,,
student,8m 34s,8m 36s,[Untranscribed],1.6,514.49,516.09,112,,,,,,,
teacher,8m 36s,8m 37s,"Hey, Diwali.",1.28,516.09,517.37,113,,,,,,,
teacher,8m 37s,8m 37s,,0.4,517.37,517.77,113,,,,,,,
teacher,8m 37s,8m 42s,That is a holiday we'll learn about in India.,5.04,517.77,522.81,113,,,,,,,
student,8m 42s,8m 44s,[Untranscribed],1.44,522.81,524.25,114,,,,,,,
teacher,8m 44s,8m 46s,And then prosperity means that if you're.,2.64,524.25,526.89,115,,,,,,,
teacher,8m 46s,8m 47s,,0.97,526.89,527.86,115,,,,,,,
teacher,8m 47s,8m 53s,"If you're doing really, really well, like, it could mean prosperity.",5.32,527.86,533.18,115,,,,,,,
teacher,8m 53s,8m 58s,Could be like you have lots of money or you have lots of things.,5.08,533.18,538.26,115,,,,,,,
student,8m 58s,8m 59s,[Untranscribed],1.68,538.26,539.94,116,,,,,,,
teacher,8m 59s,9m 4s,It could also be if you have.,4.72,539.94,544.66,117,,,,,,,
student,9m 4s,9m 5s,[Untranscribed],1.28,544.66,545.94,118,,,,,,,
teacher,9m 5s,9m 9s,"If you're really healthy, that could be prosperity.",3.84,545.94,549.78,119,,,,,,,
teacher,9m 9s,9m 11s,,1.237,549.78,551.017,119,,,,,,,
student,9m 11s,9m 11s,,0.683,551.017,551.7,120,,,,,,,
student,9m 11s,9m 12s,Yeah.,0.48,551.7,552.18,120,,,,,,,
student,9m 12s,9m 15s,,2.98,552.18,555.16,120,,,,,,,
teacher,9m 15s,9m 15s,In India.,0.48,555.16,555.64,121,,,,,,,
student,9m 15s,9m 16s,[Untranscribed],1.2,555.64,556.84,122,,,,,,,
teacher,9m 16s,9m 17s,Which one?,0.72,556.84,557.56,123,,,,,,,
teacher,9m 17s,9m 18s,,0.56,557.56,558.12,123,,,,,,,
teacher,9m 18s,9m 21s,Your older brother Henry.,3.36,558.12,561.48,123,,,,,,,
student,9m 21s,9m 22s,[Untranscribed],1.44,561.48,562.92,124,,,,,,,
teacher,9m 22s,9m 23s,Is that Henry?,0.96,562.92,563.88,125,1,,,,,,
student,9m 23s,9m 25s,[Untranscribed],2.0,563.88,565.88,126,,,,,,,
teacher,9m 25s,9m 26s,"Oh, Finn.",0.96,565.88,566.84,127,,,,,,,
teacher,9m 26s,9m 26s,,0.08,566.84,566.92,127,,,,,,,
student,9m 26s,9m 28s,Finn was Finley.,1.44,566.92,568.36,128,,,,,,,
student,9m 28s,9m 28s,,0.32,568.36,568.68,128,,,,,,,
teacher,9m 28s,9m 29s,I didn't know that.,0.88,568.68,569.56,129,,,,,,,
student,9m 29s,9m 31s,[Untranscribed],2.08,569.56,571.64,130,,,,,,,
teacher,9m 31s,9m 33s,Finley was in my.,1.44,571.64,573.08,131,,,,,,,
teacher,9m 33s,9m 33s,,0.64,573.08,573.72,131,,,,,,,
teacher,9m 33s,9m 34s,In my class.,0.88,573.72,574.6,131,,,,,,,
teacher,9m 34s,9m 34s,,0.16,574.6,574.76,131,,,,,,,
